,ckt,type,en,mi,rn,sn
69,AOI32D4,complex,False,False,False,False
70,AOI32DM,complex,False,False,False,False
71,AOI33D0,complex,False,False,False,False
72,AOI33D1,complex,False,False,False,False
73,AOI33D2,complex,False,False,False,False
74,AOI33D4,complex,False,False,False,False
75,AOIM21D0,complex,False,False,False,False
76,AOIM21D1,complex,False,False,False,False
77,AOIM21D2,complex,False,False,False,False
78,AOIM21D3,complex,False,False,False,False
79,AOIM21DM,complex,False,False,False,False
80,AOIM22D0,complex,False,False,False,False
81,AOIM22D1,complex,False,False,False,False
82,AOIM22D2,complex,False,False,False,False
83,AOIM22D4,complex,False,False,False,False
84,AOIM22DM,complex,False,False,False,False
85,AOR211D0,complex,False,False,False,False
86,AOR211D1,complex,False,False,False,False
87,AOR211D2,complex,False,False,False,False
88,AOR211D4,complex,False,False,False,False
89,AOR21D0,complex,False,False,False,False
90,AOR21D1,complex,False,False,False,False
91,AOR21D2,complex,False,False,False,False
92,AOR21D4,complex,False,False,False,False
93,AOR221D0,complex,False,False,False,False
94,AOR221D1,complex,False,False,False,False
95,AOR221D2,complex,False,False,False,False
96,AOR221D4,complex,False,False,False,False
97,AOR222D0,complex,False,False,False,False
98,AOR222D1,complex,False,False,False,False
99,AOR222D2,complex,False,False,False,False
100,AOR222D4,complex,False,False,False,False
101,AOR22D0,complex,False,False,False,False
102,AOR22D1,complex,False,False,False,False
103,AOR22D2,complex,False,False,False,False
104,AOR22D4,complex,False,False,False,False
105,AOR31D0,complex,False,False,False,False
106,AOR31D1,complex,False,False,False,False
107,AOR31D2,complex,False,False,False,False
108,AOR31D4,complex,False,False,False,False
109,BH01D1,complex,False,False,False,False
110,BUFFD0,complex,False,False,False,False
111,BUFFD1,complex,False,False,False,False
112,BUFFD12,complex,False,False,False,False
113,BUFFD16,complex,False,False,False,False
114,BUFFD2,complex,False,False,False,False
115,BUFFD20,complex,False,False,False,False
116,BUFFD3,complex,False,False,False,False
117,BUFFD4,complex,False,False,False,False
118,BUFFD5,complex,False,False,False,False
119,BUFFD6,complex,False,False,False,False
120,BUFFD7,complex,False,False,False,False
121,BUFFD8,complex,False,False,False,False
122,BUFFDM,complex,False,False,False,False
123,BUFTD0,complex,False,False,False,False
124,BUFTD1,complex,False,False,False,False
125,BUFTD12,complex,False,False,False,False
126,BUFTD16,complex,False,False,False,False
127,BUFTD2,complex,False,False,False,False
128,BUFTD20,complex,False,False,False,False
129,BUFTD3,complex,False,False,False,False
130,BUFTD4,complex,False,False,False,False
131,BUFTD6,complex,False,False,False,False
132,BUFTD8,complex,False,False,False,False
133,BUFTDM,complex,False,False,False,False
134,CKANDD0,complex,False,False,False,False
135,CKANDD1,complex,False,False,False,False
136,CKANDD2,complex,False,False,False,False
137,CKANDD4,complex,False,False,False,False
138,CKBUFD0,complex,False,False,False,False
139,CKBUFD1,complex,False,False,False,False
140,CKBUFD10,complex,False,False,False,False
141,CKBUFD12,complex,False,False,False,False
142,CKBUFD14,complex,False,False,False,False
143,CKBUFD16,complex,False,False,False,False
144,CKBUFD2,complex,False,False,False,False
145,CKBUFD20,complex,False,False,False,False
146,CKBUFD3,complex,False,False,False,False
147,CKBUFD30,complex,False,False,False,False
148,CKBUFD4,complex,False,False,False,False
149,CKBUFD40,complex,False,False,False,False
150,CKBUFD5,complex,False,False,False,False
151,CKBUFD6,complex,False,False,False,False
152,CKBUFD7,complex,False,False,False,False
153,CKBUFD8,complex,False,False,False,False
154,CKBUFD80,complex,False,False,False,False
155,CKBUFDM,complex,False,False,False,False
156,CKINVD0,complex,False,False,False,False
157,CKINVD1,complex,False,False,False,False
158,CKINVD10,complex,False,False,False,False
159,CKINVD12,complex,False,False,False,False
160,CKINVD14,complex,False,False,False,False
161,CKINVD16,complex,False,False,False,False
162,CKINVD2,complex,False,False,False,False
163,CKINVD20,complex,False,False,False,False
164,CKINVD3,complex,False,False,False,False
165,CKINVD30,complex,False,False,False,False
166,CKINVD4,complex,False,False,False,False
167,CKINVD40,complex,False,False,False,False
168,CKINVD5,complex,False,False,False,False
169,CKINVD6,complex,False,False,False,False
170,CKINVD7,complex,False,False,False,False
171,CKINVD8,complex,False,False,False,False
172,CKINVD80,complex,False,False,False,False
173,CKINVDM,complex,False,False,False,False
174,CKND02D0,complex,False,False,False,False
175,CKND02D1,complex,False,False,False,False
176,CKND02D2,complex,False,False,False,False
177,CKND02D4,complex,False,False,False,False
178,CKNR02D0,complex,False,False,False,False
179,CKNR02D1,complex,False,False,False,False
180,CKNR02D2,complex,False,False,False,False
181,CKNR02D4,complex,False,False,False,False
182,CKOR02D0,complex,False,False,False,False
183,CKOR02D1,complex,False,False,False,False
184,CKOR02D2,complex,False,False,False,False
185,CKOR02D4,complex,False,False,False,False
186,CKXN02D0,complex,False,False,False,False
187,CKXN02D1,complex,False,False,False,False
188,CKXN02D2,complex,False,False,False,False
189,CKXN02D4,complex,False,False,False,False
190,CKXR02D0,complex,False,False,False,False
191,CKXR02D1,complex,False,False,False,False
192,CKXR02D2,complex,False,False,False,False
193,CKXR02D4,complex,False,False,False,False
194,DL01D1,complex,False,False,False,False
195,DL01D2,complex,False,False,False,False
196,DL01DM,complex,False,False,False,False
197,DL02D1,complex,False,False,False,False
198,DL02D2,complex,False,False,False,False
199,INV0D0,complex,False,False,False,False
200,INV0D1,complex,False,False,False,False
201,INV0D12,complex,False,False,False,False
202,INV0D16,complex,False,False,False,False
203,INV0D2,complex,False,False,False,False
204,INV0D20,complex,False,False,False,False
205,INV0D3,complex,False,False,False,False
206,INV0D4,complex,False,False,False,False
207,INV0D5,complex,False,False,False,False
208,INV0D6,complex,False,False,False,False
209,INV0D7,complex,False,False,False,False
210,INV0D8,complex,False,False,False,False
211,INV0DM,complex,False,False,False,False
212,INV0DP,complex,False,False,False,False
213,INVTLD0,complex,False,False,False,False
214,INVTLD1,complex,False,False,False,False
215,INVTLD12,complex,False,False,False,False
216,INVTLD16,complex,False,False,False,False
217,INVTLD2,complex,False,False,False,False
218,INVTLD20,complex,False,False,False,False
219,INVTLD3,complex,False,False,False,False
220,INVTLD4,complex,False,False,False,False
221,INVTLD6,complex,False,False,False,False
222,INVTLD8,complex,False,False,False,False
223,INVTLDM,complex,False,False,False,False
224,ND02D0,complex,False,False,False,False
225,ND02D1,complex,False,False,False,False
226,ND02D1P5,complex,False,False,False,False
227,ND02D2,complex,False,False,False,False
228,ND02D2P5,complex,False,False,False,False
229,ND02D3,complex,False,False,False,False
230,ND02D3P5,complex,False,False,False,False
231,ND02DM,complex,False,False,False,False
232,ND02OD,complex,False,False,False,False
233,ND03D0,complex,False,False,False,False
234,ND03D1,complex,False,False,False,False
235,ND03D2,complex,False,False,False,False
236,ND03D3,complex,False,False,False,False
237,ND03OD,complex,False,False,False,False
238,ND04D0,complex,False,False,False,False
239,ND04D1,complex,False,False,False,False
240,ND04D2,complex,False,False,False,False
241,ND04D3,complex,False,False,False,False
242,ND12D0,complex,False,False,False,False
243,ND12D1,complex,False,False,False,False
244,ND12D2,complex,False,False,False,False
245,ND12D3,complex,False,False,False,False
246,ND12DM,complex,False,False,False,False
247,ND13D0,complex,False,False,False,False
248,ND13D1,complex,False,False,False,False
249,ND13D2,complex,False,False,False,False
250,ND13D3,complex,False,False,False,False
251,ND14D0,complex,False,False,False,False
252,ND14D1,complex,False,False,False,False
253,ND14D2,complex,False,False,False,False
254,ND14D3,complex,False,False,False,False
255,ND24D0,complex,False,False,False,False
256,ND24D1,complex,False,False,False,False
257,ND24D2,complex,False,False,False,False
258,ND24D3,complex,False,False,False,False
259,NR02D0,complex,False,False,False,False
260,NR02D1,complex,False,False,False,False
261,NR02D2,complex,False,False,False,False
262,NR02D4,complex,False,False,False,False
263,NR02DM,complex,False,False,False,False
264,NR03D0,complex,False,False,False,False
265,NR03D1,complex,False,False,False,False
266,NR03D2,complex,False,False,False,False
267,NR03D4,complex,False,False,False,False
268,NR04D0,complex,False,False,False,False
269,NR04D1,complex,False,False,False,False
270,NR04D2,complex,False,False,False,False
271,NR04D4,complex,False,False,False,False
272,NR12D0,complex,False,False,False,False
273,NR12D1,complex,False,False,False,False
274,NR12D1P5,complex,False,False,False,False
275,NR12D2,complex,False,False,False,False
276,NR12D2P5,complex,False,False,False,False
277,NR12D4,complex,False,False,False,False
278,NR12DM,complex,False,False,False,False
279,NR13D0,complex,False,False,False,False
280,NR13D1,complex,False,False,False,False
281,NR13D2,complex,False,False,False,False
282,NR13D4,complex,False,False,False,False
283,NR14D0,complex,False,False,False,False
284,NR14D1,complex,False,False,False,False
285,NR14D2,complex,False,False,False,False
286,NR14D4,complex,False,False,False,False
287,NR24D0,complex,False,False,False,False
288,NR24D1,complex,False,False,False,False
289,NR24D2,complex,False,False,False,False
290,NR24D4,complex,False,False,False,False
291,OAI211D0,complex,False,False,False,False
292,OAI211D1,complex,False,False,False,False
293,OAI211D2,complex,False,False,False,False
294,OAI211D4,complex,False,False,False,False
295,OAI21D0,complex,False,False,False,False
296,OAI21D1,complex,False,False,False,False
297,OAI21D2,complex,False,False,False,False
298,OAI21D4,complex,False,False,False,False
299,OAI21DM,complex,False,False,False,False
300,OAI21MD0,complex,False,False,False,False
301,OAI21MD1,complex,False,False,False,False
302,OAI21MD2,complex,False,False,False,False
303,OAI21MD4,complex,False,False,False,False
304,OAI221D0,complex,False,False,False,False
305,OAI221D1,complex,False,False,False,False
306,OAI221D2,complex,False,False,False,False
307,OAI221D4,complex,False,False,False,False
308,OAI222D0,complex,False,False,False,False
309,OAI222D1,complex,False,False,False,False
310,OAI222D2,complex,False,False,False,False
311,OAI222D4,complex,False,False,False,False
312,OAI22D0,complex,False,False,False,False
313,OAI22D1,complex,False,False,False,False
314,OAI22D2,complex,False,False,False,False
315,OAI22D4,complex,False,False,False,False
316,OAI22DM,complex,False,False,False,False
317,OAI2M1D0,complex,False,False,False,False
318,OAI2M1D1,complex,False,False,False,False
319,OAI2M1D2,complex,False,False,False,False
320,OAI2M1D4,complex,False,False,False,False
321,OAI31D0,complex,False,False,False,False
322,OAI31D1,complex,False,False,False,False
323,OAI31D2,complex,False,False,False,False
324,OAI31D4,complex,False,False,False,False
325,OAI32D0,complex,False,False,False,False
326,OAI32D1,complex,False,False,False,False
327,OAI32D2,complex,False,False,False,False
328,OAI32D4,complex,False,False,False,False
329,OAI33D0,complex,False,False,False,False
330,OAI33D1,complex,False,False,False,False
331,OAI33D2,complex,False,False,False,False
332,OAI33D4,complex,False,False,False,False
333,OAIM21D0,complex,False,False,False,False
334,OAIM21D1,complex,False,False,False,False
335,OAIM21D2,complex,False,False,False,False
336,OAIM21D4,complex,False,False,False,False
337,OAIM21DM,complex,False,False,False,False
338,OAIM22D0,complex,False,False,False,False
339,OAIM22D1,complex,False,False,False,False
340,OAIM22D2,complex,False,False,False,False
341,OAIM22D4,complex,False,False,False,False
342,OAIM22DM,complex,False,False,False,False
343,OR02D0,complex,False,False,False,False
344,OR02D1,complex,False,False,False,False
345,OR02D1P5,complex,False,False,False,False
346,OR02D2,complex,False,False,False,False
347,OR02D2P5,complex,False,False,False,False
348,OR02D4,complex,False,False,False,False
349,OR02D4P5,complex,False,False,False,False
350,OR02DM,complex,False,False,False,False
351,OR02OD,complex,False,False,False,False
352,OR03D0,complex,False,False,False,False
353,OR03D1,complex,False,False,False,False
354,OR03D2,complex,False,False,False,False
355,OR03D4,complex,False,False,False,False
356,OR03DM,complex,False,False,False,False
357,OR04D0,complex,False,False,False,False
358,OR04D1,complex,False,False,False,False
359,OR04D2,complex,False,False,False,False
360,OR04D4,complex,False,False,False,False
361,ORA211D0,complex,False,False,False,False
362,ORA211D1,complex,False,False,False,False
363,ORA211D2,complex,False,False,False,False
364,ORA211D4,complex,False,False,False,False
365,ORA21D0,complex,False,False,False,False
366,ORA21D1,complex,False,False,False,False
367,ORA21D2,complex,False,False,False,False
368,ORA21D4,complex,False,False,False,False
369,ORA221D0,complex,False,False,False,False
370,ORA221D1,complex,False,False,False,False
371,ORA221D2,complex,False,False,False,False
372,ORA221D4,complex,False,False,False,False
373,ORA222D0,complex,False,False,False,False
374,ORA222D1,complex,False,False,False,False
375,ORA222D2,complex,False,False,False,False
376,ORA222D4,complex,False,False,False,False
377,ORA22D0,complex,False,False,False,False
378,ORA22D1,complex,False,False,False,False
379,ORA22D2,complex,False,False,False,False
380,ORA22D4,complex,False,False,False,False
381,ORA31D0,complex,False,False,False,False
382,ORA31D1,complex,False,False,False,False
383,ORA31D2,complex,False,False,False,False
384,ORA31D4,complex,False,False,False,False
385,XN02D0,complex,False,False,False,False
386,XN02D1,complex,False,False,False,False
387,XN02D2,complex,False,False,False,False
388,XN02D4,complex,False,False,False,False
389,XN02DM,complex,False,False,False,False
390,XN03D0,complex,False,False,False,False
391,XN03D1,complex,False,False,False,False
392,XN03D2,complex,False,False,False,False
393,XN03D4,complex,False,False,False,False
394,XN03DM,complex,False,False,False,False
395,XR02D0,complex,False,False,False,False
396,XR02D1,complex,False,False,False,False
397,XR02D2,complex,False,False,False,False
398,XR02D4,complex,False,False,False,False
399,XR02DM,complex,False,False,False,False
400,XR03D0,complex,False,False,False,False
401,XR03D1,complex,False,False,False,False
402,XR03D2,complex,False,False,False,False
403,XR03D4,complex,False,False,False,False
404,XR03DM,complex,False,False,False,False
405,CKMX02D0,multiplex,False,False,False,False
406,CKMX02D1,multiplex,False,False,False,False
407,CKMX02D2,multiplex,False,False,False,False
408,CKMX02D4,multiplex,False,False,False,False
409,MI02D0,multiplex,False,False,False,False
410,MI02D1,multiplex,False,False,False,False
411,MI02D2,multiplex,False,False,False,False
412,MI02D3,multiplex,False,False,False,False
413,MI02DM,multiplex,False,False,False,False
414,MX02D0,multiplex,False,False,False,False
415,MX02D1,multiplex,False,False,False,False
416,MX02D2,multiplex,False,False,False,False
417,MX02D3,multiplex,False,False,False,False
418,MX02DM,multiplex,False,False,False,False
419,MX03D0,multiplex,False,False,False,False
420,MX03D1,multiplex,False,False,False,False
421,MX03D2,multiplex,False,False,False,False
422,MX03D3,multiplex,False,False,False,False
423,MX04D0,multiplex,False,False,False,False
424,MX04D1,multiplex,False,False,False,False
425,MX04D2,multiplex,False,False,False,False
426,MX04D3,multiplex,False,False,False,False
427,MX04DM,multiplex,False,False,False,False
428,DENRQ0,ff,True,False,False,False
429,DENRQ1,ff,True,False,False,False
430,DENRQ2,ff,True,False,False,False
431,DFANRQ0,ff,False,True,False,False
432,DFANRQ1,ff,False,True,False,False
433,DFANRQ2,ff,False,True,False,False
434,DFBFB0,ff,False,False,True,True
435,DFBFB1,ff,False,False,True,True
436,DFBFB2,ff,False,False,True,True
437,DFBRB0,ff,False,False,True,True
438,DFBRB1,ff,False,False,True,True
439,DFBRB2,ff,False,False,True,True
440,DFBRBM,ff,False,False,True,True
441,DFBRQ0,ff,False,False,True,True
442,DFBRQ1,ff,False,False,True,True
443,DFBRQ2,ff,False,False,True,True
444,DFCFB0,ff,False,False,True,False
445,DFCFB1,ff,False,False,True,False
446,DFCFB2,ff,False,False,True,False
447,DFCRB0,ff,False,False,True,False
448,DFCRB1,ff,False,False,True,False
449,DFCRB2,ff,False,False,True,False
450,DFCRBM,ff,False,False,True,False
451,DFCRQ0,ff,False,False,True,False
452,DFCRQ1,ff,False,False,True,False
453,DFCRQ2,ff,False,False,True,False
454,DFCRQ3,ff,False,False,True,False
455,DFCRQM,ff,False,False,True,False
456,DFNFB0,ff,False,False,False,False
457,DFNFB1,ff,False,False,False,False
458,DFNFB2,ff,False,False,False,False
459,DFNFQ0,ff,False,False,False,False
460,DFNFQ1,ff,False,False,False,False
461,DFNFQ2,ff,False,False,False,False
462,DFNRB0,ff,False,False,False,False
463,DFNRB1,ff,False,False,False,False
464,DFNRB2,ff,False,False,False,False
465,DFNRQ0,ff,False,False,False,False
466,DFNRQ1,ff,False,False,False,False
467,DFNRQ2,ff,False,False,False,False
468,DFPFB0,ff,False,False,False,True
469,DFPFB1,ff,False,False,False,True
470,DFPFB2,ff,False,False,False,True
471,DFPRB0,ff,False,False,False,True
472,DFPRB1,ff,False,False,False,True
473,DFPRB2,ff,False,False,False,True
474,DFPRQ0,ff,False,False,False,True
475,DFPRQ1,ff,False,False,False,True
476,DFPRQ2,ff,False,False,False,True
477,DFPRQM,ff,False,False,False,True
478,DFSCRQ0,ff,False,False,True,False
479,DFSCRQ1,ff,False,False,True,False
480,DFSCRQ2,ff,False,False,True,False
481,DMNRQ0,ff,False,True,False,False
482,DMNRQ1,ff,False,True,False,False
483,DMNRQ2,ff,False,True,False,False
484,SDANRQ0,scanff,False,True,False,False
485,SDANRQ1,scanff,False,True,False,False
486,SDANRQ2,scanff,False,True,False,False
487,SDBFB0,scanff,False,False,True,True
488,SDBFB1,scanff,False,False,True,True
489,SDBFB2,scanff,False,False,True,True
490,SDBRB0,scanff,False,False,True,True
491,SDBRB1,scanff,False,False,True,True
492,SDBRB2,scanff,False,False,True,True
493,SDBRBM,scanff,False,False,True,True
494,SDBRQ0,scanff,False,False,True,True
495,SDBRQ1,scanff,False,False,True,True
496,SDBRQ2,scanff,False,False,True,True
497,SDCFB0,scanff,False,False,True,False
498,SDCFB1,scanff,False,False,True,False
499,SDCFB2,scanff,False,False,True,False
500,SDCRB0,scanff,False,False,True,False
501,SDCRB1,scanff,False,False,True,False
502,SDCRB2,scanff,False,False,True,False
503,SDCRBM,scanff,False,False,True,False
504,SDCRQ0,scanff,False,False,True,False
505,SDCRQ1,scanff,False,False,True,False
506,SDCRQ2,scanff,False,False,True,False
507,SDCRQM,scanff,False,False,True,False
508,SDMNRQ0,scanff,False,True,False,False
509,SDMNRQ1,scanff,False,True,False,False
510,SDMNRQ2,scanff,False,True,False,False
511,SDNFB0,scanff,False,False,False,False
512,SDNFB1,scanff,False,False,False,False
513,SDNFB2,scanff,False,False,False,False
514,SDNFQ0,scanff,False,False,False,False
515,SDNFQ1,scanff,False,False,False,False
516,SDNFQ2,scanff,False,False,False,False
517,SDNRB0,scanff,False,False,False,False
518,SDNRB1,scanff,False,False,False,False
519,SDNRB2,scanff,False,False,False,False
520,SDNRQ0,scanff,False,False,False,False
521,SDNRQ1,scanff,False,False,False,False
522,SDNRQ2,scanff,False,False,False,False
523,SDPFB0,scanff,False,False,False,True
524,SDPFB1,scanff,False,False,False,True
525,SDPFB2,scanff,False,False,False,True
526,SDPRB0,scanff,False,False,False,True
527,SDPRB1,scanff,False,False,False,True
528,SDPRB2,scanff,False,False,False,True
529,SDPRQ0,scanff,False,False,False,True
530,SDPRQ1,scanff,False,False,False,True
531,SDPRQ2,scanff,False,False,False,True
532,SDPRQM,scanff,False,False,False,True
533,SDSCRQ0,scanff,False,False,True,False
534,SDSCRQ1,scanff,False,False,True,False
535,SDSCRQ2,scanff,False,False,True,False
536,SENRQ0,scanff,True,False,False,False
537,SENRQ1,scanff,True,False,False,False
538,SENRQ2,scanff,True,False,False,False
539,LABHB0,latch,False,False,True,True
540,LABHB1,latch,False,False,True,True
541,LABHB2,latch,False,False,True,True
542,LABHB3,latch,False,False,True,True
543,LABLB0,latch,False,False,True,True
544,LABLB1,latch,False,False,True,True
545,LABLB2,latch,False,False,True,True
546,LABLB3,latch,False,False,True,True
547,LACHB0,latch,False,False,True,False
548,LACHB1,latch,False,False,True,False
549,LACHB2,latch,False,False,True,False
550,LACHB3,latch,False,False,True,False
551,LACLB0,latch,False,False,True,False
552,LACLB1,latch,False,False,True,False
553,LACLB2,latch,False,False,True,False
554,LACLB3,latch,False,False,True,False
555,LANHB0,latch,False,False,False,False
556,LANHB1,latch,False,False,False,False
557,LANHB2,latch,False,False,False,False
558,LANHB3,latch,False,False,False,False
559,LANLB0,latch,False,False,False,False
560,LANLB1,latch,False,False,False,False
561,LANLB2,latch,False,False,False,False
562,LANLB3,latch,False,False,False,False
563,LAPHB0,latch,False,False,False,True
564,LAPHB1,latch,False,False,False,True
565,LAPHB2,latch,False,False,False,True
566,LAPHB3,latch,False,False,False,True
567,LAPLB0,latch,False,False,False,True
568,LAPLB1,latch,False,False,False,True
569,LAPLB2,latch,False,False,False,True
570,LAPLB3,latch,False,False,False,True
571,TLATNCAD0,clockgate,True,False,False,False
572,TLATNCAD1,clockgate,True,False,False,False
573,TLATNCAD2,clockgate,True,False,False,False
574,TLATNCAD4,clockgate,True,False,False,False
575,TLATNFCAD0,clockgate,True,False,False,False
576,TLATNFCAD1,clockgate,True,False,False,False
577,TLATNFCAD2,clockgate,True,False,False,False
578,TLATNFCAD4,clockgate,True,False,False,False
579,TLATNFTSCAD0,clockgate,True,False,False,False
580,TLATNFTSCAD1,clockgate,True,False,False,False
581,TLATNFTSCAD2,clockgate,True,False,False,False
582,TLATNFTSCAD4,clockgate,True,False,False,False
583,TLATNTSCAD0,clockgate,True,False,False,False
584,TLATNTSCAD1,clockgate,True,False,False,False
585,TLATNTSCAD2,clockgate,True,False,False,False
586,TLATNTSCAD4,clockgate,True,False,False,False
