,nodes,devices
BUFHSV2,6,4
BUFHSV20,6,4
BUFHSV20RO,6,4
BUFHSV20RQ,6,4
BUFHSV20RT,6,4
BUFHSV24,6,4
BUFHSV24RO,6,4
BUFHSV24RQ,6,4
BUFHSV24RT,6,4
BUFHSV2RQ,6,4
BUFHSV12RQ,6,4
CLKBUFHSV16RO,6,4
BUFHSV12RO,6,4
BUFHSV12,6,4
BUFHSV12RT,6,4
BUFHSV2RT,6,4
BUFHSV3,6,4
BUFHSV32,6,4
BUFHSV32RO,6,4
BUFHSV32RT,6,4
CLKBUFHSV16RQ,6,4
CLKNAND2HSV4,6,4
CLKBUFHSV20,6,4
CLKNAND2HSV2,6,4
CLKNAND2HSV3,6,4
BUFHSV0RT,6,4
CLKNAND2HSV8,6,4
NOR2HSV8,6,4
NOR2HSV4,6,4
NOR2HSV3,6,4
NOR2HSV24,6,4
NOR2HSV2,6,4
NOR2HSV16,6,4
NOR2HSV12,6,4
CLKNAND2HSV1,6,4
NOR2HSV1,6,4
NOR2HSV0,6,4
NAND2HSV0,6,4
NAND2HSV0P5,6,4
NAND2HSV1,6,4
NAND2HSV12,6,4
NAND2HSV16,6,4
NAND2HSV2,6,4
NAND2HSV24,6,4
NAND2HSV3,6,4
NAND2HSV4,6,4
NAND2HSV8,6,4
NOR2HSV0P5,6,4
CLKBUFHSV2,6,4
CLKNAND2HSV0,6,4
CLKBUFHSV8RO,6,4
CLKBUFHSV20RO,6,4
CLKBUFHSV20RQ,6,4
CLKBUFHSV24,6,4
CLKBUFHSV24RO,6,4
CLKBUFHSV24RQ,6,4
CLKBUFHSV2RQ,6,4
CLKBUFHSV3,6,4
CLKBUFHSV32,6,4
CLKBUFHSV32RO,6,4
CLKBUFHSV32RQ,6,4
CLKBUFHSV3RQ,6,4
CLKBUFHSV8RQ,6,4
CLKBUFHSV4,6,4
CLKBUFHSV40RO,6,4
CLKBUFHSV40RQ,6,4
CLKBUFHSV48,6,4
CLKBUFHSV48RO,6,4
CLKBUFHSV48RQ,6,4
CLKBUFHSV4RQ,6,4
CLKBUFHSV5,6,4
CLKBUFHSV5RQ,6,4
CLKBUFHSV6,6,4
CLKBUFHSV6RQ,6,4
CLKBUFHSV8,6,4
CLKBUFHSV40,6,4
BUFHSV0,6,4
CLKBUFHSV16,6,4
INOR2HSV1,8,6
INAND2HSV0,8,6
INAND2HSV1,8,6
INAND2HSV2,8,6
INAND2HSV4,8,6
AND2HSV12RD,8,6
AND2HSV12RQ,8,6
AND2HSV16,8,6
AND2HSV16RD,8,6
AND2HSV16RQ,8,6
AND2HSV1RD,8,6
OR2HSV12RQ,8,6
AND2HSV2,8,6
CLKAND2HSV0,8,6
INOR2HSV0,8,6
OAI21HSV1,8,6
INOR2HSV2,8,6
INOR2HSV4,8,6
CLKAND2HSV1,8,6
AOI21HSV4,8,6
AND2HSV12,8,6
AOI21HSV2,8,6
AND2HSV1,8,6
AND2HSV0,8,6
OAI21HSV0,8,6
OAI21HSV4,8,6
OR2HSV8RQ,8,6
OR2HSV8RD,8,6
OR2HSV8,8,6
OR2HSV4RQ,8,6
OR2HSV4RD,8,6
OR2HSV4,8,6
OR2HSV2RD,8,6
OR2HSV2,8,6
OR2HSV1RD,8,6
OR2HSV16RQ,8,6
OR2HSV16RD,8,6
OR2HSV16,8,6
OR2HSV0,8,6
OR2HSV0RD,8,6
OR2HSV1,8,6
OR2HSV12,8,6
OR2HSV12RD,8,6
AND2HSV0RD,8,6
AOI21HSV1,8,6
OAI21HSV2,8,6
CLKAND2HSV2,8,6
NOR3HSV1,8,6
NOR3HSV0P5,8,6
NOR3HSV0,8,6
AND2HSV4RQ,8,6
AND2HSV64,8,6
AOI21HSV0,8,6
AND2HSV8RD,8,6
AND2HSV8RQ,8,6
NAND3HSV0,8,6
NAND3HSV0P5,8,6
NAND3HSV1,8,6
NAND3HSV12,8,6
NAND3HSV16,8,6
NAND3HSV2,8,6
NAND3HSV24,8,6
NAND3HSV3,8,6
NAND3HSV4,8,6
NOR3HSV12,8,6
NOR3HSV16,8,6
AND2HSV8,8,6
NOR3HSV24,8,6
CLKAND2HSV4,8,6
CLKAND2HSV8,8,6
AND2HSV20,8,6
AND2HSV20RD,8,6
AND2HSV20RQ,8,6
AND2HSV24,8,6
AND2HSV24RD,8,6
AND2HSV24RQ,8,6
AND2HSV2RD,8,6
NOR3HSV2,8,6
AND2HSV32,8,6
AND2HSV4RD,8,6
NOR3HSV3,8,6
NOR3HSV4,8,6
AND2HSV4,8,6
AND2HSV40,8,6
AND2HSV48,8,6
AND3HSV12,10,8
AND3HSV1,10,8
OAI22HSV0,10,8
OAI22HSV1,10,8
OAI22HSV2,10,8
OAI22HSV4,10,8
OAOI211HSV0,10,8
OR3HSV16,10,8
DELHS2,10,8
DELHS1,10,8
AND3HSV0RD,10,8
AND3HSV0,10,8
DELHS0,10,8
OAI31HSV0,10,8
AO21HSV2,10,8
OAI31HSV2,10,8
DELHS4,10,8
DELHS3,10,8
OAOI211HSV1,10,8
AO21HSV4,10,8
OA21HSV0,10,8
OAI211HSV1,10,8
IOA21HSV0,10,8
IOA21HSV1,10,8
IOA21HSV2,10,8
IOA21HSV4,10,8
NOR4HSV4,10,8
NOR4HSV3,10,8
NOR4HSV24,10,8
NOR4HSV2,10,8
NOR4HSV16,10,8
NOR4HSV12,10,8
NOR4HSV1,10,8
NOR4HSV0P5,10,8
NOR4HSV0,10,8
ACH2CONHSV4,10,8
ACH2CONHSV2,10,8
ACH2CONHSV1,10,8
NAND4HSV4,10,8
NAND4HSV3,10,8
NAND4HSV24,10,8
NAND4HSV2,10,8
NAND4HSV16,10,8
NAND4HSV0,10,8
NAND4HSV0P5,10,8
INOR3HSV4,10,8
INOR3HSV2,10,8
INOR3HSV1,10,8
INOR3HSV0,10,8
OAI211HSV0,10,8
OA21HSV4,10,8
OA21HSV2,10,8
OA21HSV1,10,8
OR3HSV16RD,10,8
OR3HSV16RQ,10,8
OR3HSV1RD,10,8
OR3HSV2,10,8
AND3HSV12RD,10,8
OR3HSV2RD,10,8
OR3HSV4,10,8
OAI211HSV2,10,8
OR3HSV4RD,10,8
IAO21HSV1,10,8
IAO21HSV2,10,8
IAO21HSV4,10,8
INAND3HSV0,10,8
INAND3HSV1,10,8
INAND3HSV2,10,8
INAND3HSV4,10,8
OR3HSV4RQ,10,8
OR3HSV8,10,8
OR3HSV8RD,10,8
OR3HSV8RQ,10,8
IAO21HSV0,10,8
AND3HSV12RQ,10,8
OAI31HSV1,10,8
AND3HSV16RD,10,8
OR3HSV12RD,10,8
OR3HSV12,10,8
OR3HSV1,10,8
OR3HSV0RD,10,8
OR3HSV0,10,8
AO21HSV0,10,8
AO21HSV1,10,8
OAOI211HSV2,10,8
OAOI211HSV4,10,8
AOI31HSV2,10,8
AOI31HSV1,10,8
AND3HSV16,10,8
AOI22HSV4,10,8
AOI22HSV2,10,8
AOI22HSV1,10,8
AOI22HSV0,10,8
AOI211HSV2,10,8
AOI211HSV1,10,8
AOI211HSV0,10,8
AOAI211HSV4,10,8
AOAI211HSV2,10,8
AOAI211HSV1,10,8
AOAI211HSV0,10,8
OR3HSV12RQ,10,8
NAND4HSV1,10,8
AOI31HSV0,10,8
NAND4HSV12,10,8
AND3HSV8,10,8
AND3HSV8RD,10,8
AND3HSV4RD,10,8
AND3HSV4RQ,10,8
AND3HSV16RQ,10,8
AND3HSV1RD,10,8
AND3HSV2,10,8
AND3HSV8RQ,10,8
AND3HSV2RD,10,8
AND3HSV4,10,8
OAOAI2111HSV4,12,10
AOAOI2111HSV0,12,10
OA211HSV0,12,10
OA211HSV1,12,10
OA211HSV2,12,10
OA211HSV4,12,10
NOR3HSV8,12,10
IOA22HSV4,12,10
IOA22HSV2,12,10
AOA211HSV4,12,10
OAOAI2111HSV2,12,10
OA31HSV0,12,10
OA22HSV4,12,10
OA22HSV2,12,10
TBUFHSV1,12,10
OA22HSV0,12,10
AOA211HSV0,12,10
IOA22HSV1,12,10
OAOAI2111HSV0,12,10
AO211HSV0,12,10
AO211HSV1,12,10
AO211HSV2,12,10
AOA211HSV1,12,10
AO211HSV4,12,10
AOA211HSV2,12,10
OAOAI2111HSV1,12,10
AOI32HSV2,12,10
IAO22HSV4,12,10
IAO22HSV1,12,10
AOI221HSV2,12,10
OR4HSV8,12,10
OR4HSV4RQ,12,10
AOI221HSV1,12,10
OR4HSV4,12,10
OR4HSV2RD,12,10
OR4HSV2,12,10
OR4HSV1RD,12,10
AOI221HSV0,12,10
OR4HSV1,12,10
OR4HSV0RD,12,10
OR4HSV0,12,10
INOR4HSV0,12,10
INOR4HSV1,12,10
IAO22HSV0,12,10
INOR4HSV2,12,10
AOAOI2111HSV4,12,10
INAND4HSV4,12,10
INAND4HSV2,12,10
INAND4HSV1,12,10
INAND4HSV0,12,10
AND4HSV0,12,10
AND4HSV0RD,12,10
AOAOI2111HSV2,12,10
AOAOI2111HSV1,12,10
IOA22HSV0,12,10
AOI32HSV0,12,10
AOI32HSV1,12,10
OA31HSV1,12,10
IAO22HSV2,12,10
INOR4HSV4,12,10
OA31HSV2,12,10
OA22HSV1,12,10
TBUFHSV0,12,10
AO22HSV1,12,10
MUX2NHSV4,12,10
TBUFHSV12,12,10
TBUFHSV16,12,10
TBUFHSV2,12,10
TBUFHSV20,12,10
TBUFHSV24,12,10
TBUFHSV3,12,10
AO22HSV2,12,10
OA31HSV4,12,10
TBUFHSV4,12,10
AND4HSV1RD,12,10
AO31HSV4,12,10
AO31HSV2,12,10
AO31HSV1,12,10
AO31HSV0,12,10
AO22HSV4,12,10
TBUFHSV6,12,10
TBUFHSV8,12,10
AND4HSV2,12,10
AND4HSV2RD,12,10
AND4HSV4,12,10
AND4HSV8,12,10
AND4HSV4RQ,12,10
AND4HSV4RD,12,10
MUX2NHSV2,12,10
MUX2NHSV0,12,10
MUX2NHSV1,12,10
MOAI22HSV1,12,10
OAI32HSV1,12,10
OAI32HSV0,12,10
AND4HSV1,12,10
NAND3HSV8,12,10
MOAI22HSV0,12,10
AO22HSV0,12,10
OAO211HSV4,12,10
MAOI22HSV2,12,10
OAO211HSV2,12,10
OAO211HSV1,12,10
MOAI22HSV2,12,10
OAO211HSV0,12,10
MOAI22HSV4,12,10
MAOI22HSV1,12,10
MAOI22HSV0,12,10
OAI221HSV0,12,10
OAI221HSV1,12,10
OAI221HSV2,12,10
OAI32HSV2,12,10
MAOI22HSV4,12,10
AOI222HSV0,14,12
XOR2HSV2,14,12
AO221HSV1,14,12
XOR2HSV4,14,12
AO221HSV2,14,12
AO221HSV4,14,12
AOI211HSV4,14,12
AO221HSV0,14,12
XOR2HSV1,14,12
MAOI222HSV2,14,12
XNOR2HSV4,14,12
MAOI222HSV4,14,12
MAOI222HSV1,14,12
MAOI222HSV0,14,12
MAJ23HSV4,14,12
MAJ23HSV2,14,12
MAJ23HSV1,14,12
MAJ23HSV0,14,12
AO32HSV4,14,12
MUX2HSV0,14,12
MUX2HSV1,14,12
MUX2HSV2,14,12
MUX2HSV4,14,12
NOR4HSV8,14,12
AO32HSV2,14,12
AO32HSV0,14,12
NAND4HSV8,14,12
XNOR2HSV0,14,12
XNOR2HSV1,14,12
XNOR2HSV2,14,12
XOR2HSV0,14,12
AO32HSV1,14,12
OAI33HSV1,14,12
ADH1CONHSV2C,14,12
I2NOR4HSV0,14,12
I2NAND4HSV4,14,12
I2NAND4HSV2,14,12
CKMUX2HSV1,14,12
CKMUX2HSV0,14,12
OAI222HSV0,14,12
AND4HSV8RQ,14,12
I2NAND4HSV1,14,12
I2NAND4HSV0,14,12
AOI33HSV2,14,12
CLKXOR2HSV0,14,12
CLKXOR2HSV1,14,12
OA221HSV0,14,12
CLKXOR2HSV2,14,12
CLKXOR2HSV4,14,12
OA221HSV1,14,12
OA221HSV2,14,12
OA221HSV4,14,12
OAI31HSV4,14,12
OA32HSV0,14,12
OA32HSV1,14,12
OA32HSV2,14,12
OA32HSV4,14,12
OAI211HSV4,14,12
OAI222HSV2,14,12
I2NOR4HSV1,14,12
I2NOR4HSV2,14,12
AND4HSV8RD,14,12
AOI33HSV1,14,12
OAI33HSV0,14,12
AND4HSV12,14,12
AND4HSV12RD,14,12
AND4HSV12RQ,14,12
OR4HSV8RQ,14,12
OR4HSV8RD,14,12
I2NOR4HSV4,14,12
OR4HSV4RD,14,12
OR4HSV16RQ,14,12
OR4HSV12RQ,14,12
ADH1CONHSV1C,14,12
OAI222HSV1,14,12
AOI222HSV2,14,12
CKMUX2HSV4,14,12
AND4HSV16RQ,14,12
AOI31HSV4,14,12
AOI222HSV1,14,12
ADH1CONHSV4C,14,12
CKMUX2HSV2,14,12
OAI33HSV2,14,12
AND4HSV16,14,12
AOI33HSV0,14,12
AND4HSV16RD,14,12
AND5HSV4RD,16,14
AND5HSV4RQ,16,14
AND5HSV4,16,14
OAI32HSV4,16,14
AND5HSV2RD,16,14
AND5HSV2,16,14
AND5HSV1RD,16,14
AND5HSV16RQ,16,14
AND5HSV0RD,16,14
AO222HSV1,16,14
AND5HSV0,16,14
AND5HSV16RD,16,14
AND5HSV16,16,14
AND5HSV12RQ,16,14
AO222HSV2,16,14
AND5HSV12,16,14
AO222HSV4,16,14
AND5HSV1,16,14
AO222HSV0,16,14
AND5HSV12RD,16,14
OR5HSV1RD,16,14
OAOAOAI211111HSV1,16,14
AOAOAOI211111HSV1,16,14
AOAOAOI211111HSV2,16,14
AOAOAOI211111HSV4,16,14
AOI32HSV4,16,14
OAOAOAI211111HSV2,16,14
OAOAOAI211111HSV4,16,14
ADH1CONHSV4,16,14
ADH1CONHSV2,16,14
ADH1CONHSV1,16,14
AOI221HSV4,16,14
OR5HSV0RD,16,14
OR5HSV12RQ,16,14
OR5HSV8RQ,16,14
OR5HSV8RD,16,14
OR5HSV4RQ,16,14
OR5HSV4RD,16,14
OR5HSV2RD,16,14
AOAOAOI211111HSV0,16,14
OAI221HSV4,16,14
OA222HSV4,16,14
ADH1HSV1C,16,14
AND5HSV8,16,14
AND5HSV8RD,16,14
AND5HSV8RQ,16,14
OA33HSV4,16,14
OA33HSV2,16,14
OA33HSV1,16,14
OA33HSV0,16,14
OR5HSV16RQ,16,14
OAOAOAI211111HSV0,16,14
OA222HSV2,16,14
OA222HSV0,16,14
AO33HSV0,16,14
AO33HSV1,16,14
AO33HSV2,16,14
AO33HSV4,16,14
ADH1HSV4C,16,14
ADH1HSV2C,16,14
OA222HSV1,16,14
OAI33HSV4,18,16
OAI222HSV4,18,16
AC1CINHSV1,18,16
AND6HSV16RQ,18,16
ADH1CINHSV1C,18,16
ADH1CINHSV2,18,16
ADH1CINHSV2C,18,16
ADH1CINHSV4,18,16
ADH1CINHSV4C,18,16
AOI33HSV4,18,16
AOI222HSV4,18,16
AND6HSV8RQ,18,16
AND6HSV8RD,18,16
AND6HSV8,18,16
AND6HSV4RQ,18,16
AND6HSV4RD,18,16
AND6HSV4,18,16
AND6HSV2RD,18,16
AND6HSV2,18,16
AND6HSV1RD,18,16
AND6HSV16RD,18,16
AND6HSV16,18,16
AND6HSV12RQ,18,16
AND6HSV12RD,18,16
AND6HSV12,18,16
AND6HSV1,18,16
AND6HSV0RD,18,16
AND6HSV0,18,16
ADH1HSV4,18,16
ADH1CINHSV1,18,16
ADH1HSV2,18,16
ADH1HSV1,18,16
AC1CINHSV2,18,16
AC1CINHSV4,18,16
LAHHSV1,20,18
LAHHSV2,20,18
LAHHSV4,20,18
LALHSV4,20,18
LALHSV2,20,18
LALHSV1,20,18
MUX3HSV4,22,20
MUX3HSV2,22,20
AC1CONHSV4,22,20
MUX3HSV1,22,20
AC1CONHSV2,22,20
AC1CONHSV1,22,20
MUX3HSV0,22,20
LAHRNHSV4,23,21
LAHRNHSV2,23,21
LAHRNHSV1,23,21
LALRNHSV1,23,21
LALRNHSV2,23,21
LALRNHSV4,23,21
XOR3HSV0,24,22
CLKLANAQHSV8,24,22
CLKLANQHSV1,24,22
CLKLANQHSV2,24,22
CLKLANQHSV3,24,22
CLKLANQHSV4,24,22
ADH1CSCINHSV2,24,22
CLKLANQHSV8,24,22
CLKLANAQHSV4,24,22
ADH1CSCINHSV1,24,22
XOR3HSV4,24,22
CLKLANQHSV6,24,22
CLKLANAQHSV2,24,22
CLKLAHQHSV4,24,22
CLKLAHQHSV8,24,22
ADH1CSCONHSV4,24,22
CLKLAHQHSV2,24,22
CLKLAHQHSV1,24,22
ADH1CSCINHSV4,24,22
ADH1CSCONHSV1,24,22
ADH1CSCONHSV2,24,22
XOR3HSV2,24,22
XNOR3HSV0,24,22
XOR3HSV1,24,22
XNOR3HSV2,24,22
XNOR3HSV4,24,22
CLKLANAQHSV1,24,22
XNOR3HSV1,24,22
LALSNHSV2,25,23
LALSNHSV1,25,23
LAHSNHSV1,25,23
LAHSNHSV2,25,23
LAHSNHSV4,25,23
LALSNHSV4,25,23
CLKLAHAQHSV8,26,24
CLKLAHAQHSV4,26,24
CLKLAHAQHSV2,26,24
ADH2CONHSV4,26,24
ADH2CONHSV2,26,24
MUX3NHSV1,26,24
MUX3NHSV0,26,24
ADH2CONHSV1,26,24
AC2CINHSV4,26,24
AC2CINHSV2,26,24
AC2CINHSV1,26,24
MUX3NHSV2,26,24
MUX3NHSV4,26,24
CLKLAHAQHSV1,26,24
CLKLANQHSV20,28,26
MUX4HSV0,28,26
MUX4HSV1,28,26
MUX4HSV2,28,26
MUX4HSV4,28,26
CLKLANQHSV12,28,26
CLKLANQHSV24,28,26
CLKLANQHSV16,28,26
DGRNQHSV4,28,26
DGRNQHSV2,28,26
DGRNQHSV1,28,26
DQHSV1,28,26
DQHSV2,28,26
DQHSV4,28,26
LALRSNHSV1,29,27
LAHRSNHSV4,29,27
LAHRSNHSV1,29,27
LAHRSNHSV2,29,27
LALRSNHSV2,29,27
LALRSNHSV4,29,27
AD1HSV4T,30,28
AD1HSV4C,30,28
BMUXHSV1,30,28
DHSV4,30,28
DHSV2,30,28
DHSV1,30,28
BMUXHSV2,30,28
AD1HSV2,30,28
AD1HSV4,30,28
AD1HSV2C,30,28
AC2CONHSV1,30,28
AC2CONHSV2,30,28
NDHSV4,30,28
NDHSV2,30,28
NDHSV1,30,28
DGRNHSV4,30,28
AD1HSV1,30,28
AD1HSV1C,30,28
DGRNHSV2,30,28
DGRNHSV1,30,28
AD1HSV1T,30,28
AD1HSV2T,30,28
BMUXHSV4,30,28
AC2CONHSV4,30,28
DRNQHSV2,31,29
NDSNHSV2,31,29
NDSNHSV4,31,29
DRNQHSV4,31,29
DSNHSV4,31,29
DSNHSV2,31,29
DSNHSV1,31,29
DRNQHSV1,31,29
NDSNHSV1,31,29
AD1CINHSV1,32,30
AD1CINHSV2,32,30
AD1CINHSV4,32,30
AD1HSV1R,32,30
AD1HSV2R,32,30
AD1HSV4R,32,30
MUX4NHSV2,32,30
MUX4NHSV0,32,30
MUX4NHSV4,32,30
MUX4NHSV1,32,30
DGSNHSV1,32,30
DGSNHSV2,32,30
DGSNHSV4,32,30
NDRNHSV4,33,31
NDRNHSV2,33,31
NDRNHSV1,33,31
DRNHSV2,33,31
DRNHSV1,33,31
DRNHSV4,33,31
DGRSNHSV4,34,32
DGRSNHSV2,34,32
DGRSNHSV1,34,32
AD1CONHSV4,36,34
EDQHSV4,36,34
EDQHSV2,36,34
EDQHSV1,36,34
XOR4HSV4,36,34
AD1CONHSV2,36,34
XOR4HSV2,36,34
SDQHSV1,36,34
AD1CONHSV1,36,34
XNOR4HSV0,36,34
XNOR4HSV4,36,34
XNOR4HSV2,36,34
XOR4HSV1,36,34
XOR4HSV0,36,34
NDRSNHSV1,36,34
DRSNHSV1,36,34
XNOR4HSV1,36,34
SDQHSV4,36,34
DRSNHSV2,36,34
DRSNHSV4,36,34
NDRSNHSV2,36,34
NDRSNHSV4,36,34
SDQHSV2,36,34
SDGRNQHSV1,37,35
SDGRNQHSV2,37,35
SDGRNQHSV4,37,35
EDHSV1,38,36
EDGRNQHSV4,38,36
SNDHSV4,38,36
SNDHSV2,38,36
SNDHSV1,38,36
EDHSV4,38,36
EDHSV2,38,36
BENCHSV1,38,36
DXHSV2,38,36
EDGRNQHSV2,38,36
EDGRNQHSV1,38,36
SDHSV4,38,36
DXHSV4,38,36
SDHSV1,38,36
DXHSV1,38,36
SDHSV2,38,36
BENCHSV2,38,36
BENCHSV4,38,36
SDSNHSV1,39,37
SDSNHSV2,39,37
SDSNHSV4,39,37
SDRNQHSV4,39,37
SDRNQHSV2,39,37
SNDSNHSV4,39,37
SDGRNHSV4,39,37
SDRNQHSV1,39,37
SDGRNHSV2,39,37
SNDSNHSV1,39,37
SDGRNHSV1,39,37
SNDSNHSV2,39,37
SDGSNHSV1,40,38
SDGSNHSV2,40,38
EDGRNHSV2,40,38
EDGRNHSV4,40,38
EDGRNHSV1,40,38
SDGSNHSV4,40,38
SNDRNHSV1,41,39
SNDRNHSV2,41,39
SNDRNHSV4,41,39
SDRNHSV2,41,39
EDRNQHSV2,41,39
EDRNQHSV1,41,39
EDRNQHSV4,41,39
SDRNHSV4,41,39
SDRNHSV1,41,39
EDRNHSV2,43,41
EDRNHSV4,43,41
EDRNHSV1,43,41
SNDRSNHSV2,44,42
SNDRSNHSV1,44,42
SDRSNHSV1,44,42
SDRSNHSV2,44,42
SDRSNHSV4,44,42
SNDRSNHSV4,44,42
SEDQHSV1,44,42
SEDQHSV2,44,42
SEDQHSV4,44,42
SEDHSV2,46,44
SEDHSV4,46,44
SEDHSV1,46,44
SDGRSNHSV1,47,45
SDGRSNHSV2,47,45
SDGRSNHSV4,47,45
SEDGRNQHSV4,47,45
SEDGRNQHSV2,47,45
SEDGRNQHSV1,47,45
SDXHSV4,48,46
SDXHSV1,48,46
SDXHSV2,48,46
SEDRNQHSV4,49,47
SEDRNQHSV2,49,47
SEDRNQHSV1,49,47
SEDGRNHSV1,49,47
SEDGRNHSV4,49,47
SEDGRNHSV2,49,47
SEDRNHSV4,51,49
SEDRNHSV1,51,49
SEDRNHSV2,51,49
AD142HSV1,52,50
AD142HSV4,52,50
AD142HSV2,52,50
AD2CSCINHSV1,56,54
AD2CSCINHSV2,56,54
AD2CSCINHSV4,56,54
AD2CSCONHSV1,58,56
AD2CSCONHSV2,58,56
AD2CSCONHSV4,58,56
