*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****             Interconnect Capacitance Table           ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.308	1.67E-01	7.79E-03	1.01E-02	2.13E-03	2.80E-03	6.71E-02	2.83E-03	3.65E-03
0.162	0.408	1.42E-01	8.86E-03	1.15E-02	2.13E-03	2.80E-03	5.39E-02	3.36E-03	4.34E-03
0.162	0.508	1.26E-01	9.89E-03	1.28E-02	2.13E-03	2.80E-03	4.56E-02	3.88E-03	5.02E-03
0.162	0.608	1.16E-01	1.09E-02	1.42E-02	2.13E-03	2.80E-03	3.97E-02	4.39E-03	5.69E-03
0.162	0.808	1.02E-01	1.29E-02	1.67E-02	2.13E-03	2.80E-03	3.17E-02	5.36E-03	6.96E-03
0.162	1.008	9.39E-02	1.47E-02	1.91E-02	2.13E-03	2.80E-03	2.64E-02	6.27E-03	8.17E-03
0.162	1.208	8.88E-02	1.65E-02	2.15E-02	2.13E-03	2.80E-03	2.25E-02	7.19E-03	9.36E-03
0.162	1.408	8.50E-02	1.81E-02	2.35E-02	2.13E-03	2.80E-03	1.94E-02	7.96E-03	1.04E-02
0.162	1.608	8.25E-02	1.96E-02	2.55E-02	2.13E-03	2.80E-03	1.69E-02	8.71E-03	1.13E-02
0.162	1.808	8.05E-02	2.09E-02	2.72E-02	2.13E-03	2.80E-03	1.48E-02	9.39E-03	1.22E-02
0.162	2.008	7.91E-02	2.21E-02	2.88E-02	2.13E-03	2.80E-03	1.29E-02	9.99E-03	1.30E-02
0.162	2.508	7.69E-02	2.47E-02	3.21E-02	2.13E-03	2.80E-03	9.40E-03	1.13E-02	1.46E-02
0.162	3.008	7.60E-02	2.67E-02	3.47E-02	2.13E-03	2.80E-03	6.91E-03	1.23E-02	1.59E-02
0.162	4.008	7.51E-02	2.93E-02	3.80E-02	2.13E-03	2.80E-03	3.76E-03	1.36E-02	1.76E-02
0.162	5.008	7.48E-02	3.07E-02	3.99E-02	2.13E-03	2.80E-03	2.06E-03	1.43E-02	1.85E-02
0.162	7.008	7.47E-02	3.19E-02	4.14E-02	2.13E-03	2.80E-03	6.71E-04	1.49E-02	1.93E-02
0.162	10.008	7.47E-02	3.24E-02	4.20E-02	2.13E-03	2.80E-03	2.07E-04	1.51E-02	1.96E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

************************************
* Layers:	M7-M5-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	4.72E-03	1.23E-02	1.65E-03	4.57E-03	1.03E-01	1.54E-03	3.88E-03
0.162	0.198	2.23E-01	4.90E-03	1.28E-02	1.65E-03	4.57E-03	9.49E-02	1.63E-03	4.13E-03
0.162	0.218	2.09E-01	5.08E-03	1.33E-02	1.65E-03	4.57E-03	8.78E-02	1.72E-03	4.37E-03
0.162	0.258	1.87E-01	5.44E-03	1.43E-02	1.65E-03	4.57E-03	7.66E-02	1.89E-03	4.85E-03
0.162	0.308	1.68E-01	5.87E-03	1.55E-02	1.65E-03	4.57E-03	6.65E-02	2.11E-03	5.44E-03
0.162	0.408	1.43E-01	6.73E-03	1.78E-02	1.65E-03	4.57E-03	5.31E-02	2.54E-03	6.61E-03
0.162	0.508	1.27E-01	7.57E-03	2.00E-02	1.65E-03	4.57E-03	4.46E-02	2.96E-03	7.73E-03
0.162	0.608	1.17E-01	8.37E-03	2.22E-02	1.65E-03	4.57E-03	3.85E-02	3.36E-03	8.80E-03
0.162	0.808	1.04E-01	9.92E-03	2.63E-02	1.65E-03	4.57E-03	3.02E-02	4.13E-03	1.09E-02
0.162	1.008	9.67E-02	1.13E-02	2.99E-02	1.65E-03	4.57E-03	2.46E-02	4.83E-03	1.27E-02
0.162	1.208	9.19E-02	1.26E-02	3.32E-02	1.65E-03	4.57E-03	2.05E-02	5.47E-03	1.43E-02
0.162	1.408	8.87E-02	1.37E-02	3.62E-02	1.65E-03	4.57E-03	1.73E-02	6.05E-03	1.58E-02
0.162	1.608	8.65E-02	1.48E-02	3.89E-02	1.65E-03	4.57E-03	1.48E-02	6.57E-03	1.71E-02
0.162	1.808	8.50E-02	1.57E-02	4.12E-02	1.65E-03	4.57E-03	1.27E-02	7.04E-03	1.83E-02
0.162	2.008	8.39E-02	1.66E-02	4.33E-02	1.65E-03	4.57E-03	1.10E-02	7.45E-03	1.94E-02
0.162	2.508	8.23E-02	1.82E-02	4.74E-02	1.65E-03	4.57E-03	7.71E-03	8.27E-03	2.14E-02
0.162	3.008	8.16E-02	1.94E-02	5.04E-02	1.65E-03	4.57E-03	5.54E-03	8.86E-03	2.29E-02
0.162	4.008	8.10E-02	2.08E-02	5.40E-02	1.65E-03	4.57E-03	2.94E-03	9.59E-03	2.47E-02
0.162	5.008	8.09E-02	2.16E-02	5.60E-02	1.65E-03	4.57E-03	1.59E-03	9.99E-03	2.57E-02
0.162	7.008	8.09E-02	2.22E-02	5.75E-02	1.65E-03	4.57E-03	5.37E-04	1.03E-02	2.65E-02
0.162	10.008	8.09E-02	2.25E-02	5.80E-02	1.65E-03	4.57E-03	1.70E-04	1.04E-02	2.67E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

************************************
* Layers:	M7-M6-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	3.50E-03	2.98E-02	1.34E-03	1.29E-02	1.00E-01	1.08E-03	8.44E-03
0.162	0.198	2.28E-01	3.66E-03	3.12E-02	1.34E-03	1.29E-02	9.12E-02	1.16E-03	9.14E-03
0.162	0.218	2.14E-01	3.82E-03	3.26E-02	1.34E-03	1.29E-02	8.39E-02	1.24E-03	9.83E-03
0.162	0.258	1.94E-01	4.12E-03	3.53E-02	1.34E-03	1.29E-02	7.23E-02	1.39E-03	1.12E-02
0.162	0.308	1.75E-01	4.50E-03	3.86E-02	1.34E-03	1.29E-02	6.16E-02	1.58E-03	1.28E-02
0.162	0.408	1.53E-01	5.23E-03	4.45E-02	1.34E-03	1.29E-02	4.74E-02	1.94E-03	1.58E-02
0.162	0.508	1.39E-01	5.92E-03	4.99E-02	1.34E-03	1.29E-02	3.81E-02	2.29E-03	1.85E-02
0.162	0.608	1.31E-01	6.55E-03	5.48E-02	1.34E-03	1.29E-02	3.16E-02	2.60E-03	2.09E-02
0.162	0.808	1.22E-01	7.67E-03	6.30E-02	1.34E-03	1.29E-02	2.29E-02	3.16E-03	2.50E-02
0.162	1.008	1.17E-01	8.60E-03	6.95E-02	1.34E-03	1.29E-02	1.74E-02	3.63E-03	2.83E-02
0.162	1.208	1.15E-01	9.36E-03	7.48E-02	1.34E-03	1.29E-02	1.36E-02	4.01E-03	3.09E-02
0.162	1.408	1.14E-01	9.97E-03	7.89E-02	1.34E-03	1.29E-02	1.08E-02	4.31E-03	3.30E-02
0.162	1.608	1.13E-01	1.05E-02	8.22E-02	1.34E-03	1.29E-02	8.76E-03	4.56E-03	3.46E-02
0.162	1.808	1.12E-01	1.09E-02	8.49E-02	1.34E-03	1.29E-02	7.20E-03	4.77E-03	3.60E-02
0.162	2.008	1.12E-01	1.12E-02	8.70E-02	1.34E-03	1.29E-02	5.98E-03	4.94E-03	3.70E-02
0.162	2.508	1.11E-01	1.18E-02	9.07E-02	1.34E-03	1.29E-02	3.94E-03	5.22E-03	3.89E-02
0.162	3.008	1.11E-01	1.22E-02	9.31E-02	1.34E-03	1.29E-02	2.69E-03	5.41E-03	4.01E-02
0.162	4.008	1.11E-01	1.26E-02	9.55E-02	1.34E-03	1.29E-02	1.39E-03	5.60E-03	4.13E-02
0.162	5.008	1.11E-01	1.27E-02	9.66E-02	1.34E-03	1.29E-02	8.12E-04	5.69E-03	4.18E-02
0.162	7.008	1.11E-01	1.29E-02	9.75E-02	1.34E-03	1.29E-02	3.19E-04	5.77E-03	4.23E-02
0.162	10.008	1.11E-01	1.30E-02	9.78E-02	1.34E-03	1.29E-02	1.26E-04	5.80E-03	4.24E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M2-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	2.92E-02	4.01E-03	1.29E-02	1.58E-03	9.99E-02	8.15E-03	1.22E-03
0.162	0.198	2.27E-01	3.06E-02	4.20E-03	1.29E-02	1.58E-03	9.11E-02	8.83E-03	1.31E-03
0.162	0.218	2.14E-01	3.19E-02	4.38E-03	1.29E-02	1.58E-03	8.38E-02	9.49E-03	1.40E-03
0.162	0.258	1.93E-01	3.45E-02	4.75E-03	1.29E-02	1.58E-03	7.22E-02	1.08E-02	1.58E-03
0.162	0.308	1.75E-01	3.76E-02	5.19E-03	1.29E-02	1.58E-03	6.16E-02	1.23E-02	1.81E-03
0.162	0.408	1.52E-01	4.34E-02	6.06E-03	1.29E-02	1.58E-03	4.73E-02	1.52E-02	2.24E-03
0.162	0.508	1.39E-01	4.85E-02	6.87E-03	1.29E-02	1.58E-03	3.81E-02	1.78E-02	2.64E-03
0.162	0.608	1.30E-01	5.31E-02	7.62E-03	1.29E-02	1.58E-03	3.16E-02	2.01E-02	3.02E-03
0.162	0.808	1.21E-01	6.10E-02	8.95E-03	1.29E-02	1.58E-03	2.29E-02	2.40E-02	3.68E-03
0.162	1.008	1.16E-01	6.73E-02	1.01E-02	1.29E-02	1.58E-03	1.73E-02	2.72E-02	4.24E-03
0.162	1.208	1.14E-01	7.23E-02	1.09E-02	1.29E-02	1.58E-03	1.35E-02	2.97E-02	4.68E-03
0.162	1.408	1.12E-01	7.63E-02	1.17E-02	1.29E-02	1.58E-03	1.07E-02	3.17E-02	5.05E-03
0.162	1.608	1.11E-01	7.95E-02	1.23E-02	1.29E-02	1.58E-03	8.66E-03	3.33E-02	5.35E-03
0.162	1.808	1.11E-01	8.21E-02	1.28E-02	1.29E-02	1.58E-03	7.07E-03	3.46E-02	5.60E-03
0.162	2.008	1.10E-01	8.42E-02	1.32E-02	1.29E-02	1.58E-03	5.82E-03	3.56E-02	5.79E-03
0.162	2.508	1.10E-01	8.78E-02	1.38E-02	1.29E-02	1.58E-03	3.75E-03	3.75E-02	6.13E-03
0.162	3.008	1.10E-01	9.00E-02	1.43E-02	1.29E-02	1.58E-03	2.52E-03	3.85E-02	6.34E-03
0.162	4.008	1.10E-01	9.24E-02	1.47E-02	1.29E-02	1.58E-03	1.21E-03	3.97E-02	6.57E-03
0.162	5.008	1.10E-01	9.34E-02	1.49E-02	1.29E-02	1.58E-03	6.57E-04	4.02E-02	6.66E-03
0.162	7.008	1.10E-01	9.41E-02	1.51E-02	1.29E-02	1.58E-03	2.49E-04	4.06E-02	6.74E-03
0.162	10.008	1.10E-01	9.43E-02	1.51E-02	1.29E-02	1.58E-03	9.45E-05	4.07E-02	6.77E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M3-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.20E-02	5.53E-03	4.57E-03	2.02E-03	1.03E-01	3.71E-03	1.76E-03
0.162	0.198	2.23E-01	1.25E-02	5.76E-03	4.57E-03	2.02E-03	9.48E-02	3.94E-03	1.87E-03
0.162	0.218	2.09E-01	1.29E-02	5.98E-03	4.57E-03	2.02E-03	8.76E-02	4.19E-03	1.98E-03
0.162	0.258	1.87E-01	1.39E-02	6.41E-03	4.57E-03	2.02E-03	7.64E-02	4.65E-03	2.19E-03
0.162	0.308	1.68E-01	1.50E-02	6.94E-03	4.57E-03	2.02E-03	6.63E-02	5.23E-03	2.46E-03
0.162	0.408	1.43E-01	1.73E-02	7.99E-03	4.57E-03	2.02E-03	5.29E-02	6.36E-03	2.98E-03
0.162	0.508	1.27E-01	1.95E-02	9.01E-03	4.57E-03	2.02E-03	4.43E-02	7.45E-03	3.50E-03
0.162	0.608	1.17E-01	2.16E-02	1.00E-02	4.57E-03	2.02E-03	3.82E-02	8.50E-03	3.99E-03
0.162	0.808	1.04E-01	2.55E-02	1.19E-02	4.57E-03	2.02E-03	2.99E-02	1.05E-02	4.93E-03
0.162	1.008	9.68E-02	2.91E-02	1.36E-02	4.57E-03	2.02E-03	2.42E-02	1.23E-02	5.80E-03
0.162	1.208	9.22E-02	3.24E-02	1.52E-02	4.57E-03	2.02E-03	2.01E-02	1.39E-02	6.57E-03
0.162	1.408	8.91E-02	3.53E-02	1.66E-02	4.57E-03	2.02E-03	1.69E-02	1.54E-02	7.28E-03
0.162	1.608	8.70E-02	3.79E-02	1.78E-02	4.57E-03	2.02E-03	1.43E-02	1.67E-02	7.91E-03
0.162	1.808	8.55E-02	4.01E-02	1.89E-02	4.57E-03	2.02E-03	1.22E-02	1.78E-02	8.46E-03
0.162	2.008	8.45E-02	4.21E-02	1.99E-02	4.57E-03	2.02E-03	1.04E-02	1.88E-02	8.94E-03
0.162	2.508	8.30E-02	4.60E-02	2.18E-02	4.57E-03	2.02E-03	7.16E-03	2.07E-02	9.89E-03
0.162	3.008	8.23E-02	4.88E-02	2.32E-02	4.57E-03	2.02E-03	4.95E-03	2.21E-02	1.06E-02
0.162	4.008	8.18E-02	5.20E-02	2.48E-02	4.57E-03	2.02E-03	2.45E-03	2.37E-02	1.14E-02
0.162	5.008	8.17E-02	5.36E-02	2.56E-02	4.57E-03	2.02E-03	1.26E-03	2.45E-02	1.18E-02
0.162	7.008	8.17E-02	5.48E-02	2.61E-02	4.57E-03	2.02E-03	3.92E-04	2.51E-02	1.21E-02
0.162	10.008	8.17E-02	5.51E-02	2.63E-02	4.57E-03	2.02E-03	1.25E-04	2.53E-02	1.22E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M4-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	7.81E-03	7.78E-03	2.80E-03	2.80E-03	1.04E-01	2.51E-03	2.49E-03
0.162	0.198	2.23E-01	8.10E-03	8.07E-03	2.80E-03	2.80E-03	9.51E-02	2.65E-03	2.64E-03
0.162	0.218	2.09E-01	8.39E-03	8.38E-03	2.80E-03	2.80E-03	8.80E-02	2.80E-03	2.79E-03
0.162	0.258	1.87E-01	8.96E-03	8.96E-03	2.80E-03	2.80E-03	7.69E-02	3.08E-03	3.08E-03
0.162	0.308	1.67E-01	9.66E-03	9.67E-03	2.80E-03	2.80E-03	6.69E-02	3.43E-03	3.44E-03
0.162	0.408	1.42E-01	1.10E-02	1.11E-02	2.80E-03	2.80E-03	5.36E-02	4.12E-03	4.14E-03
0.162	0.508	1.27E-01	1.24E-02	1.24E-02	2.80E-03	2.80E-03	4.52E-02	4.79E-03	4.82E-03
0.162	0.608	1.16E-01	1.37E-02	1.38E-02	2.80E-03	2.80E-03	3.92E-02	5.45E-03	5.49E-03
0.162	0.808	1.03E-01	1.62E-02	1.63E-02	2.80E-03	2.80E-03	3.11E-02	6.72E-03	6.77E-03
0.162	1.008	9.48E-02	1.86E-02	1.88E-02	2.80E-03	2.80E-03	2.56E-02	7.91E-03	7.98E-03
0.162	1.208	8.99E-02	2.09E-02	2.11E-02	2.80E-03	2.80E-03	2.16E-02	9.06E-03	9.15E-03
0.162	1.408	8.65E-02	2.29E-02	2.31E-02	2.80E-03	2.80E-03	1.84E-02	1.01E-02	1.02E-02
0.162	1.608	8.41E-02	2.47E-02	2.50E-02	2.80E-03	2.80E-03	1.58E-02	1.10E-02	1.11E-02
0.162	1.808	8.22E-02	2.63E-02	2.65E-02	2.80E-03	2.80E-03	1.36E-02	1.17E-02	1.19E-02
0.162	2.008	8.10E-02	2.78E-02	2.80E-02	2.80E-03	2.80E-03	1.17E-02	1.25E-02	1.26E-02
0.162	2.508	7.91E-02	3.08E-02	3.10E-02	2.80E-03	2.80E-03	8.23E-03	1.40E-02	1.41E-02
0.162	3.008	7.82E-02	3.29E-02	3.32E-02	2.80E-03	2.80E-03	5.80E-03	1.51E-02	1.52E-02
0.162	4.008	7.74E-02	3.56E-02	3.59E-02	2.80E-03	2.80E-03	2.90E-03	1.64E-02	1.65E-02
0.162	5.008	7.73E-02	3.69E-02	3.73E-02	2.80E-03	2.80E-03	1.50E-03	1.71E-02	1.72E-02
0.162	7.008	7.72E-02	3.80E-02	3.83E-02	2.80E-03	2.80E-03	4.47E-04	1.76E-02	1.78E-02
0.162	10.008	7.72E-02	3.83E-02	3.87E-02	2.80E-03	2.80E-03	1.34E-04	1.78E-02	1.79E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M5-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	5.56E-03	1.20E-02	2.02E-03	4.57E-03	1.03E-01	1.77E-03	3.70E-03
0.162	0.198	2.23E-01	5.78E-03	1.25E-02	2.02E-03	4.57E-03	9.48E-02	1.88E-03	3.94E-03
0.162	0.218	2.09E-01	6.00E-03	1.30E-02	2.02E-03	4.57E-03	8.77E-02	1.99E-03	4.19E-03
0.162	0.258	1.87E-01	6.42E-03	1.39E-02	2.02E-03	4.57E-03	7.65E-02	2.20E-03	4.67E-03
0.162	0.308	1.68E-01	6.95E-03	1.51E-02	2.02E-03	4.57E-03	6.64E-02	2.46E-03	5.25E-03
0.162	0.408	1.43E-01	7.98E-03	1.74E-02	2.02E-03	4.57E-03	5.30E-02	2.98E-03	6.41E-03
0.162	0.508	1.28E-01	8.99E-03	1.96E-02	2.02E-03	4.57E-03	4.44E-02	3.49E-03	7.52E-03
0.162	0.608	1.17E-01	9.96E-03	2.18E-02	2.02E-03	4.57E-03	3.82E-02	3.97E-03	8.59E-03
0.162	0.808	1.05E-01	1.18E-02	2.59E-02	2.02E-03	4.57E-03	2.99E-02	4.91E-03	1.07E-02
0.162	1.008	9.70E-02	1.35E-02	2.95E-02	2.02E-03	4.57E-03	2.42E-02	5.76E-03	1.25E-02
0.162	1.208	9.24E-02	1.51E-02	3.28E-02	2.02E-03	4.57E-03	2.01E-02	6.52E-03	1.41E-02
0.162	1.408	8.93E-02	1.65E-02	3.57E-02	2.02E-03	4.57E-03	1.68E-02	7.23E-03	1.56E-02
0.162	1.608	8.72E-02	1.77E-02	3.83E-02	2.02E-03	4.57E-03	1.43E-02	7.84E-03	1.69E-02
0.162	1.808	8.57E-02	1.88E-02	4.06E-02	2.02E-03	4.57E-03	1.21E-02	8.38E-03	1.80E-02
0.162	2.008	8.47E-02	1.97E-02	4.26E-02	2.02E-03	4.57E-03	1.04E-02	8.85E-03	1.90E-02
0.162	2.508	8.33E-02	2.16E-02	4.65E-02	2.02E-03	4.57E-03	7.12E-03	9.80E-03	2.10E-02
0.162	3.008	8.26E-02	2.30E-02	4.93E-02	2.02E-03	4.57E-03	4.92E-03	1.05E-02	2.24E-02
0.162	4.008	8.22E-02	2.46E-02	5.26E-02	2.02E-03	4.57E-03	2.43E-03	1.13E-02	2.40E-02
0.162	5.008	8.21E-02	2.53E-02	5.42E-02	2.02E-03	4.57E-03	1.26E-03	1.17E-02	2.48E-02
0.162	7.008	8.20E-02	2.59E-02	5.54E-02	2.02E-03	4.57E-03	3.86E-04	1.19E-02	2.54E-02
0.162	10.008	8.21E-02	2.61E-02	5.57E-02	2.02E-03	4.57E-03	1.23E-04	1.20E-02	2.56E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M6-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	4.04E-03	2.95E-02	1.58E-03	1.29E-02	1.00E-01	1.23E-03	8.28E-03
0.162	0.198	2.28E-01	4.23E-03	3.09E-02	1.58E-03	1.29E-02	9.12E-02	1.32E-03	8.98E-03
0.162	0.218	2.14E-01	4.41E-03	3.23E-02	1.58E-03	1.29E-02	8.38E-02	1.41E-03	9.66E-03
0.162	0.258	1.94E-01	4.76E-03	3.49E-02	1.58E-03	1.29E-02	7.22E-02	1.59E-03	1.10E-02
0.162	0.308	1.75E-01	5.20E-03	3.82E-02	1.58E-03	1.29E-02	6.16E-02	1.81E-03	1.26E-02
0.162	0.408	1.53E-01	6.06E-03	4.41E-02	1.58E-03	1.29E-02	4.73E-02	2.24E-03	1.56E-02
0.162	0.508	1.40E-01	6.85E-03	4.95E-02	1.58E-03	1.29E-02	3.80E-02	2.64E-03	1.83E-02
0.162	0.608	1.31E-01	7.59E-03	5.43E-02	1.58E-03	1.29E-02	3.15E-02	3.00E-03	2.07E-02
0.162	0.808	1.22E-01	8.89E-03	6.25E-02	1.58E-03	1.29E-02	2.27E-02	3.66E-03	2.48E-02
0.162	1.008	1.18E-01	9.97E-03	6.91E-02	1.58E-03	1.29E-02	1.72E-02	4.19E-03	2.81E-02
0.162	1.208	1.15E-01	1.08E-02	7.42E-02	1.58E-03	1.29E-02	1.33E-02	4.63E-03	3.06E-02
0.162	1.408	1.14E-01	1.16E-02	7.83E-02	1.58E-03	1.29E-02	1.06E-02	4.99E-03	3.27E-02
0.162	1.608	1.13E-01	1.21E-02	8.16E-02	1.58E-03	1.29E-02	8.52E-03	5.28E-03	3.43E-02
0.162	1.808	1.12E-01	1.26E-02	8.42E-02	1.58E-03	1.29E-02	6.95E-03	5.51E-03	3.56E-02
0.162	2.008	1.12E-01	1.30E-02	8.63E-02	1.58E-03	1.29E-02	5.76E-03	5.69E-03	3.67E-02
0.162	2.508	1.12E-01	1.36E-02	8.99E-02	1.58E-03	1.29E-02	3.68E-03	6.03E-03	3.85E-02
0.162	3.008	1.11E-01	1.40E-02	9.21E-02	1.58E-03	1.29E-02	2.48E-03	6.23E-03	3.96E-02
0.162	4.008	1.11E-01	1.45E-02	9.44E-02	1.58E-03	1.29E-02	1.20E-03	6.45E-03	4.07E-02
0.162	5.008	1.11E-01	1.47E-02	9.53E-02	1.58E-03	1.29E-02	6.62E-04	6.54E-03	4.12E-02
0.162	7.008	1.11E-01	1.48E-02	9.61E-02	1.58E-03	1.29E-02	2.52E-04	6.61E-03	4.16E-02
0.162	10.008	1.11E-01	1.49E-02	9.63E-02	1.58E-03	1.29E-02	9.59E-05	6.64E-03	4.17E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M7-M3-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	2.87E-02	4.97E-03	1.29E-02	2.02E-03	9.99E-02	7.90E-03	1.48E-03
0.162	0.198	2.27E-01	3.01E-02	5.21E-03	1.29E-02	2.02E-03	9.10E-02	8.57E-03	1.59E-03
0.162	0.218	2.14E-01	3.14E-02	5.44E-03	1.29E-02	2.02E-03	8.37E-02	9.23E-03	1.71E-03
0.162	0.258	1.93E-01	3.40E-02	5.89E-03	1.29E-02	2.02E-03	7.21E-02	1.05E-02	1.94E-03
0.162	0.308	1.75E-01	3.70E-02	6.46E-03	1.29E-02	2.02E-03	6.15E-02	1.20E-02	2.22E-03
0.162	0.408	1.52E-01	4.27E-02	7.54E-03	1.29E-02	2.02E-03	4.72E-02	1.49E-02	2.76E-03
0.162	0.508	1.39E-01	4.78E-02	8.56E-03	1.29E-02	2.02E-03	3.79E-02	1.75E-02	3.27E-03
0.162	0.608	1.30E-01	5.24E-02	9.50E-03	1.29E-02	2.02E-03	3.14E-02	1.98E-02	3.74E-03
0.162	0.808	1.21E-01	6.03E-02	1.12E-02	1.29E-02	2.02E-03	2.26E-02	2.37E-02	4.59E-03
0.162	1.008	1.17E-01	6.65E-02	1.26E-02	1.29E-02	2.02E-03	1.70E-02	2.68E-02	5.28E-03
0.162	1.208	1.14E-01	7.15E-02	1.37E-02	1.29E-02	2.02E-03	1.31E-02	2.93E-02	5.84E-03
0.162	1.408	1.13E-01	7.55E-02	1.46E-02	1.29E-02	2.02E-03	1.03E-02	3.13E-02	6.30E-03
0.162	1.608	1.12E-01	7.86E-02	1.53E-02	1.29E-02	2.02E-03	8.16E-03	3.28E-02	6.66E-03
0.162	1.808	1.11E-01	8.10E-02	1.59E-02	1.29E-02	2.02E-03	6.59E-03	3.41E-02	6.95E-03
0.162	2.008	1.11E-01	8.30E-02	1.64E-02	1.29E-02	2.02E-03	5.34E-03	3.51E-02	7.18E-03
0.162	2.508	1.11E-01	8.64E-02	1.72E-02	1.29E-02	2.02E-03	3.29E-03	3.67E-02	7.58E-03
0.162	3.008	1.10E-01	8.84E-02	1.77E-02	1.29E-02	2.02E-03	2.08E-03	3.77E-02	7.83E-03
0.162	4.008	1.10E-01	9.04E-02	1.82E-02	1.29E-02	2.02E-03	9.20E-04	3.87E-02	8.07E-03
0.162	5.008	1.10E-01	9.11E-02	1.83E-02	1.29E-02	2.02E-03	4.60E-04	3.91E-02	8.16E-03
0.162	7.008	1.10E-01	9.16E-02	1.85E-02	1.29E-02	2.02E-03	1.80E-04	3.93E-02	8.23E-03
0.162	10.008	1.10E-01	9.18E-02	1.85E-02	1.29E-02	2.02E-03	7.84E-05	3.94E-02	8.25E-03
