*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****             Interconnect Capacitance Table           ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	7.000	8.18E-02	5.05E-02	3.03E-02	4.21E-03	2.39E-03	4.96E-04	2.31E-02	1.40E-02
0.180	10.000	8.17E-02	5.08E-02	3.05E-02	4.21E-03	2.39E-03	1.52E-04	2.33E-02	1.41E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***********************************
* Layers:	M6-M3-FIELD_OXIDE *
***********************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.77E-01	7.08E-03	8.38E-03	2.79E-03	3.35E-03	1.22E-01	2.14E-03	2.51E-03
0.180	0.180	2.54E-01	7.35E-03	8.70E-03	2.79E-03	3.35E-03	1.11E-01	2.28E-03	2.68E-03
0.180	0.200	2.36E-01	7.61E-03	9.02E-03	2.79E-03	3.35E-03	1.02E-01	2.41E-03	2.84E-03
0.180	0.250	2.03E-01	8.27E-03	9.81E-03	2.79E-03	3.35E-03	8.49E-02	2.74E-03	3.23E-03
0.180	0.300	1.81E-01	8.91E-03	1.06E-02	2.79E-03	3.35E-03	7.34E-02	3.06E-03	3.62E-03
0.180	0.400	1.52E-01	1.02E-02	1.21E-02	2.79E-03	3.35E-03	5.84E-02	3.68E-03	4.39E-03
0.180	0.500	1.34E-01	1.14E-02	1.36E-02	2.79E-03	3.35E-03	4.90E-02	4.30E-03	5.13E-03
0.180	0.600	1.23E-01	1.26E-02	1.51E-02	2.79E-03	3.35E-03	4.23E-02	4.91E-03	5.85E-03
0.180	0.800	1.08E-01	1.49E-02	1.79E-02	2.79E-03	3.35E-03	3.35E-02	6.08E-03	7.26E-03
0.180	1.000	9.92E-02	1.72E-02	2.06E-02	2.79E-03	3.35E-03	2.75E-02	7.20E-03	8.61E-03
0.180	1.200	9.35E-02	1.92E-02	2.30E-02	2.79E-03	3.35E-03	2.32E-02	8.19E-03	9.81E-03
0.180	1.400	8.98E-02	2.11E-02	2.53E-02	2.79E-03	3.35E-03	1.98E-02	9.17E-03	1.10E-02
0.180	1.600	8.71E-02	2.28E-02	2.73E-02	2.79E-03	3.35E-03	1.70E-02	1.00E-02	1.20E-02
0.180	1.800	8.52E-02	2.43E-02	2.91E-02	2.79E-03	3.35E-03	1.47E-02	1.08E-02	1.29E-02
0.180	2.000	8.38E-02	2.57E-02	3.08E-02	2.79E-03	3.35E-03	1.27E-02	1.15E-02	1.37E-02
0.180	2.500	8.17E-02	2.86E-02	3.42E-02	2.79E-03	3.35E-03	8.97E-03	1.29E-02	1.54E-02
0.180	3.000	8.07E-02	3.07E-02	3.67E-02	2.79E-03	3.35E-03	6.38E-03	1.39E-02	1.67E-02
0.180	4.000	8.01E-02	3.35E-02	3.99E-02	2.79E-03	3.35E-03	3.26E-03	1.53E-02	1.83E-02
0.180	5.000	8.00E-02	3.49E-02	4.16E-02	2.79E-03	3.35E-03	1.71E-03	1.60E-02	1.91E-02
0.180	7.000	7.99E-02	3.60E-02	4.29E-02	2.79E-03	3.35E-03	5.14E-04	1.66E-02	1.98E-02
0.180	10.000	7.99E-02	3.63E-02	4.33E-02	2.79E-03	3.35E-03	1.67E-04	1.68E-02	2.00E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***********************************
* Layers:	M6-M4-FIELD_OXIDE *
***********************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.77E-01	5.16E-03	1.30E-02	2.09E-03	5.62E-03	1.22E-01	1.54E-03	3.71E-03
0.180	0.180	2.55E-01	5.37E-03	1.36E-02	2.09E-03	5.62E-03	1.10E-01	1.64E-03	3.98E-03
0.180	0.200	2.37E-01	5.57E-03	1.41E-02	2.09E-03	5.62E-03	1.01E-01	1.74E-03	4.26E-03
0.180	0.250	2.04E-01	6.08E-03	1.55E-02	2.09E-03	5.62E-03	8.43E-02	2.00E-03	4.93E-03
0.180	0.300	1.81E-01	6.58E-03	1.68E-02	2.09E-03	5.62E-03	7.26E-02	2.24E-03	5.59E-03
0.180	0.400	1.53E-01	7.56E-03	1.94E-02	2.09E-03	5.62E-03	5.74E-02	2.73E-03	6.88E-03
0.180	0.500	1.36E-01	8.53E-03	2.19E-02	2.09E-03	5.62E-03	4.77E-02	3.22E-03	8.15E-03
0.180	0.600	1.24E-01	9.45E-03	2.43E-02	2.09E-03	5.62E-03	4.09E-02	3.68E-03	9.33E-03
0.180	0.800	1.10E-01	1.12E-02	2.88E-02	2.09E-03	5.62E-03	3.17E-02	4.57E-03	1.16E-02
0.180	1.000	1.02E-01	1.28E-02	3.29E-02	2.09E-03	5.62E-03	2.56E-02	5.38E-03	1.36E-02
0.180	1.200	9.73E-02	1.43E-02	3.65E-02	2.09E-03	5.62E-03	2.11E-02	6.11E-03	1.54E-02
0.180	1.400	9.40E-02	1.56E-02	3.97E-02	2.09E-03	5.62E-03	1.76E-02	6.77E-03	1.70E-02
0.180	1.600	9.18E-02	1.68E-02	4.26E-02	2.09E-03	5.62E-03	1.48E-02	7.37E-03	1.85E-02
0.180	1.800	9.03E-02	1.79E-02	4.51E-02	2.09E-03	5.62E-03	1.26E-02	7.88E-03	1.97E-02
0.180	2.000	8.93E-02	1.87E-02	4.72E-02	2.09E-03	5.62E-03	1.08E-02	8.33E-03	2.08E-02
0.180	2.500	8.78E-02	2.05E-02	5.15E-02	2.09E-03	5.62E-03	7.35E-03	9.23E-03	2.30E-02
0.180	3.000	8.71E-02	2.18E-02	5.45E-02	2.09E-03	5.62E-03	5.12E-03	9.86E-03	2.44E-02
0.180	4.000	8.66E-02	2.33E-02	5.80E-02	2.09E-03	5.62E-03	2.56E-03	1.06E-02	2.62E-02
0.180	5.000	8.65E-02	2.40E-02	5.97E-02	2.09E-03	5.62E-03	1.34E-03	1.10E-02	2.71E-02
0.180	7.000	8.65E-02	2.46E-02	6.10E-02	2.09E-03	5.62E-03	4.21E-04	1.13E-02	2.77E-02
0.180	10.000	8.65E-02	2.48E-02	6.14E-02	2.09E-03	5.62E-03	1.36E-04	1.13E-02	2.79E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***********************************
* Layers:	M6-M5-FIELD_OXIDE *
***********************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.83E-01	3.84E-03	3.52E-02	1.67E-03	1.74E-02	1.17E-01	1.08E-03	8.89E-03
0.180	0.180	2.62E-01	4.01E-03	3.69E-02	1.67E-03	1.74E-02	1.06E-01	1.17E-03	9.74E-03
0.180	0.200	2.44E-01	4.19E-03	3.85E-02	1.67E-03	1.74E-02	9.60E-02	1.26E-03	1.06E-02
0.180	0.250	2.13E-01	4.62E-03	4.25E-02	1.67E-03	1.74E-02	7.84E-02	1.48E-03	1.25E-02
0.180	0.300	1.92E-01	5.04E-03	4.63E-02	1.67E-03	1.74E-02	6.62E-02	1.69E-03	1.44E-02
0.180	0.400	1.67E-01	5.85E-03	5.32E-02	1.67E-03	1.74E-02	5.01E-02	2.09E-03	1.79E-02
0.180	0.500	1.53E-01	6.63E-03	5.93E-02	1.67E-03	1.74E-02	3.99E-02	2.48E-03	2.10E-02
0.180	0.600	1.44E-01	7.34E-03	6.48E-02	1.67E-03	1.74E-02	3.27E-02	2.83E-03	2.37E-02
0.180	0.800	1.34E-01	8.59E-03	7.39E-02	1.67E-03	1.74E-02	2.33E-02	3.46E-03	2.83E-02
0.180	1.000	1.30E-01	9.62E-03	8.10E-02	1.67E-03	1.74E-02	1.74E-02	3.97E-03	3.18E-02
0.180	1.200	1.27E-01	1.04E-02	8.65E-02	1.67E-03	1.74E-02	1.35E-02	4.39E-03	3.46E-02
0.180	1.400	1.26E-01	1.11E-02	9.09E-02	1.67E-03	1.74E-02	1.06E-02	4.72E-03	3.68E-02
0.180	1.600	1.25E-01	1.17E-02	9.43E-02	1.67E-03	1.74E-02	8.55E-03	4.99E-03	3.85E-02
0.180	1.800	1.25E-01	1.21E-02	9.70E-02	1.67E-03	1.74E-02	6.96E-03	5.21E-03	3.98E-02
0.180	2.000	1.24E-01	1.24E-02	9.91E-02	1.67E-03	1.74E-02	5.77E-03	5.38E-03	4.09E-02
0.180	2.500	1.24E-01	1.30E-02	1.03E-01	1.67E-03	1.74E-02	3.69E-03	5.69E-03	4.27E-02
0.180	3.000	1.24E-01	1.34E-02	1.05E-01	1.67E-03	1.74E-02	2.51E-03	5.86E-03	4.38E-02
0.180	4.000	1.24E-01	1.38E-02	1.07E-01	1.67E-03	1.74E-02	1.23E-03	6.07E-03	4.50E-02
0.180	5.000	1.24E-01	1.40E-02	1.08E-01	1.67E-03	1.74E-02	6.91E-04	6.15E-03	4.55E-02
0.180	7.000	1.24E-01	1.41E-02	1.09E-01	1.67E-03	1.74E-02	2.67E-04	6.22E-03	4.59E-02
0.180	10.000	1.24E-01	1.42E-02	1.09E-01	1.67E-03	1.74E-02	1.03E-04	6.25E-03	4.60E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*********************************************
* Layers:	M6-M1-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.144	0.133	2.87E-01	3.18E-02	3.47E-03	1.53E-02	1.48E-03	1.21E-01	8.23E-03	9.93E-04
0.144	0.153	2.61E-01	3.36E-02	3.67E-03	1.53E-02	1.48E-03	1.07E-01	9.15E-03	1.09E-03
0.144	0.173	2.41E-01	3.54E-02	3.87E-03	1.53E-02	1.48E-03	9.58E-02	1.01E-02	1.19E-03
0.144	0.200	2.20E-01	3.78E-02	4.13E-03	1.53E-02	1.48E-03	8.44E-02	1.13E-02	1.33E-03
0.144	0.250	1.94E-01	4.20E-02	4.61E-03	1.53E-02	1.48E-03	6.90E-02	1.34E-02	1.56E-03
0.144	0.300	1.76E-01	4.60E-02	5.07E-03	1.53E-02	1.48E-03	5.82E-02	1.54E-02	1.79E-03
0.144	0.400	1.54E-01	5.32E-02	5.95E-03	1.53E-02	1.48E-03	4.40E-02	1.90E-02	2.24E-03
0.144	0.500	1.43E-01	5.96E-02	6.78E-03	1.53E-02	1.48E-03	3.48E-02	2.22E-02	2.65E-03
0.144	0.600	1.35E-01	6.52E-02	7.52E-03	1.53E-02	1.48E-03	2.84E-02	2.50E-02	3.02E-03
0.144	0.800	1.28E-01	7.44E-02	8.77E-03	1.53E-02	1.48E-03	1.99E-02	2.95E-02	3.64E-03
0.144	1.000	1.24E-01	8.13E-02	9.75E-03	1.53E-02	1.48E-03	1.46E-02	3.30E-02	4.14E-03
0.144	1.200	1.22E-01	8.67E-02	1.05E-02	1.53E-02	1.48E-03	1.11E-02	3.57E-02	4.52E-03
0.144	1.400	1.21E-01	9.07E-02	1.11E-02	1.53E-02	1.48E-03	8.59E-03	3.77E-02	4.82E-03
0.144	1.600	1.21E-01	9.38E-02	1.16E-02	1.53E-02	1.48E-03	6.81E-03	3.92E-02	5.04E-03
0.144	1.800	1.20E-01	9.62E-02	1.19E-02	1.53E-02	1.48E-03	5.45E-03	4.04E-02	5.22E-03
0.144	2.000	1.20E-01	9.80E-02	1.22E-02	1.53E-02	1.48E-03	4.42E-03	4.14E-02	5.37E-03
0.144	2.500	1.20E-01	1.01E-01	1.27E-02	1.53E-02	1.48E-03	2.77E-03	4.29E-02	5.60E-03
0.144	3.000	1.20E-01	1.03E-01	1.30E-02	1.53E-02	1.48E-03	1.79E-03	4.38E-02	5.74E-03
0.144	4.000	1.20E-01	1.05E-01	1.32E-02	1.53E-02	1.48E-03	8.87E-04	4.47E-02	5.87E-03
0.144	5.000	1.20E-01	1.05E-01	1.33E-02	1.53E-02	1.48E-03	4.80E-04	4.50E-02	5.93E-03
0.144	7.000	1.20E-01	1.06E-01	1.34E-02	1.53E-02	1.48E-03	1.95E-04	4.53E-02	5.98E-03
0.144	10.000	1.20E-01	1.06E-01	1.35E-02	1.53E-02	1.48E-03	8.30E-05	4.54E-02	6.00E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*********************************************
* Layers:	M6-M2-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.78E-01	1.45E-02	5.64E-03	6.49E-03	2.39E-03	1.21E-01	3.99E-03	1.62E-03
0.180	0.180	2.55E-01	1.51E-02	5.88E-03	6.49E-03	2.39E-03	1.10E-01	4.30E-03	1.75E-03
0.180	0.200	2.37E-01	1.57E-02	6.11E-03	6.49E-03	2.39E-03	1.01E-01	4.61E-03	1.86E-03
0.180	0.250	2.04E-01	1.72E-02	6.70E-03	6.49E-03	2.39E-03	8.38E-02	5.37E-03	2.16E-03
0.180	0.300	1.82E-01	1.87E-02	7.27E-03	6.49E-03	2.39E-03	7.21E-02	6.12E-03	2.44E-03
0.180	0.400	1.54E-01	2.16E-02	8.42E-03	6.49E-03	2.39E-03	5.67E-02	7.57E-03	3.02E-03
0.180	0.500	1.37E-01	2.44E-02	9.52E-03	6.49E-03	2.39E-03	4.69E-02	8.98E-03	3.57E-03
0.180	0.600	1.26E-01	2.71E-02	1.06E-02	6.49E-03	2.39E-03	4.00E-02	1.03E-02	4.10E-03
0.180	0.800	1.12E-01	3.20E-02	1.26E-02	6.49E-03	2.39E-03	3.06E-02	1.28E-02	5.11E-03
0.180	1.000	1.04E-01	3.64E-02	1.44E-02	6.49E-03	2.39E-03	2.44E-02	1.50E-02	6.03E-03
0.180	1.200	9.97E-02	4.03E-02	1.61E-02	6.49E-03	2.39E-03	1.99E-02	1.69E-02	6.85E-03
0.180	1.400	9.68E-02	4.37E-02	1.75E-02	6.49E-03	2.39E-03	1.64E-02	1.86E-02	7.57E-03
0.180	1.600	9.48E-02	4.66E-02	1.88E-02	6.49E-03	2.39E-03	1.36E-02	2.01E-02	8.19E-03
0.180	1.800	9.35E-02	4.92E-02	1.98E-02	6.49E-03	2.39E-03	1.14E-02	2.13E-02	8.73E-03
0.180	2.000	9.26E-02	5.14E-02	2.08E-02	6.49E-03	2.39E-03	9.59E-03	2.24E-02	9.20E-03
0.180	2.500	9.14E-02	5.55E-02	2.26E-02	6.49E-03	2.39E-03	6.32E-03	2.45E-02	1.01E-02
0.180	3.000	9.09E-02	5.82E-02	2.38E-02	6.49E-03	2.39E-03	4.25E-03	2.59E-02	1.07E-02
0.180	4.000	9.06E-02	6.14E-02	2.52E-02	6.49E-03	2.39E-03	1.94E-03	2.75E-02	1.14E-02
0.180	5.000	9.05E-02	6.28E-02	2.58E-02	6.49E-03	2.39E-03	9.58E-04	2.81E-02	1.17E-02
0.180	7.000	9.05E-02	6.37E-02	2.62E-02	6.49E-03	2.39E-03	2.99E-04	2.86E-02	1.19E-02
0.180	10.000	9.05E-02	6.40E-02	2.63E-02	6.49E-03	2.39E-03	9.84E-05	2.87E-02	1.20E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*********************************************
* Layers:	M6-M3-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.77E-01	8.70E-03	8.00E-03	3.64E-03	3.35E-03	1.22E-01	2.53E-03	2.33E-03
0.180	0.180	2.54E-01	9.05E-03	8.32E-03	3.64E-03	3.35E-03	1.11E-01	2.70E-03	2.49E-03
0.180	0.200	2.36E-01	9.39E-03	8.65E-03	3.64E-03	3.35E-03	1.02E-01	2.87E-03	2.65E-03
0.180	0.250	2.03E-01	1.02E-02	9.45E-03	3.64E-03	3.35E-03	8.47E-02	3.29E-03	3.05E-03
0.180	0.300	1.81E-01	1.11E-02	1.02E-02	3.64E-03	3.35E-03	7.31E-02	3.71E-03	3.44E-03
0.180	0.400	1.52E-01	1.27E-02	1.18E-02	3.64E-03	3.35E-03	5.80E-02	4.53E-03	4.21E-03
0.180	0.500	1.35E-01	1.43E-02	1.33E-02	3.64E-03	3.35E-03	4.85E-02	5.34E-03	4.96E-03
0.180	0.600	1.23E-01	1.59E-02	1.47E-02	3.64E-03	3.35E-03	4.17E-02	6.12E-03	5.69E-03
0.180	0.800	1.09E-01	1.89E-02	1.76E-02	3.64E-03	3.35E-03	3.26E-02	7.63E-03	7.10E-03
0.180	1.000	1.00E-01	2.17E-02	2.02E-02	3.64E-03	3.35E-03	2.66E-02	9.05E-03	8.43E-03
0.180	1.200	9.50E-02	2.43E-02	2.26E-02	3.64E-03	3.35E-03	2.21E-02	1.03E-02	9.64E-03
0.180	1.400	9.14E-02	2.66E-02	2.48E-02	3.64E-03	3.35E-03	1.85E-02	1.15E-02	1.07E-02
0.180	1.600	8.92E-02	2.87E-02	2.68E-02	3.64E-03	3.35E-03	1.57E-02	1.25E-02	1.17E-02
0.180	1.800	8.74E-02	3.06E-02	2.85E-02	3.64E-03	3.35E-03	1.34E-02	1.35E-02	1.26E-02
0.180	2.000	8.62E-02	3.22E-02	3.00E-02	3.64E-03	3.35E-03	1.14E-02	1.43E-02	1.33E-02
0.180	2.500	8.45E-02	3.54E-02	3.30E-02	3.64E-03	3.35E-03	7.71E-03	1.59E-02	1.49E-02
0.180	3.000	8.37E-02	3.77E-02	3.52E-02	3.64E-03	3.35E-03	5.24E-03	1.70E-02	1.59E-02
0.180	4.000	8.32E-02	4.04E-02	3.78E-02	3.64E-03	3.35E-03	2.45E-03	1.84E-02	1.72E-02
0.180	5.000	8.29E-02	4.16E-02	3.89E-02	3.64E-03	3.35E-03	1.19E-03	1.90E-02	1.78E-02
0.180	7.000	8.28E-02	4.25E-02	3.97E-02	3.64E-03	3.35E-03	3.45E-04	1.94E-02	1.82E-02
0.180	10.000	8.28E-02	4.27E-02	3.99E-02	3.64E-03	3.35E-03	1.06E-04	1.95E-02	1.83E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*********************************************
* Layers:	M6-M4-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.77E-01	6.04E-03	1.27E-02	2.53E-03	5.62E-03	1.22E-01	1.75E-03	3.54E-03
0.180	0.180	2.55E-01	6.29E-03	1.32E-02	2.53E-03	5.62E-03	1.10E-01	1.88E-03	3.82E-03
0.180	0.200	2.37E-01	6.53E-03	1.38E-02	2.53E-03	5.62E-03	1.01E-01	2.00E-03	4.09E-03
0.180	0.250	2.04E-01	7.14E-03	1.51E-02	2.53E-03	5.62E-03	8.42E-02	2.30E-03	4.76E-03
0.180	0.300	1.82E-01	7.74E-03	1.64E-02	2.53E-03	5.62E-03	7.25E-02	2.60E-03	5.41E-03
0.180	0.400	1.53E-01	8.92E-03	1.90E-02	2.53E-03	5.62E-03	5.72E-02	3.19E-03	6.70E-03
0.180	0.500	1.36E-01	1.01E-02	2.15E-02	2.53E-03	5.62E-03	4.75E-02	3.77E-03	7.94E-03
0.180	0.600	1.25E-01	1.12E-02	2.39E-02	2.53E-03	5.62E-03	4.07E-02	4.33E-03	9.15E-03
0.180	0.800	1.11E-01	1.33E-02	2.84E-02	2.53E-03	5.62E-03	3.13E-02	5.39E-03	1.14E-02
0.180	1.000	1.03E-01	1.53E-02	3.25E-02	2.53E-03	5.62E-03	2.51E-02	6.37E-03	1.34E-02
0.180	1.200	9.79E-02	1.70E-02	3.61E-02	2.53E-03	5.62E-03	2.05E-02	7.25E-03	1.52E-02
0.180	1.400	9.47E-02	1.86E-02	3.93E-02	2.53E-03	5.62E-03	1.70E-02	8.02E-03	1.68E-02
0.180	1.600	9.26E-02	1.99E-02	4.20E-02	2.53E-03	5.62E-03	1.42E-02	8.70E-03	1.82E-02
0.180	1.800	9.12E-02	2.11E-02	4.45E-02	2.53E-03	5.62E-03	1.20E-02	9.30E-03	1.94E-02
0.180	2.000	9.02E-02	2.22E-02	4.66E-02	2.53E-03	5.62E-03	1.01E-02	9.83E-03	2.05E-02
0.180	2.500	8.89E-02	2.42E-02	5.06E-02	2.53E-03	5.62E-03	6.71E-03	1.08E-02	2.25E-02
0.180	3.000	8.83E-02	2.56E-02	5.33E-02	2.53E-03	5.62E-03	4.53E-03	1.15E-02	2.38E-02
0.180	4.000	8.79E-02	2.72E-02	5.65E-02	2.53E-03	5.62E-03	2.08E-03	1.23E-02	2.54E-02
0.180	5.000	8.79E-02	2.79E-02	5.79E-02	2.53E-03	5.62E-03	1.02E-03	1.27E-02	2.61E-02
0.180	7.000	8.79E-02	2.84E-02	5.88E-02	2.53E-03	5.62E-03	3.09E-04	1.29E-02	2.66E-02
0.180	10.000	8.79E-02	2.85E-02	5.91E-02	2.53E-03	5.62E-03	9.88E-05	1.30E-02	2.68E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*********************************************
* Layers:	M6-M5-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.83E-01	4.39E-03	3.48E-02	1.94E-03	1.74E-02	1.17E-01	1.23E-03	8.74E-03
0.180	0.180	2.62E-01	4.60E-03	3.65E-02	1.94E-03	1.74E-02	1.05E-01	1.33E-03	9.59E-03
0.180	0.200	2.44E-01	4.80E-03	3.82E-02	1.94E-03	1.74E-02	9.60E-02	1.43E-03	1.04E-02
0.180	0.250	2.13E-01	5.29E-03	4.21E-02	1.94E-03	1.74E-02	7.84E-02	1.68E-03	1.24E-02
0.180	0.300	1.92E-01	5.78E-03	4.59E-02	1.94E-03	1.74E-02	6.62E-02	1.92E-03	1.43E-02
0.180	0.400	1.67E-01	6.71E-03	5.28E-02	1.94E-03	1.74E-02	5.00E-02	2.38E-03	1.77E-02
0.180	0.500	1.53E-01	7.60E-03	5.89E-02	1.94E-03	1.74E-02	3.97E-02	2.83E-03	2.08E-02
0.180	0.600	1.44E-01	8.43E-03	6.44E-02	1.94E-03	1.74E-02	3.26E-02	3.24E-03	2.35E-02
0.180	0.800	1.35E-01	9.87E-03	7.35E-02	1.94E-03	1.74E-02	2.31E-02	3.96E-03	2.81E-02
0.180	1.000	1.30E-01	1.11E-02	8.06E-02	1.94E-03	1.74E-02	1.72E-02	4.56E-03	3.16E-02
0.180	1.200	1.28E-01	1.20E-02	8.60E-02	1.94E-03	1.74E-02	1.32E-02	5.04E-03	3.43E-02
0.180	1.400	1.26E-01	1.28E-02	9.03E-02	1.94E-03	1.74E-02	1.04E-02	5.42E-03	3.65E-02
0.180	1.600	1.26E-01	1.34E-02	9.37E-02	1.94E-03	1.74E-02	8.28E-03	5.73E-03	3.82E-02
0.180	1.800	1.25E-01	1.39E-02	9.63E-02	1.94E-03	1.74E-02	6.72E-03	5.97E-03	3.95E-02
0.180	2.000	1.25E-01	1.43E-02	9.84E-02	1.94E-03	1.74E-02	5.49E-03	6.16E-03	4.05E-02
0.180	2.500	1.24E-01	1.50E-02	1.02E-01	1.94E-03	1.74E-02	3.42E-03	6.51E-03	4.23E-02
0.180	3.000	1.24E-01	1.53E-02	1.04E-01	1.94E-03	1.74E-02	2.25E-03	6.70E-03	4.33E-02
0.180	4.000	1.24E-01	1.58E-02	1.06E-01	1.94E-03	1.74E-02	1.04E-03	6.92E-03	4.44E-02
0.180	5.000	1.24E-01	1.59E-02	1.07E-01	1.94E-03	1.74E-02	5.59E-04	7.00E-03	4.48E-02
0.180	7.000	1.24E-01	1.61E-02	1.08E-01	1.94E-03	1.74E-02	2.14E-04	7.07E-03	4.51E-02
0.180	10.000	1.24E-01	1.61E-02	1.08E-01	1.94E-03	1.74E-02	8.04E-05	7.09E-03	4.53E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M6-M2-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.160	2.83E-01	3.41E-02	5.22E-03	1.74E-02	2.39E-03	1.17E-01	8.38E-03	1.42E-03
0.180	0.180	2.61E-01	3.57E-02	5.47E-03	1.74E-02	2.39E-03	1.05E-01	9.18E-03	1.54E-03
0.180	0.200	2.44E-01	3.73E-02	5.72E-03	1.74E-02	2.39E-03	9.60E-02	9.97E-03	1.67E-03
0.180	0.250	2.13E-01	4.11E-02	6.33E-03	1.74E-02	2.39E-03	7.84E-02	1.19E-02	1.97E-03
0.180	0.300	1.92E-01	4.47E-02	6.93E-03	1.74E-02	2.39E-03	6.62E-02	1.37E-02	2.27E-03
0.180	0.400	1.66E-01	5.12E-02	8.10E-03	1.74E-02	2.39E-03	5.01E-02	1.69E-02	2.86E-03
0.180	0.500	1.52E-01	5.71E-02	9.19E-03	1.74E-02	2.39E-03	3.98E-02	1.99E-02	3.40E-03
0.180	0.600	1.43E-01	6.23E-02	1.02E-02	1.74E-02	2.39E-03	3.26E-02	2.24E-02	3.91E-03
0.180	0.800	1.33E-01	7.09E-02	1.20E-02	1.74E-02	2.39E-03	2.31E-02	2.68E-02	4.81E-03
