*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.37E-01	1.61E-02	4.57E-03	1.01E-01	5.76E-03
0.162	0.198	2.29E-01	1.64E-02	4.57E-03	9.71E-02	5.91E-03
0.162	0.228	2.08E-01	1.72E-02	4.57E-03	8.69E-02	6.33E-03
0.162	0.268	1.88E-01	1.83E-02	4.57E-03	7.65E-02	6.88E-03
0.162	0.318	1.70E-01	1.97E-02	4.57E-03	6.69E-02	7.56E-03
0.162	0.418	1.45E-01	2.23E-02	4.57E-03	5.42E-02	8.88E-03
0.162	0.518	1.30E-01	2.48E-02	4.57E-03	4.59E-02	1.01E-02
0.162	0.618	1.20E-01	2.72E-02	4.57E-03	4.00E-02	1.13E-02
0.162	0.818	1.06E-01	3.17E-02	4.57E-03	3.20E-02	1.36E-02
0.162	1.018	9.85E-02	3.57E-02	4.57E-03	2.66E-02	1.56E-02
0.162	1.218	9.33E-02	3.94E-02	4.57E-03	2.27E-02	1.74E-02
0.162	1.418	8.98E-02	4.26E-02	4.57E-03	1.97E-02	1.90E-02
0.162	1.618	8.73E-02	4.56E-02	4.57E-03	1.73E-02	2.05E-02
0.162	1.818	8.55E-02	4.83E-02	4.57E-03	1.54E-02	2.19E-02
0.162	2.018	8.41E-02	5.06E-02	4.57E-03	1.38E-02	2.30E-02
0.162	2.518	8.19E-02	5.54E-02	4.57E-03	1.07E-02	2.54E-02
0.162	3.018	8.07E-02	5.93E-02	4.57E-03	8.55E-03	2.74E-02
0.162	4.018	7.96E-02	6.47E-02	4.57E-03	5.86E-03	3.01E-02
0.162	5.018	7.91E-02	6.80E-02	4.57E-03	4.28E-03	3.17E-02
0.162	7.018	7.88E-02	7.19E-02	4.57E-03	2.68E-03	3.36E-02
0.162	10.018	7.87E-02	7.44E-02	4.57E-03	1.66E-03	3.49E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M6 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.41E-01	3.34E-02	1.29E-02	9.76E-02	1.02E-02
0.162	0.198	2.33E-01	3.41E-02	1.29E-02	9.34E-02	1.06E-02
0.162	0.228	2.13E-01	3.63E-02	1.29E-02	8.28E-02	1.17E-02
0.162	0.268	1.94E-01	3.90E-02	1.29E-02	7.20E-02	1.30E-02
0.162	0.318	1.77E-01	4.23E-02	1.29E-02	6.19E-02	1.47E-02
0.162	0.418	1.55E-01	4.84E-02	1.29E-02	4.83E-02	1.77E-02
0.162	0.518	1.42E-01	5.39E-02	1.29E-02	3.94E-02	2.05E-02
0.162	0.618	1.33E-01	5.88E-02	1.29E-02	3.31E-02	2.29E-02
0.162	0.818	1.24E-01	6.72E-02	1.29E-02	2.45E-02	2.71E-02
0.162	1.018	1.19E-01	7.39E-02	1.29E-02	1.91E-02	3.05E-02
0.162	1.218	1.16E-01	7.93E-02	1.29E-02	1.53E-02	3.32E-02
0.162	1.418	1.14E-01	8.35E-02	1.29E-02	1.26E-02	3.53E-02
0.162	1.618	1.13E-01	8.71E-02	1.29E-02	1.05E-02	3.71E-02
0.162	1.818	1.12E-01	9.01E-02	1.29E-02	8.95E-03	3.86E-02
0.162	2.018	1.12E-01	9.26E-02	1.29E-02	7.70E-03	3.98E-02
0.162	2.518	1.11E-01	9.69E-02	1.29E-02	5.60E-03	4.20E-02
0.162	3.018	1.11E-01	9.98E-02	1.29E-02	4.23E-03	4.34E-02
0.162	4.018	1.11E-01	1.03E-01	1.29E-02	2.74E-03	4.52E-02
0.162	5.018	1.11E-01	1.05E-01	1.29E-02	1.99E-03	4.61E-02
0.162	7.018	1.10E-01	1.07E-01	1.29E-02	1.37E-03	4.69E-02
0.162	10.018	1.10E-01	1.08E-01	1.29E-02	9.53E-04	4.76E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-AA *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.47E-01	1.75E-02	6.61E-03	1.06E-01	5.45E-03
1.215	1.485	2.35E-01	1.80E-02	6.61E-03	1.00E-01	5.70E-03
1.215	1.585	2.25E-01	1.85E-02	6.61E-03	9.52E-02	5.92E-03
1.215	1.685	2.16E-01	1.89E-02	6.61E-03	9.06E-02	6.14E-03
1.215	1.785	2.08E-01	1.94E-02	6.61E-03	8.65E-02	6.39E-03
1.215	1.885	2.01E-01	1.98E-02	6.61E-03	8.28E-02	6.60E-03
1.215	1.985	1.95E-01	1.97E-02	6.61E-03	8.02E-02	6.55E-03
1.215	2.085	1.89E-01	2.02E-02	6.61E-03	7.71E-02	6.77E-03
1.215	2.185	1.83E-01	2.06E-02	6.61E-03	7.43E-02	7.00E-03
1.215	2.285	1.78E-01	2.11E-02	6.61E-03	7.18E-02	7.23E-03
1.215	2.785	1.58E-01	2.32E-02	6.61E-03	6.15E-02	8.31E-03
1.215	3.285	1.44E-01	2.54E-02	6.61E-03	5.40E-02	9.40E-03
1.215	4.285	1.26E-01	2.96E-02	6.61E-03	4.35E-02	1.15E-02
1.215	5.285	1.14E-01	3.38E-02	6.61E-03	3.65E-02	1.36E-02
1.215	6.285	1.06E-01	3.75E-02	6.61E-03	3.12E-02	1.55E-02
1.215	7.285	1.00E-01	4.10E-02	6.61E-03	2.71E-02	1.72E-02
1.215	8.285	9.61E-02	4.51E-02	6.61E-03	2.32E-02	1.92E-02
1.215	9.285	9.31E-02	4.82E-02	6.61E-03	2.04E-02	2.08E-02
1.215	10.285	9.08E-02	5.11E-02	6.61E-03	1.80E-02	2.22E-02
------	-------	--------	--------	--------	--------	--------

**********************************
* Layers:	MT2-POLY (on AA) *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.48E-01	1.74E-02	6.76E-03	1.07E-01	5.34E-03
1.215	1.485	2.37E-01	1.79E-02	6.76E-03	1.01E-01	5.57E-03
1.215	1.585	2.26E-01	1.84E-02	6.76E-03	9.58E-02	5.81E-03
1.215	1.685	2.17E-01	1.88E-02	6.76E-03	9.13E-02	6.03E-03
1.215	1.785	2.09E-01	1.93E-02	6.76E-03	8.71E-02	6.26E-03
1.215	1.885	2.02E-01	1.97E-02	6.76E-03	8.34E-02	6.45E-03
1.215	1.985	1.95E-01	2.01E-02	6.76E-03	8.01E-02	6.68E-03
1.215	2.085	1.89E-01	2.06E-02	6.76E-03	7.71E-02	6.93E-03
1.215	2.185	1.84E-01	2.10E-02	6.76E-03	7.43E-02	7.15E-03
1.215	2.285	1.79E-01	2.16E-02	6.76E-03	7.17E-02	7.43E-03
1.215	2.785	1.59E-01	2.38E-02	6.76E-03	6.14E-02	8.51E-03
1.215	3.285	1.45E-01	2.59E-02	6.76E-03	5.39E-02	9.59E-03
1.215	4.285	1.27E-01	3.03E-02	6.76E-03	4.36E-02	1.18E-02
1.215	5.285	1.15E-01	3.44E-02	6.76E-03	3.64E-02	1.38E-02
1.215	6.285	1.07E-01	3.83E-02	6.76E-03	3.12E-02	1.58E-02
1.215	7.285	1.01E-01	4.19E-02	6.76E-03	2.71E-02	1.76E-02
1.215	8.285	9.74E-02	4.51E-02	6.76E-03	2.37E-02	1.92E-02
1.215	9.285	9.43E-02	4.83E-02	6.76E-03	2.09E-02	2.08E-02
1.215	10.285	9.19E-02	5.12E-02	6.76E-03	1.85E-02	2.22E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M1 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.49E-01	1.89E-02	7.51E-03	1.07E-01	5.69E-03
1.215	1.485	2.37E-01	1.94E-02	7.51E-03	1.01E-01	5.94E-03
1.215	1.585	2.27E-01	1.99E-02	7.51E-03	9.55E-02	6.18E-03
1.215	1.685	2.18E-01	2.04E-02	7.51E-03	9.09E-02	6.44E-03
1.215	1.785	2.10E-01	2.09E-02	7.51E-03	8.68E-02	6.70E-03
1.215	1.885	2.02E-01	2.14E-02	7.51E-03	8.31E-02	6.96E-03
1.215	1.985	1.96E-01	2.19E-02	7.51E-03	7.97E-02	7.22E-03
1.215	2.085	1.90E-01	2.25E-02	7.51E-03	7.66E-02	7.49E-03
1.215	2.185	1.84E-01	2.30E-02	7.51E-03	7.38E-02	7.74E-03
1.215	2.285	1.79E-01	2.35E-02	7.51E-03	7.12E-02	8.00E-03
1.215	2.785	1.60E-01	2.59E-02	7.51E-03	6.09E-02	9.21E-03
1.215	3.285	1.46E-01	2.84E-02	7.51E-03	5.33E-02	1.04E-02
1.215	4.285	1.27E-01	3.32E-02	7.51E-03	4.28E-02	1.28E-02
1.215	5.285	1.16E-01	3.75E-02	7.51E-03	3.57E-02	1.50E-02
1.215	6.285	1.08E-01	4.17E-02	7.51E-03	3.03E-02	1.71E-02
1.215	7.285	1.03E-01	4.55E-02	7.51E-03	2.62E-02	1.90E-02
1.215	8.285	9.91E-02	4.90E-02	7.51E-03	2.28E-02	2.08E-02
1.215	9.285	9.61E-02	5.23E-02	7.51E-03	2.00E-02	2.24E-02
1.215	10.285	9.39E-02	5.53E-02	7.51E-03	1.76E-02	2.39E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M2 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.49E-01	2.13E-02	8.69E-03	1.06E-01	6.28E-03
1.215	1.485	2.37E-01	2.19E-02	8.69E-03	1.00E-01	6.59E-03
1.215	1.585	2.27E-01	2.24E-02	8.69E-03	9.49E-02	6.87E-03
1.215	1.685	2.18E-01	2.30E-02	8.69E-03	9.03E-02	7.17E-03
1.215	1.785	2.10E-01	2.36E-02	8.69E-03	8.61E-02	7.47E-03
1.215	1.885	2.03E-01	2.42E-02	8.69E-03	8.24E-02	7.76E-03
1.215	1.985	1.97E-01	2.48E-02	8.69E-03	7.90E-02	8.07E-03
1.215	2.085	1.91E-01	2.54E-02	8.69E-03	7.60E-02	8.35E-03
1.215	2.185	1.85E-01	2.59E-02	8.69E-03	7.31E-02	8.62E-03
1.215	2.285	1.80E-01	2.65E-02	8.69E-03	7.05E-02	8.92E-03
1.215	2.785	1.61E-01	2.94E-02	8.69E-03	6.01E-02	1.04E-02
1.215	3.285	1.47E-01	3.23E-02	8.69E-03	5.24E-02	1.18E-02
1.215	4.285	1.29E-01	3.76E-02	8.69E-03	4.18E-02	1.44E-02
1.215	5.285	1.18E-01	4.25E-02	8.69E-03	3.45E-02	1.69E-02
1.215	6.285	1.11E-01	4.69E-02	8.69E-03	2.92E-02	1.91E-02
1.215	7.285	1.06E-01	5.11E-02	8.69E-03	2.50E-02	2.12E-02
1.215	8.285	1.02E-01	5.49E-02	8.69E-03	2.16E-02	2.31E-02
1.215	9.285	9.96E-02	5.82E-02	8.69E-03	1.88E-02	2.48E-02
1.215	10.285	9.76E-02	6.14E-02	8.69E-03	1.65E-02	2.64E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M3 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.50E-01	2.45E-02	1.03E-02	1.05E-01	7.09E-03
1.215	1.485	2.38E-01	2.53E-02	1.03E-02	9.93E-02	7.46E-03
1.215	1.585	2.28E-01	2.60E-02	1.03E-02	9.41E-02	7.82E-03
1.215	1.685	2.19E-01	2.67E-02	1.03E-02	8.94E-02	8.18E-03
1.215	1.785	2.11E-01	2.74E-02	1.03E-02	8.53E-02	8.53E-03
1.215	1.885	2.04E-01	2.81E-02	1.03E-02	8.15E-02	8.89E-03
1.215	1.985	1.98E-01	2.88E-02	1.03E-02	7.81E-02	9.23E-03
1.215	2.085	1.92E-01	2.95E-02	1.03E-02	7.50E-02	9.58E-03
1.215	2.185	1.87E-01	3.01E-02	1.03E-02	7.21E-02	9.91E-03
1.215	2.285	1.82E-01	3.08E-02	1.03E-02	6.95E-02	1.03E-02
1.215	2.785	1.63E-01	3.42E-02	1.03E-02	5.89E-02	1.20E-02
1.215	3.285	1.49E-01	3.74E-02	1.03E-02	5.12E-02	1.35E-02
1.215	4.285	1.32E-01	4.34E-02	1.03E-02	4.04E-02	1.66E-02
1.215	5.285	1.21E-01	4.89E-02	1.03E-02	3.31E-02	1.93E-02
1.215	6.285	1.15E-01	5.39E-02	1.03E-02	2.78E-02	2.18E-02
1.215	7.285	1.10E-01	5.83E-02	1.03E-02	2.36E-02	2.40E-02
1.215	8.285	1.07E-01	6.24E-02	1.03E-02	2.02E-02	2.60E-02
1.215	9.285	1.04E-01	6.59E-02	1.03E-02	1.75E-02	2.78E-02
1.215	10.285	1.03E-01	6.92E-02	1.03E-02	1.53E-02	2.94E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M4 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.51E-01	2.94E-02	1.27E-02	1.04E-01	8.35E-03
1.215	1.485	2.40E-01	3.03E-02	1.27E-02	9.81E-02	8.78E-03
1.215	1.585	2.30E-01	3.12E-02	1.27E-02	9.29E-02	9.22E-03
1.215	1.685	2.21E-01	3.20E-02	1.27E-02	8.82E-02	9.66E-03
1.215	1.785	2.13E-01	3.29E-02	1.27E-02	8.40E-02	1.01E-02
1.215	1.885	2.06E-01	3.38E-02	1.27E-02	8.02E-02	1.05E-02
1.215	1.985	2.00E-01	3.46E-02	1.27E-02	7.67E-02	1.09E-02
1.215	2.085	1.94E-01	3.54E-02	1.27E-02	7.36E-02	1.14E-02
1.215	2.185	1.89E-01	3.62E-02	1.27E-02	7.07E-02	1.17E-02
1.215	2.285	1.84E-01	3.70E-02	1.27E-02	6.80E-02	1.21E-02
1.215	2.785	1.65E-01	4.10E-02	1.27E-02	5.73E-02	1.41E-02
1.215	3.285	1.52E-01	4.47E-02	1.27E-02	4.95E-02	1.60E-02
1.215	4.285	1.36E-01	5.16E-02	1.27E-02	3.87E-02	1.95E-02
1.215	5.285	1.26E-01	5.78E-02	1.27E-02	3.14E-02	2.25E-02
1.215	6.285	1.20E-01	6.33E-02	1.27E-02	2.60E-02	2.53E-02
1.215	7.285	1.16E-01	6.80E-02	1.27E-02	2.19E-02	2.77E-02
1.215	8.285	1.13E-01	7.24E-02	1.27E-02	1.86E-02	2.98E-02
1.215	9.285	1.11E-01	7.61E-02	1.27E-02	1.59E-02	3.17E-02
1.215	10.285	1.10E-01	7.94E-02	1.27E-02	1.38E-02	3.33E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M5 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.54E-01	3.72E-02	1.66E-02	1.02E-01	1.03E-02
1.215	1.485	2.43E-01	3.83E-02	1.66E-02	9.63E-02	1.09E-02
1.215	1.585	2.33E-01	3.93E-02	1.66E-02	9.10E-02	1.14E-02
1.215	1.685	2.25E-01	4.04E-02	1.66E-02	8.62E-02	1.19E-02
1.215	1.785	2.17E-01	4.15E-02	1.66E-02	8.20E-02	1.24E-02
1.215	1.885	2.10E-01	4.26E-02	1.66E-02	7.81E-02	1.30E-02
1.215	1.985	2.04E-01	4.36E-02	1.66E-02	7.46E-02	1.35E-02
1.215	2.085	1.98E-01	4.46E-02	1.66E-02	7.15E-02	1.40E-02
1.215	2.185	1.93E-01	4.56E-02	1.66E-02	6.86E-02	1.45E-02
1.215	2.285	1.89E-01	4.66E-02	1.66E-02	6.59E-02	1.50E-02
1.215	2.785	1.71E-01	5.14E-02	1.66E-02	5.50E-02	1.74E-02
1.215	3.285	1.58E-01	5.58E-02	1.66E-02	4.72E-02	1.96E-02
1.215	4.285	1.43E-01	6.38E-02	1.66E-02	3.64E-02	2.36E-02
1.215	5.285	1.35E-01	7.08E-02	1.66E-02	2.91E-02	2.71E-02
1.215	6.285	1.29E-01	7.69E-02	1.66E-02	2.39E-02	3.02E-02
1.215	7.285	1.26E-01	8.21E-02	1.66E-02	1.99E-02	3.28E-02
1.215	8.285	1.23E-01	8.65E-02	1.66E-02	1.67E-02	3.49E-02
1.215	9.285	1.22E-01	9.05E-02	1.66E-02	1.42E-02	3.69E-02
1.215	10.285	1.20E-01	9.39E-02	1.66E-02	1.21E-02	3.86E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M6 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.61E-01	5.13E-02	2.38E-02	9.92E-02	1.37E-02
1.215	1.485	2.50E-01	5.28E-02	2.38E-02	9.31E-02	1.45E-02
1.215	1.585	2.41E-01	5.43E-02	2.38E-02	8.77E-02	1.52E-02
1.215	1.685	2.32E-01	5.57E-02	2.38E-02	8.29E-02	1.59E-02
1.215	1.785	2.25E-01	5.71E-02	2.38E-02	7.87E-02	1.66E-02
1.215	1.885	2.18E-01	5.84E-02	2.38E-02	7.48E-02	1.73E-02
1.215	1.985	2.12E-01	5.98E-02	2.38E-02	7.12E-02	1.80E-02
1.215	2.085	2.07E-01	6.11E-02	2.38E-02	6.81E-02	1.86E-02
1.215	2.185	2.02E-01	6.23E-02	2.38E-02	6.52E-02	1.92E-02
1.215	2.285	1.98E-01	6.35E-02	2.38E-02	6.25E-02	1.98E-02
1.215	2.785	1.81E-01	6.95E-02	2.38E-02	5.17E-02	2.28E-02
1.215	3.285	1.70E-01	7.49E-02	2.38E-02	4.39E-02	2.55E-02
1.215	4.285	1.57E-01	8.43E-02	2.38E-02	3.32E-02	3.02E-02
1.215	5.285	1.50E-01	9.21E-02	2.38E-02	2.62E-02	3.41E-02
1.215	6.285	1.45E-01	9.86E-02	2.38E-02	2.11E-02	3.74E-02
1.215	7.285	1.42E-01	1.04E-01	2.38E-02	1.73E-02	4.01E-02
1.215	8.285	1.41E-01	1.09E-01	2.38E-02	1.44E-02	4.24E-02
1.215	9.285	1.39E-01	1.12E-01	2.38E-02	1.21E-02	4.43E-02
1.215	10.285	1.39E-01	1.16E-01	2.38E-02	1.02E-02	4.60E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M7 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.215	1.385	2.82E-01	8.51E-02	4.25E-02	9.32E-02	2.13E-02
1.215	1.485	2.72E-01	8.74E-02	4.25E-02	8.71E-02	2.24E-02
1.215	1.585	2.63E-01	8.94E-02	4.25E-02	8.18E-02	2.35E-02
1.215	1.685	2.56E-01	9.14E-02	4.25E-02	7.71E-02	2.45E-02
1.215	1.785	2.49E-01	9.34E-02	4.25E-02	7.28E-02	2.54E-02
1.215	1.885	2.43E-01	9.52E-02	4.25E-02	6.90E-02	2.64E-02
1.215	1.985	2.38E-01	9.71E-02	4.25E-02	6.55E-02	2.73E-02
1.215	2.085	2.33E-01	9.87E-02	4.25E-02	6.24E-02	2.81E-02
1.215	2.185	2.29E-01	1.00E-01	4.25E-02	5.95E-02	2.90E-02
1.215	2.285	2.25E-01	1.02E-01	4.25E-02	5.69E-02	2.98E-02
1.215	2.785	2.11E-01	1.10E-01	4.25E-02	4.64E-02	3.36E-02
1.215	3.285	2.02E-01	1.16E-01	4.25E-02	3.89E-02	3.68E-02
1.215	4.285	1.91E-01	1.27E-01	4.25E-02	2.88E-02	4.23E-02
1.215	5.285	1.85E-01	1.36E-01	4.25E-02	2.23E-02	4.65E-02
1.215	6.285	1.82E-01	1.42E-01	4.25E-02	1.77E-02	5.00E-02
1.215	7.285	1.80E-01	1.48E-01	4.25E-02	1.43E-02	5.27E-02
1.215	8.285	1.78E-01	1.52E-01	4.25E-02	1.18E-02	5.49E-02
1.215	9.285	1.78E-01	1.56E-01	4.25E-02	9.68E-03	5.67E-02
1.215	10.285	1.77E-01	1.59E-01	4.25E-02	8.02E-03	5.82E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-AA *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.07E-01	2.31E-02	8.58E-03	3.90E-02	7.27E-03
2.430	3.870	1.06E-01	2.34E-02	8.58E-03	3.82E-02	7.42E-03
2.430	4.070	1.03E-01	2.40E-02	8.58E-03	3.67E-02	7.72E-03
2.430	4.370	9.96E-02	2.49E-02	8.58E-03	3.46E-02	8.17E-03
2.430	4.770	9.57E-02	2.60E-02	8.58E-03	3.22E-02	8.69E-03
2.430	5.070	9.31E-02	2.68E-02	8.58E-03	3.06E-02	9.12E-03
2.430	5.370	9.09E-02	2.78E-02	8.58E-03	2.91E-02	9.59E-03
2.430	6.370	8.45E-02	3.05E-02	8.58E-03	2.49E-02	1.09E-02
2.430	7.370	8.02E-02	3.30E-02	8.58E-03	2.17E-02	1.22E-02
2.430	8.370	7.70E-02	3.55E-02	8.58E-03	1.91E-02	1.35E-02
2.430	9.370	7.46E-02	3.77E-02	8.58E-03	1.69E-02	1.46E-02
2.430	10.370	7.27E-02	3.98E-02	8.58E-03	1.50E-02	1.56E-02
------	-------	--------	--------	--------	--------	--------

**********************************
* Layers:     ALRDL-POLY (on AA) *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.08E-01	2.34E-02	8.70E-03	3.94E-02	7.36E-03
2.430	3.870	1.07E-01	2.37E-02	8.70E-03	3.86E-02	7.51E-03
2.430	4.070	1.04E-01	2.43E-02	8.70E-03	3.71E-02	7.80E-03
2.430	4.370	1.01E-01	2.52E-02	8.70E-03	3.50E-02	8.25E-03
2.430	4.770	9.66E-02	2.63E-02	8.70E-03	3.25E-02	8.79E-03
2.430	5.070	9.40E-02	2.71E-02	8.70E-03	3.09E-02	9.22E-03
2.430	5.370	9.17E-02	2.81E-02	8.70E-03	2.94E-02	9.70E-03
2.430	6.370	8.55E-02	3.07E-02	8.70E-03	2.52E-02	1.10E-02
2.430	7.370	8.11E-02	3.33E-02	8.70E-03	2.20E-02	1.23E-02
2.430	8.370	7.79E-02	3.60E-02	8.70E-03	1.93E-02	1.36E-02
2.430	9.370	7.54E-02	3.83E-02	8.70E-03	1.71E-02	1.48E-02
2.430	10.370	7.35E-02	4.04E-02	8.70E-03	1.52E-02	1.58E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M1 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.09E-01	2.48E-02	9.29E-03	3.91E-02	7.73E-03
2.430	3.870	1.07E-01	2.51E-02	9.29E-03	3.82E-02	7.90E-03
2.430	4.070	1.05E-01	2.57E-02	9.29E-03	3.67E-02	8.22E-03
2.430	4.370	1.01E-01	2.67E-02	9.29E-03	3.46E-02	8.69E-03
2.430	4.770	9.71E-02	2.79E-02	9.29E-03	3.22E-02	9.31E-03
2.430	5.070	9.45E-02	2.88E-02	9.29E-03	3.05E-02	9.77E-03
2.430	5.370	9.22E-02	2.96E-02	9.29E-03	2.90E-02	1.02E-02
2.430	6.370	8.62E-02	3.26E-02	9.29E-03	2.48E-02	1.16E-02
2.430	7.370	8.19E-02	3.53E-02	9.29E-03	2.15E-02	1.30E-02
2.430	8.370	7.88E-02	3.80E-02	9.29E-03	1.88E-02	1.43E-02
2.430	9.370	7.64E-02	4.04E-02	9.29E-03	1.66E-02	1.56E-02
2.430	10.370	7.46E-02	4.26E-02	9.29E-03	1.47E-02	1.66E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M2 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.09E-01	2.67E-02	1.01E-02	3.86E-02	8.26E-03
2.430	3.870	1.08E-01	2.70E-02	1.01E-02	3.78E-02	8.44E-03
2.430	4.070	1.05E-01	2.77E-02	1.01E-02	3.62E-02	8.78E-03
2.430	4.370	1.02E-01	2.88E-02	1.01E-02	3.41E-02	9.30E-03
2.430	4.770	9.78E-02	3.01E-02	1.01E-02	3.16E-02	9.96E-03
2.430	5.070	9.53E-02	3.11E-02	1.01E-02	3.00E-02	1.05E-02
2.430	5.370	9.31E-02	3.19E-02	1.01E-02	2.84E-02	1.09E-02
2.430	6.370	8.72E-02	3.51E-02	1.01E-02	2.42E-02	1.25E-02
2.430	7.370	8.30E-02	3.81E-02	1.01E-02	2.08E-02	1.40E-02
2.430	8.370	8.00E-02	4.08E-02	1.01E-02	1.81E-02	1.53E-02
2.430	9.370	7.78E-02	4.33E-02	1.01E-02	1.59E-02	1.66E-02
2.430	10.370	7.61E-02	4.56E-02	1.01E-02	1.40E-02	1.77E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M3 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.10E-01	2.89E-02	1.12E-02	3.80E-02	8.87E-03
2.430	3.870	1.09E-01	2.93E-02	1.12E-02	3.72E-02	9.06E-03
2.430	4.070	1.06E-01	3.00E-02	1.12E-02	3.56E-02	9.43E-03
