*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	4.370	1.03E-01	3.13E-02	1.12E-02	3.35E-02	1.00E-02
2.430	4.770	9.89E-02	3.26E-02	1.12E-02	3.10E-02	1.07E-02
2.430	5.070	9.64E-02	3.36E-02	1.12E-02	2.93E-02	1.12E-02
2.430	5.370	9.42E-02	3.48E-02	1.12E-02	2.77E-02	1.18E-02
2.430	6.370	8.85E-02	3.82E-02	1.12E-02	2.35E-02	1.35E-02
2.430	7.370	8.45E-02	4.13E-02	1.12E-02	2.01E-02	1.51E-02
2.430	8.370	8.17E-02	4.42E-02	1.12E-02	1.74E-02	1.65E-02
2.430	9.370	7.96E-02	4.69E-02	1.12E-02	1.52E-02	1.78E-02
2.430	10.370	7.80E-02	4.92E-02	1.12E-02	1.33E-02	1.90E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M4 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.11E-01	3.17E-02	1.24E-02	3.73E-02	9.66E-03
2.430	3.870	1.10E-01	3.22E-02	1.24E-02	3.65E-02	9.87E-03
2.430	4.070	1.07E-01	3.30E-02	1.24E-02	3.49E-02	1.03E-02
2.430	4.370	1.04E-01	3.42E-02	1.24E-02	3.27E-02	1.09E-02
2.430	4.770	1.00E-01	3.58E-02	1.24E-02	3.02E-02	1.17E-02
2.430	5.070	9.78E-02	3.70E-02	1.24E-02	2.85E-02	1.23E-02
2.430	5.370	9.57E-02	3.82E-02	1.24E-02	2.70E-02	1.29E-02
2.430	6.370	9.02E-02	4.18E-02	1.24E-02	2.26E-02	1.47E-02
2.430	7.370	8.64E-02	4.51E-02	1.24E-02	1.92E-02	1.63E-02
2.430	8.370	8.38E-02	4.83E-02	1.24E-02	1.65E-02	1.79E-02
2.430	9.370	8.19E-02	5.10E-02	1.24E-02	1.43E-02	1.93E-02
2.430	10.370	8.05E-02	5.35E-02	1.24E-02	1.24E-02	2.05E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M5 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.12E-01	3.53E-02	1.40E-02	3.65E-02	1.07E-02
2.430	3.870	1.11E-01	3.58E-02	1.40E-02	3.56E-02	1.09E-02
2.430	4.070	1.09E-01	3.67E-02	1.40E-02	3.40E-02	1.14E-02
2.430	4.370	1.05E-01	3.80E-02	1.40E-02	3.19E-02	1.20E-02
2.430	4.770	1.02E-01	3.98E-02	1.40E-02	2.93E-02	1.29E-02
2.430	5.070	9.96E-02	4.10E-02	1.40E-02	2.76E-02	1.35E-02
2.430	5.370	9.76E-02	4.23E-02	1.40E-02	2.60E-02	1.42E-02
2.430	6.370	9.24E-02	4.63E-02	1.40E-02	2.16E-02	1.62E-02
2.430	7.370	8.89E-02	4.99E-02	1.40E-02	1.82E-02	1.79E-02
2.430	8.370	8.65E-02	5.32E-02	1.40E-02	1.55E-02	1.96E-02
2.430	9.370	8.47E-02	5.60E-02	1.40E-02	1.33E-02	2.10E-02
2.430	10.370	8.35E-02	5.86E-02	1.40E-02	1.14E-02	2.23E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M6 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.14E-01	3.99E-02	1.60E-02	3.54E-02	1.20E-02
2.430	3.870	1.13E-01	4.04E-02	1.60E-02	3.45E-02	1.22E-02
2.430	4.070	1.11E-01	4.14E-02	1.60E-02	3.29E-02	1.27E-02
2.430	4.370	1.08E-01	4.30E-02	1.60E-02	3.07E-02	1.35E-02
2.430	4.770	1.04E-01	4.48E-02	1.60E-02	2.81E-02	1.44E-02
2.430	5.070	1.02E-01	4.62E-02	1.60E-02	2.64E-02	1.51E-02
2.430	5.370	1.00E-01	4.77E-02	1.60E-02	2.48E-02	1.58E-02
2.430	6.370	9.54E-02	5.19E-02	1.60E-02	2.04E-02	1.79E-02
2.430	7.370	9.22E-02	5.57E-02	1.60E-02	1.70E-02	1.99E-02
2.430	8.370	9.00E-02	5.92E-02	1.60E-02	1.43E-02	2.16E-02
2.430	9.370	8.85E-02	6.22E-02	1.60E-02	1.21E-02	2.31E-02
2.430	10.370	8.75E-02	6.49E-02	1.60E-02	1.04E-02	2.45E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:     ALRDL-M7 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	1.17E-01	4.58E-02	1.87E-02	3.40E-02	1.36E-02
2.430	3.870	1.16E-01	4.64E-02	1.87E-02	3.32E-02	1.38E-02
2.430	4.070	1.14E-01	4.75E-02	1.87E-02	3.16E-02	1.44E-02
2.430	4.370	1.11E-01	4.93E-02	1.87E-02	2.93E-02	1.53E-02
2.430	4.770	1.08E-01	5.13E-02	1.87E-02	2.67E-02	1.63E-02
2.430	5.070	1.06E-01	5.29E-02	1.87E-02	2.50E-02	1.71E-02
2.430	5.370	1.04E-01	5.45E-02	1.87E-02	2.34E-02	1.79E-02
2.430	6.370	9.95E-02	5.91E-02	1.87E-02	1.90E-02	2.02E-02
2.430	7.370	9.67E-02	6.32E-02	1.87E-02	1.57E-02	2.22E-02
2.430	8.370	9.48E-02	6.68E-02	1.87E-02	1.30E-02	2.40E-02
2.430	9.370	9.36E-02	6.99E-02	1.87E-02	1.09E-02	2.56E-02
2.430	10.370	9.27E-02	7.26E-02	1.87E-02	9.16E-03	2.70E-02
------	-------	--------	--------	--------	--------	--------

*************************
* Layers:     ALRDL-MT2 *
*************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
2.430	3.770	2.36E-01	1.99E-01	1.06E-01	1.76E-02	4.63E-02
2.430	3.870	2.36E-01	2.00E-01	1.06E-01	1.69E-02	4.69E-02
2.430	4.070	2.35E-01	2.02E-01	1.06E-01	1.55E-02	4.79E-02
2.430	4.370	2.35E-01	2.05E-01	1.06E-01	1.37E-02	4.93E-02
2.430	4.770	2.34E-01	2.08E-01	1.06E-01	1.17E-02	5.10E-02
2.430	5.070	2.33E-01	2.11E-01	1.06E-01	1.04E-02	5.22E-02
2.430	5.370	2.33E-01	2.13E-01	1.06E-01	9.31E-03	5.32E-02
2.430	6.370	2.32E-01	2.18E-01	1.06E-01	6.52E-03	5.57E-02
2.430	7.370	2.32E-01	2.21E-01	1.06E-01	4.68E-03	5.75E-02
2.430	8.370	2.32E-01	2.24E-01	1.06E-01	3.47E-03	5.87E-02
2.430	9.370	2.32E-01	2.25E-01	1.06E-01	2.67E-03	5.96E-02
2.430	10.370	2.32E-01	2.26E-01	1.06E-01	2.18E-03	6.01E-02
------	-------	--------	--------	--------	--------	--------

**********************************
* Layers:	POLY-FIELD_OXIDE *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.117	0.153	1.94E-01	2.89E-02	9.89E-03	7.58E-02	9.52E-03
0.117	0.163	1.87E-01	2.98E-02	9.89E-03	7.21E-02	9.97E-03
0.117	0.193	1.70E-01	3.20E-02	9.89E-03	6.26E-02	1.11E-02
0.117	0.223	1.57E-01	3.45E-02	9.89E-03	5.55E-02	1.23E-02
0.117	0.263	1.45E-01	3.74E-02	9.89E-03	4.83E-02	1.37E-02
0.117	0.313	1.34E-01	4.08E-02	9.89E-03	4.16E-02	1.54E-02
0.117	0.413	1.21E-01	4.71E-02	9.89E-03	3.23E-02	1.86E-02
0.117	0.513	1.13E-01	5.27E-02	9.89E-03	2.62E-02	2.14E-02
0.117	0.613	1.08E-01	5.75E-02	9.89E-03	2.17E-02	2.38E-02
0.117	0.813	1.03E-01	6.54E-02	9.89E-03	1.58E-02	2.78E-02
0.117	1.013	1.01E-01	7.15E-02	9.89E-03	1.20E-02	3.08E-02
0.117	1.213	9.93E-02	7.61E-02	9.89E-03	9.48E-03	3.31E-02
0.117	1.413	9.86E-02	7.93E-02	9.89E-03	7.71E-03	3.47E-02
0.117	1.613	9.81E-02	8.21E-02	9.89E-03	6.34E-03	3.61E-02
0.117	1.813	9.78E-02	8.42E-02	9.89E-03	5.32E-03	3.72E-02
0.117	2.013	9.77E-02	8.60E-02	9.89E-03	4.54E-03	3.80E-02
0.117	2.513	9.74E-02	8.88E-02	9.89E-03	3.23E-03	3.94E-02
0.117	3.013	9.73E-02	9.07E-02	9.89E-03	2.45E-03	4.04E-02
0.117	4.013	9.73E-02	9.26E-02	9.89E-03	1.68E-03	4.14E-02
0.117	5.013	9.72E-02	9.37E-02	9.89E-03	1.26E-03	4.19E-02
0.117	7.013	9.72E-02	9.48E-02	9.89E-03	8.92E-04	4.25E-02
0.117	10.013	9.73E-02	9.55E-02	9.89E-03	6.53E-04	4.28E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M1-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.130	0.147	2.46E-01	1.64E-02	4.80E-03	1.06E-01	5.82E-03
0.130	0.167	2.26E-01	1.72E-02	4.80E-03	9.60E-02	6.19E-03
0.130	0.187	2.10E-01	1.80E-02	4.80E-03	8.77E-02	6.58E-03
0.130	0.227	1.86E-01	1.94E-02	4.80E-03	7.52E-02	7.31E-03
0.130	0.267	1.68E-01	2.09E-02	4.80E-03	6.62E-02	8.03E-03
0.130	0.317	1.52E-01	2.26E-02	4.80E-03	5.79E-02	8.89E-03
0.130	0.417	1.32E-01	2.58E-02	4.80E-03	4.67E-02	1.05E-02
0.130	0.517	1.19E-01	2.90E-02	4.80E-03	3.93E-02	1.21E-02
0.130	0.617	1.11E-01	3.20E-02	4.80E-03	3.40E-02	1.36E-02
0.130	0.817	9.98E-02	3.74E-02	4.80E-03	2.67E-02	1.63E-02
0.130	1.017	9.36E-02	4.22E-02	4.80E-03	2.18E-02	1.87E-02
0.130	1.217	8.98E-02	4.64E-02	4.80E-03	1.83E-02	2.08E-02
0.130	1.417	8.72E-02	5.00E-02	4.80E-03	1.55E-02	2.26E-02
0.130	1.617	8.55E-02	5.32E-02	4.80E-03	1.34E-02	2.42E-02
0.130	1.817	8.43E-02	5.60E-02	4.80E-03	1.17E-02	2.56E-02
0.130	2.017	8.34E-02	5.84E-02	4.80E-03	1.02E-02	2.68E-02
0.130	2.517	8.21E-02	6.31E-02	4.80E-03	7.62E-03	2.91E-02
0.130	3.017	8.15E-02	6.65E-02	4.80E-03	5.89E-03	3.09E-02
0.130	4.017	8.09E-02	7.08E-02	4.80E-03	3.91E-03	3.30E-02
0.130	5.017	8.07E-02	7.32E-02	4.80E-03	2.79E-03	3.42E-02
0.130	7.017	8.06E-02	7.60E-02	4.80E-03	1.71E-03	3.56E-02
0.130	10.017	8.06E-02	7.75E-02	4.80E-03	1.18E-03	3.63E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M1-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.130	0.147	2.50E-01	3.01E-02	1.16E-02	1.03E-01	9.25E-03
0.130	0.167	2.30E-01	3.18E-02	1.16E-02	9.29E-02	1.01E-02
0.130	0.187	2.14E-01	3.34E-02	1.16E-02	8.44E-02	1.09E-02
0.130	0.227	1.90E-01	3.66E-02	1.16E-02	7.14E-02	1.25E-02
0.130	0.267	1.74E-01	3.96E-02	1.16E-02	6.19E-02	1.40E-02
0.130	0.317	1.59E-01	4.33E-02	1.16E-02	5.31E-02	1.59E-02
0.130	0.417	1.41E-01	5.01E-02	1.16E-02	4.11E-02	1.93E-02
0.130	0.517	1.30E-01	5.60E-02	1.16E-02	3.32E-02	2.22E-02
0.130	0.617	1.24E-01	6.13E-02	1.16E-02	2.75E-02	2.49E-02
0.130	0.817	1.16E-01	7.01E-02	1.16E-02	2.00E-02	2.93E-02
0.130	1.017	1.13E-01	7.69E-02	1.16E-02	1.52E-02	3.27E-02
0.130	1.217	1.11E-01	8.22E-02	1.16E-02	1.19E-02	3.53E-02
0.130	1.417	1.10E-01	8.62E-02	1.16E-02	9.58E-03	3.73E-02
0.130	1.617	1.09E-01	8.95E-02	1.16E-02	7.87E-03	3.90E-02
0.130	1.817	1.09E-01	9.21E-02	1.16E-02	6.58E-03	4.03E-02
0.130	2.017	1.08E-01	9.42E-02	1.16E-02	5.59E-03	4.13E-02
0.130	2.517	1.08E-01	9.78E-02	1.16E-02	3.94E-03	4.31E-02
0.130	3.017	1.08E-01	9.99E-02	1.16E-02	2.93E-03	4.42E-02
0.130	4.017	1.08E-01	1.02E-01	1.16E-02	1.90E-03	4.55E-02
0.130	5.017	1.08E-01	1.04E-01	1.16E-02	1.49E-03	4.60E-02
0.130	7.017	1.08E-01	1.05E-01	1.16E-02	1.02E-03	4.66E-02
0.130	10.017	1.08E-01	1.06E-01	1.16E-02	7.60E-04	4.70E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M2-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.31E-01	1.40E-02	3.51E-03	9.96E-02	5.25E-03
0.162	0.198	2.23E-01	1.43E-02	3.51E-03	9.55E-02	5.37E-03
0.162	0.228	2.03E-01	1.49E-02	3.51E-03	8.54E-02	5.70E-03
0.162	0.268	1.83E-01	1.58E-02	3.51E-03	7.52E-02	6.16E-03
0.162	0.318	1.64E-01	1.69E-02	3.51E-03	6.57E-02	6.68E-03
0.162	0.418	1.40E-01	1.90E-02	3.51E-03	5.32E-02	7.74E-03
0.162	0.518	1.25E-01	2.10E-02	3.51E-03	4.52E-02	8.72E-03
0.162	0.618	1.15E-01	2.28E-02	3.51E-03	3.96E-02	9.67E-03
0.162	0.818	1.02E-01	2.64E-02	3.51E-03	3.19E-02	1.15E-02
0.162	1.018	9.38E-02	2.97E-02	3.51E-03	2.69E-02	1.31E-02
0.162	1.218	8.85E-02	3.27E-02	3.51E-03	2.32E-02	1.46E-02
0.162	1.418	8.48E-02	3.55E-02	3.51E-03	2.04E-02	1.60E-02
0.162	1.618	8.20E-02	3.81E-02	3.52E-03	1.81E-02	1.73E-02
0.162	1.818	8.00E-02	4.04E-02	3.52E-03	1.63E-02	1.85E-02
0.162	2.018	7.85E-02	4.27E-02	3.52E-03	1.47E-02	1.96E-02
0.162	2.518	7.59E-02	4.72E-02	3.51E-03	1.16E-02	2.19E-02
0.162	3.018	7.44E-02	5.08E-02	3.51E-03	9.50E-03	2.36E-02
0.162	4.018	7.30E-02	5.61E-02	3.51E-03	6.62E-03	2.63E-02
0.162	5.018	7.24E-02	5.97E-02	3.51E-03	4.91E-03	2.81E-02
0.162	7.018	7.19E-02	6.37E-02	3.51E-03	3.13E-03	3.01E-02
0.162	10.018	7.18E-02	6.68E-02	3.51E-03	1.89E-03	3.16E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M2-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.31E-01	1.77E-02	5.31E-03	9.89E-02	6.17E-03
0.162	0.198	2.23E-01	1.80E-02	5.31E-03	9.48E-02	6.34E-03
0.162	0.228	2.03E-01	1.90E-02	5.31E-03	8.46E-02	6.83E-03
0.162	0.268	1.84E-01	2.03E-02	5.31E-03	7.43E-02	7.47E-03
0.162	0.318	1.65E-01	2.18E-02	5.31E-03	6.47E-02	8.24E-03
0.162	0.418	1.42E-01	2.49E-02	5.31E-03	5.20E-02	9.78E-03
0.162	0.518	1.27E-01	2.77E-02	5.31E-03	4.37E-02	1.12E-02
0.162	0.618	1.17E-01	3.04E-02	5.31E-03	3.78E-02	1.25E-02
0.162	0.818	1.05E-01	3.54E-02	5.31E-03	2.99E-02	1.50E-02
0.162	1.018	9.73E-02	3.99E-02	5.31E-03	2.45E-02	1.73E-02
0.162	1.218	9.27E-02	4.38E-02	5.32E-03	2.07E-02	1.93E-02
0.162	1.418	8.96E-02	4.74E-02	5.31E-03	1.77E-02	2.10E-02
0.162	1.618	8.75E-02	5.05E-02	5.31E-03	1.54E-02	2.26E-02
0.162	1.818	8.59E-02	5.33E-02	5.31E-03	1.35E-02	2.40E-02
0.162	2.018	8.48E-02	5.57E-02	5.31E-03	1.20E-02	2.52E-02
0.162	2.518	8.31E-02	6.06E-02	5.31E-03	9.05E-03	2.76E-02
0.162	3.018	8.22E-02	6.43E-02	5.31E-03	7.09E-03	2.95E-02
0.162	4.018	8.14E-02	6.92E-02	5.31E-03	4.72E-03	3.20E-02
0.162	5.018	8.11E-02	7.19E-02	5.31E-03	3.45E-03	3.33E-02
0.162	7.018	8.10E-02	7.52E-02	5.31E-03	2.12E-03	3.50E-02
0.162	10.018	8.09E-02	7.71E-02	5.31E-03	1.41E-03	3.59E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M2-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.35E-01	3.31E-02	1.29E-02	9.56E-02	1.01E-02
0.162	0.198	2.28E-01	3.38E-02	1.29E-02	9.14E-02	1.04E-02
0.162	0.228	2.08E-01	3.60E-02	1.29E-02	8.08E-02	1.15E-02
0.162	0.268	1.89E-01	3.89E-02	1.29E-02	7.01E-02	1.30E-02
0.162	0.318	1.72E-01	4.22E-02	1.29E-02	6.01E-02	1.47E-02
0.162	0.418	1.50E-01	4.83E-02	1.29E-02	4.66E-02	1.77E-02
0.162	0.518	1.38E-01	5.38E-02	1.29E-02	3.78E-02	2.04E-02
0.162	0.618	1.30E-01	5.87E-02	1.29E-02	3.16E-02	2.29E-02
0.162	0.818	1.20E-01	6.70E-02	1.29E-02	2.33E-02	2.70E-02
0.162	1.018	1.16E-01	7.37E-02	1.29E-02	1.79E-02	3.04E-02
0.162	1.218	1.13E-01	7.91E-02	1.29E-02	1.43E-02	3.31E-02
0.162	1.418	1.11E-01	8.34E-02	1.29E-02	1.16E-02	3.52E-02
0.162	1.618	1.10E-01	8.68E-02	1.29E-02	9.71E-03	3.70E-02
0.162	1.818	1.10E-01	8.95E-02	1.29E-02	8.18E-03	3.83E-02
0.162	2.018	1.09E-01	9.17E-02	1.29E-02	7.07E-03	3.94E-02
0.162	2.518	1.09E-01	9.60E-02	1.29E-02	5.05E-03	4.15E-02
0.162	3.018	1.09E-01	9.87E-02	1.29E-02	3.82E-03	4.29E-02
0.162	4.018	1.08E-01	1.02E-01	1.29E-02	2.45E-03	4.44E-02
0.162	5.018	1.08E-01	1.03E-01	1.29E-02	1.79E-03	4.53E-02
0.162	7.018	1.08E-01	1.05E-01	1.29E-02	1.24E-03	4.59E-02
0.162	10.018	1.08E-01	1.06E-01	1.29E-02	8.98E-04	4.65E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M3-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.31E-01	1.14E-02	2.36E-03	1.00E-01	4.54E-03
0.162	0.198	2.23E-01	1.16E-02	2.36E-03	9.60E-02	4.63E-03
0.162	0.228	2.02E-01	1.21E-02	2.36E-03	8.58E-02	4.89E-03
0.162	0.268	1.82E-01	1.28E-02	2.36E-03	7.56E-02	5.20E-03
0.162	0.318	1.64E-01	1.35E-02	2.36E-03	6.63E-02	5.59E-03
0.162	0.418	1.40E-01	1.51E-02	2.36E-03	5.39E-02	6.35E-03
0.162	0.518	1.24E-01	1.64E-02	2.36E-03	4.60E-02	7.04E-03
0.162	0.618	1.14E-01	1.78E-02	2.36E-03	4.05E-02	7.72E-03
0.162	0.818	1.00E-01	2.04E-02	2.36E-03	3.32E-02	9.00E-03
0.162	1.018	9.16E-02	2.27E-02	2.36E-03	2.84E-02	1.02E-02
0.162	1.218	8.59E-02	2.49E-02	2.36E-03	2.50E-02	1.13E-02
0.162	1.418	8.18E-02	2.70E-02	2.36E-03	2.24E-02	1.23E-02
0.162	1.618	7.87E-02	2.89E-02	2.36E-03	2.02E-02	1.33E-02
0.162	1.818	7.62E-02	3.07E-02	2.36E-03	1.84E-02	1.42E-02
0.162	2.018	7.43E-02	3.25E-02	2.36E-03	1.69E-02	1.51E-02
0.162	2.518	7.10E-02	3.63E-02	2.36E-03	1.39E-02	1.70E-02
0.162	3.018	6.89E-02	3.96E-02	2.36E-03	1.17E-02	1.86E-02
0.162	4.018	6.67E-02	4.47E-02	2.36E-03	8.61E-03	2.12E-02
0.162	5.018	6.57E-02	4.85E-02	2.36E-03	6.71E-03	2.31E-02
0.162	7.018	6.47E-02	5.33E-02	2.36E-03	4.37E-03	2.55E-02
0.162	10.018	6.43E-02	5.71E-02	2.36E-03	2.79E-03	2.74E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M3-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.31E-01	1.29E-02	3.05E-03	9.98E-02	4.94E-03
0.162	0.198	2.23E-01	1.32E-02	3.05E-03	9.57E-02	5.05E-03
0.162	0.228	2.03E-01	1.38E-02	3.05E-03	8.55E-02	5.36E-03
0.162	0.268	1.83E-01	1.45E-02	3.05E-03	7.54E-02	5.73E-03
0.162	0.318	1.64E-01	1.55E-02	3.05E-03	6.60E-02	6.21E-03
0.162	0.418	1.40E-01	1.73E-02	3.05E-03	5.36E-02	7.14E-03
0.162	0.518	1.25E-01	1.91E-02	3.05E-03	4.56E-02	8.04E-03
0.162	0.618	1.14E-01	2.08E-02	3.05E-03	4.00E-02	8.87E-03
0.162	0.818	1.01E-01	2.40E-02	3.05E-03	3.25E-02	1.05E-02
0.162	1.018	9.27E-02	2.69E-02	3.05E-03	2.75E-02	1.19E-02
0.162	1.218	8.72E-02	2.97E-02	3.05E-03	2.39E-02	1.33E-02
0.162	1.418	8.33E-02	3.21E-02	3.05E-03	2.11E-02	1.45E-02
0.162	1.618	8.04E-02	3.45E-02	3.05E-03	1.89E-02	1.57E-02
0.162	1.818	7.82E-02	3.67E-02	3.05E-03	1.70E-02	1.68E-02
0.162	2.018	7.65E-02	3.87E-02	3.05E-03	1.54E-02	1.78E-02
0.162	2.518	7.37E-02	4.31E-02	3.05E-03	1.24E-02	2.00E-02
0.162	3.018	7.20E-02	4.66E-02	3.05E-03	1.02E-02	2.18E-02
0.162	4.018	7.03E-02	5.18E-02	3.05E-03	7.27E-03	2.44E-02
0.162	5.018	6.95E-02	5.55E-02	3.05E-03	5.46E-03	2.62E-02
0.162	7.018	6.90E-02	5.99E-02	3.05E-03	3.44E-03	2.84E-02
0.162	10.018	6.88E-02	6.32E-02	3.05E-03	2.15E-03	3.01E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.31E-01	1.60E-02	4.57E-03	9.92E-02	5.73E-03
0.162	0.198	2.23E-01	1.63E-02	4.57E-03	9.51E-02	5.88E-03
0.162	0.228	2.03E-01	1.72E-02	4.57E-03	8.49E-02	6.30E-03
0.162	0.268	1.83E-01	1.83E-02	4.57E-03	7.46E-02	6.86E-03
0.162	0.318	1.65E-01	1.96E-02	4.57E-03	6.51E-02	7.53E-03
0.162	0.418	1.41E-01	2.23E-02	4.57E-03	5.25E-02	8.85E-03
0.162	0.518	1.26E-01	2.48E-02	4.57E-03	4.43E-02	1.01E-02
0.162	0.618	1.16E-01	2.72E-02	4.57E-03	3.86E-02	1.13E-02
0.162	0.818	1.03E-01	3.17E-02	4.57E-03	3.07E-02	1.36E-02
0.162	1.018	9.55E-02	3.57E-02	4.57E-03	2.54E-02	1.56E-02
0.162	1.218	9.06E-02	3.94E-02	4.57E-03	2.16E-02	1.74E-02
0.162	1.418	8.72E-02	4.27E-02	4.57E-03	1.87E-02	1.90E-02
0.162	1.618	8.49E-02	4.56E-02	4.57E-03	1.63E-02	2.05E-02
0.162	1.818	8.31E-02	4.82E-02	4.57E-03	1.44E-02	2.18E-02
0.162	2.018	8.19E-02	5.06E-02	4.57E-03	1.29E-02	2.30E-02
0.162	2.518	7.98E-02	5.54E-02	4.57E-03	9.93E-03	2.54E-02
0.162	3.018	7.88E-02	5.90E-02	4.57E-03	7.86E-03	2.72E-02
0.162	4.018	7.78E-02	6.41E-02	4.57E-03	5.32E-03	2.98E-02
0.162	5.018	7.74E-02	6.72E-02	4.57E-03	3.85E-03	3.13E-02
0.162	7.018	7.72E-02	7.07E-02	4.57E-03	2.43E-03	3.31E-02
0.162	10.018	7.71E-02	7.30E-02	4.57E-03	1.47E-03	3.42E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.188	2.35E-01	3.31E-02	1.29E-02	9.56E-02	1.01E-02
