*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****             Interconnect Capacitance Table           ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*************************************
* Layers:     ALRDL-M7-POLY (on AA) *
*************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.96E-01	4.94E-03	5.51E-03	1.32E-03	1.50E-03	1.32E-01	1.81E-03	2.00E-03
0.180	0.160	2.82E-01	5.03E-03	5.61E-03	1.32E-03	1.50E-03	1.25E-01	1.85E-03	2.05E-03
0.180	0.180	2.60E-01	5.18E-03	5.78E-03	1.32E-03	1.50E-03	1.14E-01	1.93E-03	2.14E-03
0.180	0.200	2.41E-01	5.33E-03	5.94E-03	1.32E-03	1.50E-03	1.05E-01	2.00E-03	2.22E-03
0.180	0.250	2.08E-01	5.67E-03	6.33E-03	1.32E-03	1.50E-03	8.80E-02	2.17E-03	2.41E-03
0.180	0.300	1.85E-01	6.00E-03	6.70E-03	1.32E-03	1.50E-03	7.65E-02	2.34E-03	2.60E-03
0.180	0.400	1.55E-01	6.65E-03	7.43E-03	1.32E-03	1.50E-03	6.16E-02	2.66E-03	2.97E-03
0.180	0.500	1.37E-01	7.25E-03	8.12E-03	1.32E-03	1.50E-03	5.24E-02	2.96E-03	3.31E-03
0.180	0.600	1.25E-01	7.83E-03	8.78E-03	1.32E-03	1.50E-03	4.60E-02	3.25E-03	3.64E-03
0.180	0.800	1.09E-01	8.92E-03	1.00E-02	1.32E-03	1.50E-03	3.76E-02	3.80E-03	4.26E-03
0.180	1.000	9.86E-02	9.98E-03	1.12E-02	1.32E-03	1.50E-03	3.22E-02	4.33E-03	4.86E-03
0.180	1.200	9.17E-02	1.10E-02	1.24E-02	1.32E-03	1.50E-03	2.84E-02	4.84E-03	5.43E-03
0.180	1.400	8.67E-02	1.20E-02	1.35E-02	1.32E-03	1.50E-03	2.55E-02	5.33E-03	5.99E-03
0.180	1.600	8.30E-02	1.29E-02	1.46E-02	1.32E-03	1.50E-03	2.31E-02	5.81E-03	6.53E-03
0.180	1.800	8.00E-02	1.38E-02	1.56E-02	1.32E-03	1.50E-03	2.11E-02	6.26E-03	7.04E-03
0.180	2.000	7.77E-02	1.48E-02	1.66E-02	1.32E-03	1.50E-03	1.95E-02	6.73E-03	7.57E-03
0.180	2.500	7.35E-02	1.69E-02	1.90E-02	1.32E-03	1.50E-03	1.61E-02	7.77E-03	8.74E-03
0.180	3.000	7.10E-02	1.88E-02	2.11E-02	1.32E-03	1.50E-03	1.35E-02	8.74E-03	9.82E-03
0.180	4.000	6.80E-02	2.18E-02	2.45E-02	1.32E-03	1.50E-03	9.74E-03	1.02E-02	1.15E-02
0.180	5.000	6.66E-02	2.41E-02	2.71E-02	1.32E-03	1.50E-03	7.08E-03	1.14E-02	1.28E-02
0.180	7.000	6.55E-02	2.71E-02	3.04E-02	1.32E-03	1.50E-03	3.78E-03	1.29E-02	1.45E-02
0.180	10.000	6.51E-02	2.92E-02	3.28E-02	1.32E-03	1.50E-03	1.51E-03	1.39E-02	1.57E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************************
* Layers:     ALRDL-MT2-POLY (on AA) *
**************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
1.350	1.250	3.43E-01	1.59E-02	1.10E-01	8.15E-03	6.29E-02	1.06E-01	3.89E-03	2.35E-02
1.350	1.350	3.29E-01	1.65E-02	1.13E-01	8.15E-03	6.29E-02	9.80E-02	4.16E-03	2.48E-02
1.350	1.450	3.18E-01	1.70E-02	1.15E-01	8.15E-03	6.29E-02	9.09E-02	4.43E-03	2.61E-02
1.350	1.550	3.09E-01	1.76E-02	1.18E-01	8.15E-03	6.29E-02	8.47E-02	4.70E-03	2.73E-02
1.350	1.650	3.00E-01	1.81E-02	1.20E-01	8.15E-03	6.29E-02	7.91E-02	4.97E-03	2.86E-02
1.350	1.750	2.93E-01	1.86E-02	1.22E-01	8.15E-03	6.29E-02	7.42E-02	5.24E-03	2.96E-02
1.350	1.850	2.87E-01	1.92E-02	1.24E-01	8.15E-03	6.29E-02	6.97E-02	5.51E-03	3.07E-02
1.350	1.950	2.81E-01	1.97E-02	1.26E-01	8.15E-03	6.29E-02	6.57E-02	5.77E-03	3.18E-02
1.350	2.050	2.76E-01	2.02E-02	1.28E-01	8.15E-03	6.29E-02	6.20E-02	6.02E-03	3.28E-02
1.350	2.550	2.58E-01	2.27E-02	1.38E-01	8.15E-03	6.29E-02	4.77E-02	7.27E-03	3.73E-02
1.350	3.050	2.48E-01	2.50E-02	1.45E-01	8.15E-03	6.29E-02	3.78E-02	8.43E-03	4.11E-02
1.350	4.050	2.37E-01	2.90E-02	1.57E-01	8.15E-03	6.29E-02	2.49E-02	1.04E-02	4.70E-02
1.350	5.050	2.32E-01	3.21E-02	1.65E-01	8.15E-03	6.29E-02	1.70E-02	1.20E-02	5.12E-02
1.350	6.050	2.30E-01	3.45E-02	1.71E-01	8.15E-03	6.29E-02	1.19E-02	1.32E-02	5.42E-02
1.350	7.050	2.29E-01	3.62E-02	1.76E-01	8.15E-03	6.29E-02	8.42E-03	1.40E-02	5.64E-02
1.350	8.050	2.28E-01	3.75E-02	1.79E-01	8.15E-03	6.29E-02	6.04E-03	1.47E-02	5.79E-02
1.350	9.050	2.28E-01	3.85E-02	1.81E-01	8.15E-03	6.29E-02	4.34E-03	1.52E-02	5.90E-02
1.350	10.050	2.28E-01	3.91E-02	1.83E-01	8.15E-03	6.29E-02	3.16E-03	1.55E-02	5.98E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M2-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.96E-01	3.54E-02	1.88E-03	1.74E-02	7.87E-04	1.24E-01	9.00E-03	5.47E-04
0.180	0.160	2.83E-01	3.62E-02	1.92E-03	1.74E-02	7.87E-04	1.17E-01	9.39E-03	5.67E-04
0.180	0.180	2.61E-01	3.79E-02	2.02E-03	1.74E-02	7.87E-04	1.06E-01	1.02E-02	6.14E-04
0.180	0.200	2.44E-01	3.95E-02	2.10E-03	1.74E-02	7.87E-04	9.63E-02	1.11E-02	6.56E-04
0.180	0.250	2.12E-01	4.35E-02	2.32E-03	1.74E-02	7.87E-04	7.87E-02	1.31E-02	7.67E-04
0.180	0.300	1.92E-01	4.72E-02	2.53E-03	1.74E-02	7.87E-04	6.65E-02	1.49E-02	8.69E-04
0.180	0.400	1.66E-01	5.39E-02	2.93E-03	1.74E-02	7.87E-04	5.05E-02	1.83E-02	1.07E-03
0.180	0.500	1.52E-01	6.00E-02	3.32E-03	1.74E-02	7.87E-04	4.03E-02	2.13E-02	1.26E-03
0.180	0.600	1.43E-01	6.53E-02	3.67E-03	1.74E-02	7.87E-04	3.33E-02	2.39E-02	1.44E-03
0.180	0.800	1.33E-01	7.41E-02	4.29E-03	1.74E-02	7.87E-04	2.40E-02	2.84E-02	1.75E-03
0.180	1.000	1.28E-01	8.11E-02	4.80E-03	1.74E-02	7.87E-04	1.82E-02	3.18E-02	2.01E-03
0.180	1.200	1.25E-01	8.66E-02	5.22E-03	1.74E-02	7.87E-04	1.43E-02	3.46E-02	2.22E-03
0.180	1.400	1.23E-01	9.09E-02	5.56E-03	1.74E-02	7.87E-04	1.15E-02	3.68E-02	2.38E-03
0.180	1.600	1.23E-01	9.44E-02	5.83E-03	1.74E-02	7.87E-04	9.45E-03	3.85E-02	2.52E-03
0.180	1.800	1.22E-01	9.72E-02	6.06E-03	1.74E-02	7.87E-04	7.88E-03	3.99E-02	2.63E-03
0.180	2.000	1.22E-01	9.95E-02	6.24E-03	1.74E-02	7.87E-04	6.65E-03	4.11E-02	2.73E-03
0.180	2.500	1.21E-01	1.04E-01	6.57E-03	1.74E-02	7.87E-04	4.55E-03	4.31E-02	2.89E-03
0.180	3.000	1.21E-01	1.06E-01	6.78E-03	1.74E-02	7.87E-04	3.33E-03	4.44E-02	3.00E-03
0.180	4.000	1.21E-01	1.09E-01	7.03E-03	1.74E-02	7.87E-04	1.93E-03	4.59E-02	3.12E-03
0.180	5.000	1.21E-01	1.10E-01	7.14E-03	1.74E-02	7.87E-04	1.31E-03	4.66E-02	3.18E-03
0.180	7.000	1.21E-01	1.12E-01	7.27E-03	1.74E-02	7.87E-04	6.77E-04	4.72E-02	3.24E-03
0.180	10.000	1.21E-01	1.13E-01	7.33E-03	1.74E-02	7.87E-04	3.50E-04	4.76E-02	3.27E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M3-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	1.43E-02	2.41E-03	5.62E-03	8.70E-04	1.29E-01	4.33E-03	7.71E-04
0.180	0.160	2.77E-01	1.46E-02	2.46E-03	5.62E-03	8.70E-04	1.22E-01	4.47E-03	7.95E-04
0.180	0.180	2.55E-01	1.52E-02	2.56E-03	5.62E-03	8.70E-04	1.11E-01	4.78E-03	8.47E-04
0.180	0.200	2.37E-01	1.57E-02	2.66E-03	5.62E-03	8.70E-04	1.01E-01	5.06E-03	8.94E-04
0.180	0.250	2.04E-01	1.71E-02	2.89E-03	5.62E-03	8.70E-04	8.45E-02	5.76E-03	1.01E-03
0.180	0.300	1.81E-01	1.85E-02	3.11E-03	5.62E-03	8.70E-04	7.29E-02	6.42E-03	1.12E-03
0.180	0.400	1.53E-01	2.11E-02	3.55E-03	5.62E-03	8.70E-04	5.78E-02	7.74E-03	1.34E-03
0.180	0.500	1.35E-01	2.36E-02	3.98E-03	5.62E-03	8.70E-04	4.82E-02	9.02E-03	1.55E-03
0.180	0.600	1.24E-01	2.61E-02	4.39E-03	5.62E-03	8.70E-04	4.15E-02	1.02E-02	1.76E-03
0.180	0.800	1.10E-01	3.06E-02	5.17E-03	5.62E-03	8.70E-04	3.25E-02	1.25E-02	2.15E-03
0.180	1.000	1.01E-01	3.47E-02	5.89E-03	5.62E-03	8.70E-04	2.65E-02	1.45E-02	2.51E-03
0.180	1.200	9.59E-02	3.83E-02	6.54E-03	5.62E-03	8.70E-04	2.22E-02	1.64E-02	2.83E-03
0.180	1.400	9.24E-02	4.16E-02	7.12E-03	5.62E-03	8.70E-04	1.90E-02	1.80E-02	3.12E-03
0.180	1.600	9.00E-02	4.45E-02	7.65E-03	5.62E-03	8.70E-04	1.64E-02	1.95E-02	3.39E-03
0.180	1.800	8.82E-02	4.72E-02	8.12E-03	5.62E-03	8.70E-04	1.42E-02	2.08E-02	3.63E-03
0.180	2.000	8.70E-02	4.95E-02	8.55E-03	5.62E-03	8.70E-04	1.25E-02	2.20E-02	3.84E-03
0.180	2.500	8.51E-02	5.43E-02	9.43E-03	5.62E-03	8.70E-04	9.23E-03	2.43E-02	4.28E-03
0.180	3.000	8.41E-02	5.78E-02	1.01E-02	5.62E-03	8.70E-04	7.03E-03	2.61E-02	4.60E-03
0.180	4.000	8.33E-02	6.26E-02	1.10E-02	5.62E-03	8.70E-04	4.28E-03	2.85E-02	5.05E-03
0.180	5.000	8.30E-02	6.53E-02	1.15E-02	5.62E-03	8.70E-04	2.80E-03	2.98E-02	5.30E-03
0.180	7.000	8.29E-02	6.80E-02	1.20E-02	5.62E-03	8.70E-04	1.35E-03	3.12E-02	5.56E-03
0.180	10.000	8.28E-02	6.94E-02	1.23E-02	5.62E-03	8.70E-04	5.57E-04	3.19E-02	5.69E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M4-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	9.93E-03	3.02E-03	3.35E-03	9.72E-04	1.29E-01	3.29E-03	1.02E-03
0.180	0.160	2.76E-01	1.01E-02	3.07E-03	3.35E-03	9.72E-04	1.23E-01	3.38E-03	1.05E-03
0.180	0.180	2.54E-01	1.05E-02	3.19E-03	3.35E-03	9.72E-04	1.11E-01	3.57E-03	1.11E-03
0.180	0.200	2.36E-01	1.08E-02	3.29E-03	3.35E-03	9.72E-04	1.02E-01	3.74E-03	1.16E-03
0.180	0.250	2.03E-01	1.16E-02	3.54E-03	3.35E-03	9.72E-04	8.54E-02	4.15E-03	1.28E-03
0.180	0.300	1.80E-01	1.25E-02	3.79E-03	3.35E-03	9.72E-04	7.39E-02	4.56E-03	1.41E-03
0.180	0.400	1.51E-01	1.40E-02	4.27E-03	3.35E-03	9.72E-04	5.90E-02	5.33E-03	1.65E-03
0.180	0.500	1.34E-01	1.55E-02	4.73E-03	3.35E-03	9.72E-04	4.97E-02	6.10E-03	1.88E-03
0.180	0.600	1.22E-01	1.70E-02	5.18E-03	3.35E-03	9.72E-04	4.33E-02	6.84E-03	2.10E-03
0.180	0.800	1.07E-01	1.98E-02	6.04E-03	3.35E-03	9.72E-04	3.47E-02	8.24E-03	2.53E-03
0.180	1.000	9.73E-02	2.25E-02	6.85E-03	3.35E-03	9.72E-04	2.92E-02	9.56E-03	2.94E-03
0.180	1.200	9.12E-02	2.49E-02	7.61E-03	3.35E-03	9.72E-04	2.51E-02	1.08E-02	3.32E-03
0.180	1.400	8.69E-02	2.72E-02	8.32E-03	3.35E-03	9.72E-04	2.20E-02	1.19E-02	3.67E-03
0.180	1.600	8.38E-02	2.94E-02	9.00E-03	3.35E-03	9.72E-04	1.95E-02	1.30E-02	4.01E-03
0.180	1.800	8.15E-02	3.14E-02	9.62E-03	3.35E-03	9.72E-04	1.74E-02	1.40E-02	4.33E-03
0.180	2.000	7.97E-02	3.32E-02	1.02E-02	3.35E-03	9.72E-04	1.56E-02	1.50E-02	4.62E-03
0.180	2.500	7.67E-02	3.72E-02	1.15E-02	3.35E-03	9.72E-04	1.22E-02	1.69E-02	5.24E-03
0.180	3.000	7.51E-02	4.06E-02	1.25E-02	3.35E-03	9.72E-04	9.63E-03	1.86E-02	5.77E-03
0.180	4.000	7.35E-02	4.54E-02	1.40E-02	3.35E-03	9.72E-04	6.28E-03	2.10E-02	6.53E-03
0.180	5.000	7.28E-02	4.85E-02	1.50E-02	3.35E-03	9.72E-04	4.25E-03	2.26E-02	7.03E-03
0.180	7.000	7.25E-02	5.19E-02	1.61E-02	3.35E-03	9.72E-04	2.08E-03	2.43E-02	7.57E-03
0.180	10.000	7.24E-02	5.39E-02	1.68E-02	3.35E-03	9.72E-04	8.09E-04	2.53E-02	7.90E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M5-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	7.81E-03	3.68E-03	2.39E-03	1.10E-03	1.29E-01	2.71E-03	1.29E-03
0.180	0.160	2.76E-01	7.94E-03	3.74E-03	2.39E-03	1.10E-03	1.23E-01	2.78E-03	1.32E-03
0.180	0.180	2.54E-01	8.22E-03	3.88E-03	2.39E-03	1.10E-03	1.12E-01	2.92E-03	1.39E-03
0.180	0.200	2.36E-01	8.47E-03	4.00E-03	2.39E-03	1.10E-03	1.02E-01	3.04E-03	1.45E-03
0.180	0.250	2.03E-01	9.06E-03	4.28E-03	2.39E-03	1.10E-03	8.57E-02	3.34E-03	1.59E-03
0.180	0.300	1.80E-01	9.65E-03	4.56E-03	2.39E-03	1.10E-03	7.42E-02	3.63E-03	1.73E-03
0.180	0.400	1.51E-01	1.08E-02	5.10E-03	2.39E-03	1.10E-03	5.95E-02	4.19E-03	2.00E-03
0.180	0.500	1.33E-01	1.19E-02	5.61E-03	2.39E-03	1.10E-03	5.03E-02	4.74E-03	2.26E-03
0.180	0.600	1.21E-01	1.29E-02	6.10E-03	2.39E-03	1.10E-03	4.39E-02	5.26E-03	2.50E-03
0.180	0.800	1.06E-01	1.49E-02	7.06E-03	2.39E-03	1.10E-03	3.56E-02	6.26E-03	2.98E-03
0.180	1.000	9.62E-02	1.68E-02	7.96E-03	2.39E-03	1.10E-03	3.02E-02	7.20E-03	3.43E-03
0.180	1.200	8.97E-02	1.86E-02	8.81E-03	2.39E-03	1.10E-03	2.63E-02	8.10E-03	3.86E-03
0.180	1.400	8.52E-02	2.04E-02	9.66E-03	2.39E-03	1.10E-03	2.33E-02	8.98E-03	4.28E-03
0.180	1.600	8.17E-02	2.20E-02	1.04E-02	2.39E-03	1.10E-03	2.09E-02	9.79E-03	4.66E-03
0.180	1.800	7.91E-02	2.35E-02	1.12E-02	2.39E-03	1.10E-03	1.89E-02	1.06E-02	5.03E-03
0.180	2.000	7.71E-02	2.50E-02	1.19E-02	2.39E-03	1.10E-03	1.72E-02	1.13E-02	5.39E-03
0.180	2.500	7.36E-02	2.83E-02	1.34E-02	2.39E-03	1.10E-03	1.38E-02	1.29E-02	6.17E-03
0.180	3.000	7.15E-02	3.11E-02	1.48E-02	2.39E-03	1.10E-03	1.12E-02	1.43E-02	6.85E-03
0.180	4.000	6.93E-02	3.54E-02	1.69E-02	2.39E-03	1.10E-03	7.65E-03	1.65E-02	7.90E-03
0.180	5.000	6.84E-02	3.85E-02	1.84E-02	2.39E-03	1.10E-03	5.28E-03	1.81E-02	8.65E-03
0.180	7.000	6.78E-02	4.20E-02	2.01E-02	2.39E-03	1.10E-03	2.70E-03	1.98E-02	9.50E-03
0.180	10.000	6.76E-02	4.43E-02	2.12E-02	2.39E-03	1.10E-03	1.04E-03	2.09E-02	1.00E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M6-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	6.45E-03	4.44E-03	1.85E-03	1.27E-03	1.29E-01	2.30E-03	1.58E-03
0.180	0.160	2.76E-01	6.57E-03	4.52E-03	1.85E-03	1.27E-03	1.23E-01	2.36E-03	1.63E-03
0.180	0.180	2.54E-01	6.78E-03	4.67E-03	1.85E-03	1.27E-03	1.12E-01	2.46E-03	1.70E-03
0.180	0.200	2.36E-01	6.98E-03	4.81E-03	1.85E-03	1.27E-03	1.02E-01	2.56E-03	1.77E-03
0.180	0.250	2.02E-01	7.44E-03	5.13E-03	1.85E-03	1.27E-03	8.58E-02	2.80E-03	1.93E-03
0.180	0.300	1.80E-01	7.91E-03	5.46E-03	1.85E-03	1.27E-03	7.43E-02	3.03E-03	2.09E-03
0.180	0.400	1.51E-01	8.80E-03	6.08E-03	1.85E-03	1.27E-03	5.96E-02	3.47E-03	2.40E-03
0.180	0.500	1.33E-01	9.65E-03	6.66E-03	1.85E-03	1.27E-03	5.05E-02	3.90E-03	2.70E-03
0.180	0.600	1.21E-01	1.05E-02	7.22E-03	1.85E-03	1.27E-03	4.42E-02	4.30E-03	2.98E-03
0.180	0.800	1.05E-01	1.20E-02	8.29E-03	1.85E-03	1.27E-03	3.59E-02	5.07E-03	3.51E-03
0.180	1.000	9.61E-02	1.35E-02	9.33E-03	1.85E-03	1.27E-03	3.07E-02	5.82E-03	4.03E-03
0.180	1.200	8.94E-02	1.49E-02	1.03E-02	1.85E-03	1.27E-03	2.69E-02	6.50E-03	4.50E-03
0.180	1.400	8.47E-02	1.63E-02	1.12E-02	1.85E-03	1.27E-03	2.40E-02	7.20E-03	4.99E-03
0.180	1.600	8.12E-02	1.75E-02	1.21E-02	1.85E-03	1.27E-03	2.16E-02	7.83E-03	5.43E-03
0.180	1.800	7.85E-02	1.88E-02	1.30E-02	1.85E-03	1.27E-03	1.97E-02	8.47E-03	5.87E-03
0.180	2.000	7.63E-02	2.00E-02	1.39E-02	1.85E-03	1.27E-03	1.80E-02	9.07E-03	6.29E-03
0.180	2.500	7.27E-02	2.28E-02	1.58E-02	1.85E-03	1.27E-03	1.47E-02	1.05E-02	7.25E-03
0.180	3.000	7.03E-02	2.51E-02	1.74E-02	1.85E-03	1.27E-03	1.22E-02	1.16E-02	8.08E-03
0.180	4.000	6.78E-02	2.89E-02	2.01E-02	1.85E-03	1.27E-03	8.48E-03	1.35E-02	9.40E-03
0.180	5.000	6.67E-02	3.17E-02	2.20E-02	1.85E-03	1.27E-03	6.00E-03	1.49E-02	1.04E-02
0.180	7.000	6.59E-02	3.50E-02	2.43E-02	1.85E-03	1.27E-03	3.10E-03	1.66E-02	1.15E-02
0.180	10.000	6.56E-02	3.73E-02	2.59E-02	1.85E-03	1.27E-03	1.18E-03	1.77E-02	1.23E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************
* Layers:     ALRDL-M7-M1 *
***************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.180	0.150	2.96E-01	5.44E-03	5.33E-03	1.52E-03	1.50E-03	1.32E-01	1.96E-03	1.91E-03
0.180	0.160	2.82E-01	5.51E-03	5.40E-03	1.52E-03	1.50E-03	1.25E-01	2.00E-03	1.95E-03
0.180	0.180	2.60E-01	5.69E-03	5.57E-03	1.52E-03	1.50E-03	1.14E-01	2.09E-03	2.03E-03
0.180	0.200	2.41E-01	5.86E-03	5.74E-03	1.52E-03	1.50E-03	1.05E-01	2.17E-03	2.12E-03
0.180	0.250	2.08E-01	6.25E-03	6.12E-03	1.52E-03	1.50E-03	8.79E-02	2.37E-03	2.31E-03
0.180	0.300	1.85E-01	6.63E-03	6.50E-03	1.52E-03	1.50E-03	7.64E-02	2.56E-03	2.50E-03
0.180	0.400	1.55E-01	7.35E-03	7.21E-03	1.52E-03	1.50E-03	6.15E-02	2.92E-03	2.86E-03
0.180	0.500	1.37E-01	8.03E-03	7.90E-03	1.52E-03	1.50E-03	5.23E-02	3.26E-03	3.20E-03
0.180	0.600	1.25E-01	8.71E-03	8.56E-03	1.52E-03	1.50E-03	4.59E-02	3.60E-03	3.53E-03
0.180	0.800	1.09E-01	9.97E-03	9.81E-03	1.52E-03	1.50E-03	3.75E-02	4.23E-03	4.16E-03
0.180	1.000	9.87E-02	1.11E-02	1.10E-02	1.52E-03	1.50E-03	3.20E-02	4.81E-03	4.74E-03
0.180	1.200	9.19E-02	1.23E-02	1.21E-02	1.52E-03	1.50E-03	2.82E-02	5.39E-03	5.31E-03
0.180	1.400	8.69E-02	1.34E-02	1.33E-02	1.52E-03	1.50E-03	2.52E-02	5.96E-03	5.88E-03
0.180	1.600	8.34E-02	1.46E-02	1.44E-02	1.51E-03	1.50E-03	2.29E-02	6.54E-03	6.45E-03
0.180	1.800	8.05E-02	1.56E-02	1.54E-02	1.52E-03	1.50E-03	2.09E-02	7.06E-03	6.96E-03
0.180	2.000	7.80E-02	1.66E-02	1.64E-02	1.52E-03	1.50E-03	1.91E-02	7.55E-03	7.45E-03
0.180	2.500	7.41E-02	1.90E-02	1.88E-02	1.52E-03	1.50E-03	1.57E-02	8.75E-03	8.63E-03
0.180	3.000	7.16E-02	2.11E-02	2.08E-02	1.52E-03	1.50E-03	1.31E-02	9.77E-03	9.64E-03
0.180	4.000	6.87E-02	2.43E-02	2.40E-02	1.51E-03	1.50E-03	9.21E-03	1.14E-02	1.13E-02
0.180	5.000	6.74E-02	2.68E-02	2.65E-02	1.52E-03	1.50E-03	6.56E-03	1.26E-02	1.25E-02
0.180	7.000	6.65E-02	2.99E-02	2.95E-02	1.51E-03	1.50E-03	3.36E-03	1.42E-02	1.40E-02
0.180	10.000	6.62E-02	3.20E-02	3.16E-02	1.52E-03	1.50E-03	1.28E-03	1.52E-02	1.50E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

****************************
* Layers:     ALRDL-MT2-M1 *
****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
1.350	1.250	3.43E-01	1.77E-02	1.10E-01	9.11E-03	6.29E-02	1.06E-01	4.28E-03	2.35E-02
1.350	1.350	3.30E-01	1.83E-02	1.12E-01	9.11E-03	6.29E-02	9.76E-02	4.58E-03	2.47E-02
1.350	1.450	3.19E-01	1.89E-02	1.15E-01	9.11E-03	6.29E-02	9.06E-02	4.88E-03	2.60E-02
1.350	1.550	3.09E-01	1.95E-02	1.18E-01	9.11E-03	6.29E-02	8.42E-02	5.19E-03	2.73E-02
1.350	1.650	3.01E-01	2.01E-02	1.20E-01	9.11E-03	6.29E-02	7.87E-02	5.49E-03	2.85E-02
1.350	1.750	2.93E-01	2.07E-02	1.22E-01	9.11E-03	6.29E-02	7.37E-02	5.78E-03	2.96E-02
1.350	1.850	2.87E-01	2.12E-02	1.24E-01	9.11E-03	6.29E-02	6.93E-02	6.07E-03	3.07E-02
1.350	1.950	2.82E-01	2.18E-02	1.26E-01	9.11E-03	6.29E-02	6.53E-02	6.35E-03	3.17E-02
1.350	2.050	2.77E-01	2.24E-02	1.28E-01	9.11E-03	6.29E-02	6.16E-02	6.64E-03	3.27E-02
