*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.516	2.00E-01	8.74E-03	2.15E-03	8.61E-02	3.29E-03
0.340	0.616	1.78E-01	9.28E-03	2.15E-03	7.51E-02	3.56E-03
0.340	0.816	1.49E-01	1.03E-02	2.15E-03	6.10E-02	4.09E-03
0.340	1.016	1.30E-01	1.14E-02	2.15E-03	5.20E-02	4.62E-03
0.340	1.216	1.17E-01	1.24E-02	2.15E-03	4.58E-02	5.13E-03
0.340	1.416	1.08E-01	1.34E-02	2.15E-03	4.12E-02	5.64E-03
0.340	1.616	1.01E-01	1.45E-02	2.15E-03	3.75E-02	6.15E-03
0.340	1.816	9.49E-02	1.55E-02	2.15E-03	3.46E-02	6.66E-03
0.340	2.016	9.01E-02	1.65E-02	2.15E-03	3.20E-02	7.18E-03
0.340	2.516	8.12E-02	1.89E-02	2.15E-03	2.72E-02	8.38E-03
0.340	3.016	7.50E-02	2.13E-02	2.15E-03	2.36E-02	9.57E-03
0.340	4.016	6.73E-02	2.57E-02	2.15E-03	1.84E-02	1.18E-02
0.340	5.016	6.29E-02	2.96E-02	2.15E-03	1.48E-02	1.37E-02
0.340	7.016	5.84E-02	3.59E-02	2.15E-03	9.95E-03	1.69E-02
0.340	10.016	5.60E-02	4.27E-02	2.15E-03	5.86E-03	2.03E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.40E-01	8.79E-03	2.50E-03	1.06E-01	3.14E-03
0.340	0.416	2.32E-01	8.92E-03	2.50E-03	1.02E-01	3.21E-03
0.340	0.436	2.25E-01	9.05E-03	2.50E-03	9.82E-02	3.27E-03
0.340	0.466	2.14E-01	9.24E-03	2.50E-03	9.31E-02	3.37E-03
0.340	0.516	2.00E-01	9.56E-03	2.50E-03	8.60E-02	3.53E-03
0.340	0.616	1.78E-01	1.02E-02	2.50E-03	7.50E-02	3.83E-03
0.340	0.816	1.49E-01	1.14E-02	2.51E-03	6.08E-02	4.44E-03
0.340	1.016	1.30E-01	1.26E-02	2.50E-03	5.18E-02	5.04E-03
0.340	1.216	1.18E-01	1.38E-02	2.50E-03	4.55E-02	5.63E-03
0.340	1.416	1.08E-01	1.50E-02	2.50E-03	4.09E-02	6.23E-03
0.340	1.616	1.01E-01	1.62E-02	2.50E-03	3.72E-02	6.84E-03
0.340	1.816	9.52E-02	1.73E-02	2.51E-03	3.42E-02	7.42E-03
0.340	2.016	9.05E-02	1.84E-02	2.50E-03	3.16E-02	7.97E-03
0.340	2.516	8.17E-02	2.13E-02	2.50E-03	2.66E-02	9.38E-03
0.340	3.016	7.58E-02	2.40E-02	2.50E-03	2.29E-02	1.07E-02
0.340	4.016	6.84E-02	2.89E-02	2.50E-03	1.76E-02	1.32E-02
0.340	5.016	6.43E-02	3.31E-02	2.51E-03	1.39E-02	1.53E-02
0.340	7.016	6.03E-02	3.99E-02	2.50E-03	9.04E-03	1.87E-02
0.340	10.016	5.83E-02	4.66E-02	2.50E-03	5.16E-03	2.20E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.40E-01	9.76E-03	2.99E-03	1.06E-01	3.38E-03
0.340	0.416	2.32E-01	9.91E-03	2.99E-03	1.02E-01	3.46E-03
0.340	0.436	2.25E-01	1.01E-02	2.99E-03	9.80E-02	3.53E-03
0.340	0.466	2.14E-01	1.03E-02	2.99E-03	9.29E-02	3.65E-03
0.340	0.516	2.00E-01	1.07E-02	2.99E-03	8.58E-02	3.83E-03
0.340	0.616	1.78E-01	1.14E-02	2.99E-03	7.48E-02	4.19E-03
0.340	0.816	1.49E-01	1.28E-02	2.99E-03	6.05E-02	4.93E-03
0.340	1.016	1.31E-01	1.42E-02	2.99E-03	5.15E-02	5.62E-03
0.340	1.216	1.18E-01	1.57E-02	2.99E-03	4.51E-02	6.34E-03
0.340	1.416	1.09E-01	1.71E-02	2.99E-03	4.04E-02	7.06E-03
0.340	1.616	1.02E-01	1.85E-02	2.99E-03	3.66E-02	7.75E-03
0.340	1.816	9.58E-02	1.98E-02	2.99E-03	3.36E-02	8.43E-03
0.340	2.016	9.11E-02	2.12E-02	2.99E-03	3.10E-02	9.09E-03
0.340	2.516	8.26E-02	2.45E-02	2.99E-03	2.59E-02	1.07E-02
0.340	3.016	7.69E-02	2.76E-02	2.99E-03	2.21E-02	1.23E-02
0.340	4.016	7.00E-02	3.30E-02	2.99E-03	1.66E-02	1.50E-02
0.340	5.016	6.63E-02	3.78E-02	2.99E-03	1.28E-02	1.74E-02
0.340	7.016	6.29E-02	4.49E-02	2.99E-03	8.01E-03	2.10E-02
0.340	10.016	6.14E-02	5.16E-02	2.99E-03	4.30E-03	2.43E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.41E-01	1.12E-02	3.72E-03	1.06E-01	3.74E-03
0.340	0.416	2.32E-01	1.14E-02	3.72E-03	1.02E-01	3.83E-03
0.340	0.436	2.25E-01	1.16E-02	3.72E-03	9.78E-02	3.92E-03
0.340	0.466	2.15E-01	1.18E-02	3.72E-03	9.27E-02	4.06E-03
0.340	0.516	2.00E-01	1.23E-02	3.72E-03	8.55E-02	4.29E-03
0.340	0.616	1.78E-01	1.32E-02	3.72E-03	7.45E-02	4.74E-03
0.340	0.816	1.49E-01	1.50E-02	3.72E-03	6.01E-02	5.63E-03
0.340	1.016	1.31E-01	1.68E-02	3.72E-03	5.10E-02	6.53E-03
0.340	1.216	1.19E-01	1.85E-02	3.72E-03	4.46E-02	7.41E-03
0.340	1.416	1.09E-01	2.02E-02	3.72E-03	3.97E-02	8.26E-03
0.340	1.616	1.02E-01	2.19E-02	3.72E-03	3.59E-02	9.08E-03
0.340	1.816	9.68E-02	2.35E-02	3.72E-03	3.27E-02	9.91E-03
0.340	2.016	9.23E-02	2.52E-02	3.72E-03	3.00E-02	1.07E-02
0.340	2.516	8.42E-02	2.92E-02	3.72E-03	2.48E-02	1.27E-02
0.340	3.016	7.88E-02	3.27E-02	3.72E-03	2.08E-02	1.45E-02
0.340	4.016	7.26E-02	3.89E-02	3.72E-03	1.52E-02	1.76E-02
0.340	5.016	6.94E-02	4.40E-02	3.72E-03	1.14E-02	2.01E-02
0.340	7.016	6.67E-02	5.14E-02	3.72E-03	6.83E-03	2.39E-02
0.340	10.016	6.57E-02	5.79E-02	3.72E-03	3.36E-03	2.71E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.41E-01	1.36E-02	4.91E-03	1.05E-01	4.32E-03
0.340	0.416	2.33E-01	1.38E-02	4.91E-03	1.01E-01	4.45E-03
0.340	0.436	2.25E-01	1.40E-02	4.91E-03	9.73E-02	4.57E-03
0.340	0.466	2.15E-01	1.44E-02	4.91E-03	9.22E-02	4.75E-03
0.340	0.516	2.01E-01	1.50E-02	4.91E-03	8.50E-02	5.04E-03
0.340	0.616	1.79E-01	1.62E-02	4.91E-03	7.39E-02	5.64E-03
0.340	0.816	1.50E-01	1.86E-02	4.91E-03	5.94E-02	6.85E-03
0.340	1.016	1.32E-01	2.09E-02	4.91E-03	5.01E-02	7.97E-03
0.340	1.216	1.20E-01	2.31E-02	4.91E-03	4.35E-02	9.08E-03
0.340	1.416	1.11E-01	2.53E-02	4.91E-03	3.85E-02	1.02E-02
0.340	1.616	1.04E-01	2.75E-02	4.91E-03	3.46E-02	1.13E-02
0.340	1.816	9.88E-02	2.96E-02	4.91E-03	3.13E-02	1.23E-02
0.340	2.016	9.46E-02	3.17E-02	4.91E-03	2.85E-02	1.34E-02
0.340	2.516	8.71E-02	3.63E-02	4.91E-03	2.30E-02	1.57E-02
0.340	3.016	8.23E-02	4.07E-02	4.91E-03	1.90E-02	1.79E-02
0.340	4.016	7.71E-02	4.77E-02	4.91E-03	1.33E-02	2.14E-02
0.340	5.016	7.46E-02	5.33E-02	4.91E-03	9.61E-03	2.42E-02
0.340	7.016	7.27E-02	6.06E-02	4.91E-03	5.35E-03	2.79E-02
0.340	10.016	7.22E-02	6.64E-02	4.91E-03	2.44E-03	3.07E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M6 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.42E-01	1.82E-02	7.25E-03	1.04E-01	5.48E-03
0.340	0.416	2.34E-01	1.86E-02	7.25E-03	1.00E-01	5.66E-03
0.340	0.436	2.26E-01	1.89E-02	7.25E-03	9.64E-02	5.85E-03
0.340	0.466	2.16E-01	1.95E-02	7.25E-03	9.12E-02	6.11E-03
0.340	0.516	2.02E-01	2.04E-02	7.25E-03	8.39E-02	6.56E-03
0.340	0.616	1.80E-01	2.22E-02	7.25E-03	7.27E-02	7.47E-03
0.340	0.816	1.52E-01	2.56E-02	7.25E-03	5.78E-02	9.17E-03
0.340	1.016	1.34E-01	2.88E-02	7.25E-03	4.82E-02	1.08E-02
0.340	1.216	1.23E-01	3.21E-02	7.25E-03	4.14E-02	1.24E-02
0.340	1.416	1.14E-01	3.51E-02	7.25E-03	3.62E-02	1.39E-02
0.340	1.616	1.08E-01	3.80E-02	7.25E-03	3.21E-02	1.54E-02
0.340	1.816	1.03E-01	4.08E-02	7.25E-03	2.87E-02	1.68E-02
0.340	2.016	9.98E-02	4.34E-02	7.25E-03	2.58E-02	1.81E-02
0.340	2.516	9.34E-02	4.92E-02	7.25E-03	2.02E-02	2.10E-02
0.340	3.016	8.96E-02	5.42E-02	7.25E-03	1.62E-02	2.35E-02
0.340	4.016	8.58E-02	6.20E-02	7.25E-03	1.08E-02	2.74E-02
0.340	5.016	8.42E-02	6.78E-02	7.25E-03	7.35E-03	3.03E-02
0.340	7.016	8.32E-02	7.47E-02	7.25E-03	3.68E-03	3.37E-02
0.340	10.016	8.29E-02	7.87E-02	7.25E-03	1.72E-03	3.57E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M7 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.340	0.396	2.46E-01	3.18E-02	1.40E-02	1.01E-01	8.93E-03
0.340	0.416	2.38E-01	3.25E-02	1.40E-02	9.70E-02	9.27E-03
0.340	0.436	2.31E-01	3.32E-02	1.40E-02	9.31E-02	9.61E-03
0.340	0.466	2.21E-01	3.42E-02	1.40E-02	8.79E-02	1.01E-02
0.340	0.516	2.07E-01	3.57E-02	1.40E-02	8.03E-02	1.09E-02
0.340	0.616	1.86E-01	3.89E-02	1.40E-02	6.87E-02	1.25E-02
0.340	0.816	1.60E-01	4.48E-02	1.40E-02	5.33E-02	1.54E-02
0.340	1.016	1.44E-01	5.01E-02	1.40E-02	4.34E-02	1.81E-02
0.340	1.216	1.34E-01	5.50E-02	1.40E-02	3.64E-02	2.05E-02
0.340	1.416	1.27E-01	5.95E-02	1.40E-02	3.11E-02	2.28E-02
0.340	1.616	1.22E-01	6.36E-02	1.40E-02	2.69E-02	2.48E-02
0.340	1.816	1.19E-01	6.73E-02	1.40E-02	2.36E-02	2.67E-02
0.340	2.016	1.16E-01	7.06E-02	1.40E-02	2.08E-02	2.83E-02
0.340	2.516	1.12E-01	7.80E-02	1.40E-02	1.55E-02	3.20E-02
0.340	3.016	1.10E-01	8.35E-02	1.40E-02	1.19E-02	3.48E-02
0.340	4.016	1.08E-01	9.17E-02	1.40E-02	7.19E-03	3.89E-02
0.340	5.016	1.07E-01	9.66E-02	1.40E-02	4.54E-03	4.13E-02
0.340	7.016	1.07E-01	1.01E-01	1.40E-02	2.22E-03	4.37E-02
0.340	10.016	1.07E-01	1.04E-01	1.40E-02	1.04E-03	4.50E-02
------	-------	--------	--------	--------	--------	--------


**********************************
* Layers:	POLY-FIELD_OXIDE *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.117	0.143	1.93E-01	2.81E-02	9.89E-03	7.57E-02	9.13E-03
0.117	0.163	1.79E-01	2.97E-02	9.89E-03	6.81E-02	9.93E-03
0.117	0.183	1.67E-01	3.13E-02	9.89E-03	6.19E-02	1.07E-02
0.117	0.203	1.58E-01	3.29E-02	9.89E-03	5.69E-02	1.15E-02
0.117	0.253	1.42E-01	3.66E-02	9.89E-03	4.74E-02	1.33E-02
0.117	0.303	1.31E-01	4.00E-02	9.89E-03	4.06E-02	1.51E-02
0.117	0.403	1.18E-01	4.63E-02	9.89E-03	3.15E-02	1.82E-02
0.117	0.503	1.11E-01	5.18E-02	9.89E-03	2.54E-02	2.10E-02
0.117	0.603	1.06E-01	5.66E-02	9.89E-03	2.11E-02	2.34E-02
0.117	0.803	1.01E-01	6.45E-02	9.89E-03	1.53E-02	2.73E-02
0.117	1.003	9.87E-02	7.05E-02	9.89E-03	1.16E-02	3.03E-02
0.117	1.203	9.75E-02	7.50E-02	9.89E-03	9.13E-03	3.26E-02
0.117	1.403	9.68E-02	7.85E-02	9.89E-03	7.36E-03	3.43E-02
0.117	1.603	9.64E-02	8.10E-02	9.89E-03	6.04E-03	3.56E-02
0.117	1.803	9.61E-02	8.29E-02	9.89E-03	5.13E-03	3.65E-02
0.117	2.003	9.59E-02	8.46E-02	9.89E-03	4.38E-03	3.74E-02
0.117	2.503	9.57E-02	8.76E-02	9.89E-03	3.12E-03	3.88E-02
0.117	3.003	9.57E-02	8.93E-02	9.89E-03	2.36E-03	3.97E-02
0.117	4.003	9.56E-02	9.14E-02	9.89E-03	1.56E-03	4.07E-02
0.117	5.003	9.56E-02	9.22E-02	9.89E-03	1.24E-03	4.12E-02
0.117	7.003	9.56E-02	9.33E-02	9.89E-03	8.60E-04	4.17E-02
0.117	10.003	9.56E-02	9.40E-02	9.89E-03	6.15E-04	4.21E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M1-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.130	0.147	2.47E-01	1.63E-02	4.82E-03	1.06E-01	5.74E-03
0.130	0.167	2.26E-01	1.70E-02	4.82E-03	9.62E-02	6.10E-03
0.130	0.187	2.10E-01	1.78E-02	4.82E-03	8.78E-02	6.49E-03
0.130	0.207	1.97E-01	1.85E-02	4.82E-03	8.10E-02	6.86E-03
0.130	0.257	1.72E-01	2.03E-02	4.82E-03	6.83E-02	7.75E-03
0.130	0.307	1.55E-01	2.20E-02	4.82E-03	5.94E-02	8.61E-03
0.130	0.407	1.33E-01	2.53E-02	4.82E-03	4.76E-02	1.03E-02
0.130	0.507	1.20E-01	2.85E-02	4.82E-03	3.99E-02	1.18E-02
0.130	0.607	1.11E-01	3.14E-02	4.82E-03	3.45E-02	1.33E-02
0.130	0.807	1.00E-01	3.69E-02	4.82E-03	2.71E-02	1.60E-02
0.130	1.007	9.38E-02	4.17E-02	4.82E-03	2.21E-02	1.84E-02
0.130	1.207	8.99E-02	4.59E-02	4.82E-03	1.85E-02	2.05E-02
0.130	1.407	8.73E-02	4.95E-02	4.82E-03	1.58E-02	2.24E-02
0.130	1.607	8.55E-02	5.27E-02	4.82E-03	1.36E-02	2.39E-02
0.130	1.807	8.42E-02	5.55E-02	4.82E-03	1.18E-02	2.53E-02
0.130	2.007	8.34E-02	5.79E-02	4.82E-03	1.04E-02	2.65E-02
0.130	2.507	8.20E-02	6.26E-02	4.82E-03	7.77E-03	2.89E-02
0.130	3.007	8.13E-02	6.61E-02	4.82E-03	6.04E-03	3.06E-02
0.130	4.007	8.08E-02	7.05E-02	4.82E-03	3.95E-03	3.28E-02
0.130	5.007	8.06E-02	7.30E-02	4.82E-03	2.90E-03	3.41E-02
0.130	7.007	8.05E-02	7.59E-02	4.82E-03	1.76E-03	3.55E-02
0.130	10.007	8.04E-02	7.76E-02	4.82E-03	1.12E-03	3.64E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M1-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.130	0.147	2.50E-01	2.88E-02	1.11E-02	1.04E-01	8.84E-03
0.130	0.167	2.30E-01	3.04E-02	1.11E-02	9.33E-02	9.64E-03
0.130	0.187	2.14E-01	3.20E-02	1.11E-02	8.48E-02	1.04E-02
0.130	0.207	2.01E-01	3.35E-02	1.11E-02	7.77E-02	1.12E-02
0.130	0.257	1.77E-01	3.73E-02	1.11E-02	6.44E-02	1.31E-02
0.130	0.307	1.61E-01	4.10E-02	1.11E-02	5.51E-02	1.50E-02
0.130	0.407	1.42E-01	4.76E-02	1.11E-02	4.25E-02	1.82E-02
0.130	0.507	1.30E-01	5.34E-02	1.11E-02	3.43E-02	2.12E-02
0.130	0.607	1.23E-01	5.86E-02	1.11E-02	2.85E-02	2.38E-02
0.130	0.807	1.15E-01	6.74E-02	1.11E-02	2.07E-02	2.81E-02
0.130	1.007	1.11E-01	7.42E-02	1.11E-02	1.58E-02	3.15E-02
0.130	1.207	1.09E-01	7.95E-02	1.11E-02	1.24E-02	3.42E-02
0.130	1.407	1.08E-01	8.37E-02	1.11E-02	1.00E-02	3.63E-02
0.130	1.607	1.07E-01	8.69E-02	1.11E-02	8.24E-03	3.79E-02
0.130	1.807	1.07E-01	8.96E-02	1.11E-02	6.92E-03	3.93E-02
0.130	2.007	1.07E-01	9.17E-02	1.11E-02	5.89E-03	4.03E-02
0.130	2.507	1.06E-01	9.55E-02	1.11E-02	4.16E-03	4.22E-02
0.130	3.007	1.06E-01	9.78E-02	1.11E-02	3.11E-03	4.33E-02
0.130	4.007	1.06E-01	1.00E-01	1.11E-02	2.02E-03	4.47E-02
0.130	5.007	1.06E-01	1.02E-01	1.11E-02	1.56E-03	4.53E-02
0.130	7.007	1.06E-01	1.03E-01	1.11E-02	1.04E-03	4.60E-02
0.130	10.007	1.06E-01	1.04E-01	1.11E-02	7.45E-04	4.64E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M2-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.35E-02	3.51E-03	1.04E-01	5.01E-03
0.162	0.198	2.23E-01	1.40E-02	3.51E-03	9.55E-02	5.25E-03
0.162	0.218	2.09E-01	1.45E-02	3.51E-03	8.84E-02	5.48E-03
0.162	0.258	1.87E-01	1.54E-02	3.51E-03	7.74E-02	5.92E-03
0.162	0.308	1.67E-01	1.64E-02	3.51E-03	6.73E-02	6.44E-03
0.162	0.408	1.42E-01	1.85E-02	3.51E-03	5.42E-02	7.48E-03
0.162	0.508	1.26E-01	2.04E-02	3.51E-03	4.59E-02	8.46E-03
0.162	0.608	1.16E-01	2.23E-02	3.51E-03	4.01E-02	9.40E-03
0.162	0.808	1.02E-01	2.59E-02	3.51E-03	3.23E-02	1.12E-02
0.162	1.008	9.40E-02	2.91E-02	3.51E-03	2.72E-02	1.28E-02
0.162	1.208	8.86E-02	3.21E-02	3.51E-03	2.35E-02	1.43E-02
0.162	1.408	8.48E-02	3.48E-02	3.51E-03	2.06E-02	1.56E-02
0.162	1.608	8.20E-02	3.73E-02	3.51E-03	1.84E-02	1.69E-02
0.162	1.808	7.99E-02	3.97E-02	3.51E-03	1.65E-02	1.81E-02
0.162	2.008	7.83E-02	4.18E-02	3.51E-03	1.49E-02	1.91E-02
0.162	2.508	7.57E-02	4.64E-02	3.51E-03	1.19E-02	2.14E-02
0.162	3.008	7.42E-02	5.00E-02	3.51E-03	9.65E-03	2.33E-02
0.162	4.008	7.27E-02	5.54E-02	3.52E-03	6.85E-03	2.59E-02
0.162	5.008	7.20E-02	5.90E-02	3.51E-03	5.10E-03	2.78E-02
0.162	7.008	7.15E-02	6.34E-02	3.51E-03	3.23E-03	2.99E-02
0.162	10.008	7.13E-02	6.67E-02	3.52E-03	1.85E-03	3.16E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M2-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.69E-02	5.23E-03	1.03E-01	5.85E-03
0.162	0.198	2.23E-01	1.76E-02	5.23E-03	9.48E-02	6.18E-03
0.162	0.218	2.09E-01	1.82E-02	5.23E-03	8.77E-02	6.50E-03
0.162	0.258	1.88E-01	1.95E-02	5.23E-03	7.66E-02	7.11E-03
0.162	0.308	1.68E-01	2.10E-02	5.23E-03	6.65E-02	7.88E-03
0.162	0.408	1.43E-01	2.40E-02	5.23E-03	5.31E-02	9.37E-03
0.162	0.508	1.28E-01	2.68E-02	5.23E-03	4.45E-02	1.08E-02
0.162	0.608	1.18E-01	2.94E-02	5.23E-03	3.85E-02	1.21E-02
0.162	0.808	1.05E-01	3.43E-02	5.23E-03	3.03E-02	1.45E-02
0.162	1.008	9.73E-02	3.88E-02	5.23E-03	2.49E-02	1.68E-02
0.162	1.208	9.25E-02	4.27E-02	5.23E-03	2.10E-02	1.87E-02
0.162	1.408	8.93E-02	4.62E-02	5.23E-03	1.81E-02	2.05E-02
0.162	1.608	8.71E-02	4.93E-02	5.23E-03	1.57E-02	2.20E-02
0.162	1.808	8.55E-02	5.21E-02	5.23E-03	1.38E-02	2.34E-02
0.162	2.008	8.43E-02	5.45E-02	5.23E-03	1.22E-02	2.46E-02
0.162	2.508	8.26E-02	5.93E-02	5.23E-03	9.36E-03	2.70E-02
0.162	3.008	8.16E-02	6.30E-02	5.23E-03	7.39E-03	2.89E-02
0.162	4.008	8.07E-02	6.81E-02	5.23E-03	4.96E-03	3.14E-02
0.162	5.008	8.04E-02	7.12E-02	5.23E-03	3.60E-03	3.30E-02
0.162	7.008	8.02E-02	7.46E-02	5.23E-03	2.22E-03	3.47E-02
0.162	10.008	8.02E-02	7.67E-02	5.23E-03	1.36E-03	3.58E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M2-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	3.22E-02	1.29E-02	1.00E-01	9.61E-03
0.162	0.198	2.27E-01	3.37E-02	1.29E-02	9.14E-02	1.04E-02
0.162	0.218	2.14E-01	3.51E-02	1.29E-02	8.40E-02	1.11E-02
0.162	0.258	1.93E-01	3.79E-02	1.29E-02	7.24E-02	1.25E-02
0.162	0.308	1.75E-01	4.13E-02	1.29E-02	6.18E-02	1.42E-02
0.162	0.408	1.52E-01	4.75E-02	1.29E-02	4.77E-02	1.73E-02
0.162	0.508	1.39E-01	5.30E-02	1.29E-02	3.86E-02	2.00E-02
0.162	0.608	1.30E-01	5.80E-02	1.29E-02	3.21E-02	2.25E-02
0.162	0.808	1.20E-01	6.64E-02	1.29E-02	2.36E-02	2.67E-02
0.162	1.008	1.16E-01	7.31E-02	1.29E-02	1.82E-02	3.01E-02
0.162	1.208	1.13E-01	7.84E-02	1.29E-02	1.45E-02	3.28E-02
0.162	1.408	1.11E-01	8.28E-02	1.29E-02	1.18E-02	3.49E-02
0.162	1.608	1.10E-01	8.61E-02	1.29E-02	9.86E-03	3.66E-02
0.162	1.808	1.10E-01	8.91E-02	1.29E-02	8.35E-03	3.81E-02
0.162	2.008	1.09E-01	9.14E-02	1.29E-02	7.16E-03	3.92E-02
0.162	2.508	1.09E-01	9.57E-02	1.29E-02	5.13E-03	4.14E-02
0.162	3.008	1.08E-01	9.81E-02	1.29E-02	3.92E-03	4.26E-02
0.162	4.008	1.08E-01	1.02E-01	1.29E-02	2.55E-03	4.43E-02
0.162	5.008	1.08E-01	1.03E-01	1.29E-02	1.85E-03	4.52E-02
0.162	7.008	1.08E-01	1.05E-01	1.29E-02	1.24E-03	4.59E-02
0.162	10.008	1.08E-01	1.06E-01	1.29E-02	8.20E-04	4.65E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M3-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.09E-02	2.36E-03	1.04E-01	4.29E-03
0.162	0.198	2.22E-01	1.13E-02	2.36E-03	9.59E-02	4.49E-03
0.162	0.218	2.08E-01	1.17E-02	2.36E-03	8.89E-02	4.65E-03
0.162	0.258	1.87E-01	1.23E-02	2.36E-03	7.79E-02	4.98E-03
0.162	0.308	1.67E-01	1.31E-02	2.36E-03	6.79E-02	5.35E-03
0.162	0.408	1.41E-01	1.45E-02	2.36E-03	5.50E-02	6.09E-03
0.162	0.508	1.25E-01	1.59E-02	2.36E-03	4.67E-02	6.75E-03
0.162	0.608	1.15E-01	1.72E-02	2.36E-03	4.11E-02	7.40E-03
0.162	0.808	1.01E-01	1.97E-02	2.36E-03	3.36E-02	8.65E-03
0.162	1.008	9.18E-02	2.20E-02	2.36E-03	2.87E-02	9.80E-03
0.162	1.208	8.59E-02	2.41E-02	2.36E-03	2.53E-02	1.09E-02
0.162	1.408	8.17E-02	2.62E-02	2.36E-03	2.26E-02	1.19E-02
