*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.160	2.80E-01	8.61E-03	1.85E-03	1.25E-01	3.38E-03
0.180	0.180	2.58E-01	8.88E-03	1.85E-03	1.14E-01	3.51E-03
0.180	0.200	2.39E-01	9.11E-03	1.85E-03	1.05E-01	3.63E-03
0.180	0.250	2.06E-01	9.69E-03	1.85E-03	8.78E-02	3.92E-03
0.180	0.300	1.83E-01	1.02E-02	1.85E-03	7.63E-02	4.19E-03
0.180	0.400	1.53E-01	1.13E-02	1.85E-03	6.15E-02	4.71E-03
0.180	0.500	1.35E-01	1.22E-02	1.85E-03	5.23E-02	5.18E-03
0.180	0.600	1.22E-01	1.31E-02	1.85E-03	4.59E-02	5.63E-03
0.180	0.800	1.06E-01	1.48E-02	1.85E-03	3.76E-02	6.46E-03
0.180	1.000	9.57E-02	1.64E-02	1.85E-03	3.24E-02	7.25E-03
0.180	1.200	8.87E-02	1.79E-02	1.85E-03	2.88E-02	8.01E-03
0.180	1.400	8.36E-02	1.93E-02	1.85E-03	2.60E-02	8.71E-03
0.180	1.600	7.96E-02	2.07E-02	1.85E-03	2.38E-02	9.42E-03
0.180	1.800	7.65E-02	2.21E-02	1.85E-03	2.20E-02	1.01E-02
0.180	2.000	7.40E-02	2.33E-02	1.85E-03	2.05E-02	1.07E-02
0.180	2.500	6.94E-02	2.65E-02	1.85E-03	1.75E-02	1.23E-02
0.180	3.000	6.63E-02	2.93E-02	1.85E-03	1.51E-02	1.37E-02
0.180	4.000	6.26E-02	3.44E-02	1.85E-03	1.18E-02	1.63E-02
0.180	5.000	6.04E-02	3.85E-02	1.85E-03	9.30E-03	1.83E-02
0.180	7.000	5.86E-02	4.47E-02	1.85E-03	6.02E-03	2.14E-02
0.180	10.000	5.77E-02	4.97E-02	1.85E-03	3.45E-03	2.39E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.160	2.80E-01	9.74E-03	2.39E-03	1.25E-01	3.68E-03
0.180	0.180	2.58E-01	1.00E-02	2.39E-03	1.14E-01	3.83E-03
0.180	0.200	2.39E-01	1.03E-02	2.39E-03	1.04E-01	3.97E-03
0.180	0.250	2.06E-01	1.10E-02	2.39E-03	8.76E-02	4.32E-03
0.180	0.300	1.83E-01	1.17E-02	2.39E-03	7.61E-02	4.65E-03
0.180	0.400	1.53E-01	1.30E-02	2.39E-03	6.12E-02	5.29E-03
0.180	0.500	1.35E-01	1.41E-02	2.39E-03	5.19E-02	5.87E-03
0.180	0.600	1.22E-01	1.53E-02	2.39E-03	4.55E-02	6.44E-03
0.180	0.800	1.06E-01	1.74E-02	2.39E-03	3.72E-02	7.51E-03
0.180	1.000	9.63E-02	1.94E-02	2.39E-03	3.18E-02	8.53E-03
0.180	1.200	8.95E-02	2.13E-02	2.39E-03	2.80E-02	9.47E-03
0.180	1.400	8.45E-02	2.32E-02	2.39E-03	2.52E-02	1.04E-02
0.180	1.600	8.08E-02	2.49E-02	2.39E-03	2.29E-02	1.13E-02
0.180	1.800	7.78E-02	2.65E-02	2.39E-03	2.10E-02	1.21E-02
0.180	2.000	7.55E-02	2.82E-02	2.39E-03	1.94E-02	1.29E-02
0.180	2.500	7.12E-02	3.19E-02	2.39E-03	1.62E-02	1.48E-02
0.180	3.000	6.84E-02	3.52E-02	2.39E-03	1.38E-02	1.64E-02
0.180	4.000	6.53E-02	4.08E-02	2.39E-03	1.03E-02	1.92E-02
0.180	5.000	6.37E-02	4.53E-02	2.39E-03	7.87E-03	2.14E-02
0.180	7.000	6.24E-02	5.11E-02	2.39E-03	4.88E-03	2.44E-02
0.180	10.000	6.18E-02	5.58E-02	2.39E-03	2.60E-03	2.67E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.160	2.81E-01	1.16E-02	3.35E-03	1.25E-01	4.13E-03
0.180	0.180	2.58E-01	1.20E-02	3.35E-03	1.13E-01	4.33E-03
0.180	0.200	2.40E-01	1.24E-02	3.35E-03	1.04E-01	4.52E-03
0.180	0.250	2.06E-01	1.33E-02	3.35E-03	8.73E-02	4.97E-03
0.180	0.300	1.83E-01	1.42E-02	3.35E-03	7.56E-02	5.43E-03
0.180	0.400	1.54E-01	1.59E-02	3.35E-03	6.07E-02	6.28E-03
0.180	0.500	1.36E-01	1.75E-02	3.35E-03	5.13E-02	7.10E-03
0.180	0.600	1.23E-01	1.91E-02	3.35E-03	4.48E-02	7.88E-03
0.180	0.800	1.07E-01	2.20E-02	3.35E-03	3.62E-02	9.34E-03
0.180	1.000	9.76E-02	2.48E-02	3.35E-03	3.06E-02	1.07E-02
0.180	1.200	9.11E-02	2.74E-02	3.35E-03	2.67E-02	1.20E-02
0.180	1.400	8.65E-02	2.99E-02	3.35E-03	2.36E-02	1.33E-02
0.180	1.600	8.30E-02	3.21E-02	3.35E-03	2.12E-02	1.44E-02
0.180	1.800	8.04E-02	3.43E-02	3.35E-03	1.92E-02	1.55E-02
0.180	2.000	7.83E-02	3.63E-02	3.35E-03	1.75E-02	1.65E-02
0.180	2.500	7.48E-02	4.08E-02	3.35E-03	1.41E-02	1.87E-02
0.180	3.000	7.27E-02	4.47E-02	3.35E-03	1.17E-02	2.07E-02
0.180	4.000	7.04E-02	5.08E-02	3.35E-03	8.31E-03	2.37E-02
0.180	5.000	6.94E-02	5.51E-02	3.35E-03	6.11E-03	2.59E-02
0.180	7.000	6.87E-02	6.05E-02	3.35E-03	3.51E-03	2.86E-02
0.180	10.000	6.84E-02	6.42E-02	3.35E-03	1.75E-03	3.04E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.160	2.81E-01	1.58E-02	5.62E-03	1.24E-01	5.08E-03
0.180	0.180	2.59E-01	1.64E-02	5.62E-03	1.13E-01	5.38E-03
0.180	0.200	2.40E-01	1.70E-02	5.62E-03	1.03E-01	5.68E-03
0.180	0.250	2.07E-01	1.84E-02	5.62E-03	8.63E-02	6.41E-03
0.180	0.300	1.84E-01	1.99E-02	5.62E-03	7.46E-02	7.14E-03
0.180	0.400	1.55E-01	2.27E-02	5.62E-03	5.93E-02	8.54E-03
0.180	0.500	1.37E-01	2.53E-02	5.62E-03	4.96E-02	9.87E-03
0.180	0.600	1.25E-01	2.79E-02	5.62E-03	4.29E-02	1.11E-02
0.180	0.800	1.10E-01	3.26E-02	5.62E-03	3.38E-02	1.35E-02
0.180	1.000	1.02E-01	3.68E-02	5.62E-03	2.79E-02	1.56E-02
0.180	1.200	9.60E-02	4.06E-02	5.62E-03	2.36E-02	1.75E-02
0.180	1.400	9.22E-02	4.40E-02	5.62E-03	2.04E-02	1.92E-02
0.180	1.600	8.95E-02	4.71E-02	5.62E-03	1.78E-02	2.08E-02
0.180	1.800	8.75E-02	4.99E-02	5.62E-03	1.58E-02	2.22E-02
0.180	2.000	8.61E-02	5.25E-02	5.62E-03	1.40E-02	2.34E-02
0.180	2.500	8.37E-02	5.78E-02	5.62E-03	1.08E-02	2.61E-02
0.180	3.000	8.25E-02	6.20E-02	5.62E-03	8.53E-03	2.82E-02
0.180	4.000	8.13E-02	6.78E-02	5.62E-03	5.66E-03	3.11E-02
0.180	5.000	8.09E-02	7.15E-02	5.62E-03	3.97E-03	3.29E-02
0.180	7.000	8.06E-02	7.55E-02	5.62E-03	2.15E-03	3.49E-02
0.180	10.000	8.05E-02	7.80E-02	5.62E-03	1.01E-03	3.62E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M7-M6 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.160	2.87E-01	3.71E-02	1.74E-02	1.19E-01	9.88E-03
0.180	0.180	2.65E-01	3.89E-02	1.74E-02	1.08E-01	1.07E-02
0.180	0.200	2.48E-01	4.06E-02	1.74E-02	9.82E-02	1.16E-02
0.180	0.250	2.16E-01	4.46E-02	1.74E-02	8.05E-02	1.36E-02
0.180	0.300	1.94E-01	4.84E-02	1.74E-02	6.82E-02	1.55E-02
0.180	0.400	1.68E-01	5.53E-02	1.74E-02	5.20E-02	1.90E-02
0.180	0.500	1.53E-01	6.15E-02	1.74E-02	4.17E-02	2.21E-02
0.180	0.600	1.44E-01	6.69E-02	1.74E-02	3.46E-02	2.48E-02
0.180	0.800	1.34E-01	7.59E-02	1.74E-02	2.52E-02	2.93E-02
0.180	1.000	1.28E-01	8.31E-02	1.74E-02	1.94E-02	3.29E-02
0.180	1.200	1.25E-01	8.88E-02	1.74E-02	1.54E-02	3.57E-02
0.180	1.400	1.24E-01	9.34E-02	1.74E-02	1.26E-02	3.80E-02
0.180	1.600	1.23E-01	9.71E-02	1.74E-02	1.05E-02	3.99E-02
0.180	1.800	1.22E-01	1.00E-01	1.74E-02	8.89E-03	4.14E-02
0.180	2.000	1.21E-01	1.03E-01	1.74E-02	7.63E-03	4.27E-02
0.180	2.500	1.21E-01	1.07E-01	1.74E-02	5.44E-03	4.50E-02
0.180	3.000	1.20E-01	1.10E-01	1.74E-02	4.11E-03	4.65E-02
0.180	4.000	1.20E-01	1.14E-01	1.74E-02	2.53E-03	4.83E-02
0.180	5.000	1.20E-01	1.16E-01	1.74E-02	1.78E-03	4.92E-02
0.180	7.000	1.20E-01	1.17E-01	1.74E-02	1.11E-03	5.00E-02
0.180	10.000	1.20E-01	1.18E-01	1.74E-02	6.75E-04	5.06E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	MT-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	7.30E-03	2.07E-03	1.25E-01	2.61E-03
0.378	0.378	2.67E-01	7.43E-03	2.07E-03	1.20E-01	2.68E-03
0.378	0.400	2.56E-01	7.55E-03	2.07E-03	1.14E-01	2.74E-03
0.378	0.500	2.18E-01	8.02E-03	2.07E-03	9.55E-02	2.97E-03
0.378	0.600	1.92E-01	8.51E-03	2.07E-03	8.28E-02	3.22E-03
0.378	0.800	1.59E-01	9.47E-03	2.07E-03	6.66E-02	3.70E-03
0.378	1.000	1.39E-01	1.04E-02	2.07E-03	5.66E-02	4.17E-03
0.378	1.200	1.24E-01	1.13E-02	2.07E-03	4.96E-02	4.63E-03
0.378	1.400	1.14E-01	1.22E-02	2.07E-03	4.44E-02	5.08E-03
0.378	1.600	1.06E-01	1.31E-02	2.07E-03	4.04E-02	5.54E-03
0.378	1.800	9.91E-02	1.40E-02	2.07E-03	3.72E-02	5.99E-03
0.378	2.000	9.38E-02	1.49E-02	2.07E-03	3.44E-02	6.43E-03
0.378	2.500	8.39E-02	1.71E-02	2.07E-03	2.92E-02	7.52E-03
0.378	3.000	7.72E-02	1.92E-02	2.07E-03	2.54E-02	8.55E-03
0.378	4.000	6.86E-02	2.32E-02	2.07E-03	2.00E-02	1.06E-02
0.378	5.000	6.35E-02	2.68E-02	2.07E-03	1.63E-02	1.24E-02
0.378	7.000	5.83E-02	3.27E-02	2.07E-03	1.13E-02	1.53E-02
0.378	10.000	5.53E-02	3.96E-02	2.07E-03	6.92E-03	1.88E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	MT-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	7.68E-03	2.26E-03	1.25E-01	2.71E-03
0.378	0.378	2.67E-01	7.77E-03	2.26E-03	1.19E-01	2.75E-03
0.378	0.400	2.56E-01	7.89E-03	2.26E-03	1.14E-01	2.81E-03
0.378	0.500	2.18E-01	8.43E-03	2.26E-03	9.55E-02	3.09E-03
0.378	0.600	1.92E-01	8.96E-03	2.26E-03	8.28E-02	3.35E-03
0.378	0.800	1.59E-01	1.00E-02	2.26E-03	6.66E-02	3.87E-03
0.378	1.000	1.39E-01	1.10E-02	2.26E-03	5.65E-02	4.38E-03
0.378	1.200	1.24E-01	1.20E-02	2.26E-03	4.95E-02	4.88E-03
0.378	1.400	1.14E-01	1.30E-02	2.26E-03	4.43E-02	5.36E-03
0.378	1.600	1.06E-01	1.40E-02	2.26E-03	4.03E-02	5.86E-03
0.378	1.800	9.93E-02	1.50E-02	2.26E-03	3.70E-02	6.35E-03
0.378	2.000	9.40E-02	1.59E-02	2.26E-03	3.43E-02	6.84E-03
0.378	2.500	8.42E-02	1.82E-02	2.26E-03	2.90E-02	7.99E-03
0.378	3.000	7.75E-02	2.05E-02	2.26E-03	2.51E-02	9.14E-03
0.378	4.000	6.91E-02	2.48E-02	2.26E-03	1.96E-02	1.13E-02
0.378	5.000	6.42E-02	2.87E-02	2.26E-03	1.58E-02	1.32E-02
0.378	7.000	5.92E-02	3.50E-02	2.26E-03	1.07E-02	1.63E-02
0.378	10.000	5.64E-02	4.19E-02	2.26E-03	6.43E-03	1.98E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	8.15E-03	2.52E-03	1.25E-01	2.81E-03
0.378	0.378	2.67E-01	8.28E-03	2.52E-03	1.19E-01	2.88E-03
0.378	0.400	2.56E-01	8.42E-03	2.52E-03	1.14E-01	2.95E-03
0.378	0.500	2.18E-01	8.99E-03	2.52E-03	9.54E-02	3.23E-03
0.378	0.600	1.92E-01	9.57E-03	2.52E-03	8.27E-02	3.52E-03
0.378	0.800	1.59E-01	1.07E-02	2.52E-03	6.64E-02	4.09E-03
0.378	1.000	1.39E-01	1.18E-02	2.52E-03	5.63E-02	4.66E-03
0.378	1.200	1.24E-01	1.29E-02	2.52E-03	4.93E-02	5.20E-03
0.378	1.400	1.14E-01	1.40E-02	2.52E-03	4.41E-02	5.75E-03
0.378	1.600	1.06E-01	1.51E-02	2.52E-03	4.01E-02	6.30E-03
0.378	1.800	9.95E-02	1.62E-02	2.52E-03	3.67E-02	6.84E-03
0.378	2.000	9.42E-02	1.73E-02	2.52E-03	3.40E-02	7.38E-03
0.378	2.500	8.45E-02	1.98E-02	2.52E-03	2.86E-02	8.66E-03
0.378	3.000	7.80E-02	2.24E-02	2.52E-03	2.47E-02	9.93E-03
0.378	4.000	6.98E-02	2.70E-02	2.52E-03	1.91E-02	1.23E-02
0.378	5.000	6.51E-02	3.11E-02	2.52E-03	1.52E-02	1.43E-02
0.378	7.000	6.05E-02	3.78E-02	2.52E-03	1.01E-02	1.77E-02
0.378	10.000	5.80E-02	4.48E-02	2.52E-03	5.82E-03	2.11E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	8.93E-03	2.95E-03	1.25E-01	2.99E-03
0.378	0.378	2.67E-01	9.07E-03	2.95E-03	1.19E-01	3.06E-03
0.378	0.400	2.56E-01	9.22E-03	2.95E-03	1.14E-01	3.13E-03
0.378	0.500	2.18E-01	9.91E-03	2.95E-03	9.52E-02	3.48E-03
0.378	0.600	1.92E-01	1.06E-02	2.95E-03	8.25E-02	3.80E-03
0.378	0.800	1.59E-01	1.19E-02	2.95E-03	6.62E-02	4.46E-03
0.378	1.000	1.39E-01	1.32E-02	2.95E-03	5.60E-02	5.10E-03
0.378	1.200	1.25E-01	1.45E-02	2.95E-03	4.90E-02	5.75E-03
0.378	1.400	1.14E-01	1.58E-02	2.95E-03	4.38E-02	6.40E-03
0.378	1.600	1.06E-01	1.70E-02	2.95E-03	3.97E-02	7.03E-03
0.378	1.800	9.99E-02	1.82E-02	2.95E-03	3.63E-02	7.64E-03
0.378	2.000	9.47E-02	1.95E-02	2.95E-03	3.35E-02	8.25E-03
0.378	2.500	8.52E-02	2.25E-02	2.95E-03	2.80E-02	9.76E-03
0.378	3.000	7.88E-02	2.53E-02	2.95E-03	2.39E-02	1.12E-02
0.378	4.000	7.10E-02	3.06E-02	2.95E-03	1.82E-02	1.38E-02
0.378	5.000	6.67E-02	3.50E-02	2.95E-03	1.43E-02	1.60E-02
0.378	7.000	6.26E-02	4.21E-02	2.95E-03	9.15E-03	1.96E-02
0.378	10.000	6.06E-02	4.90E-02	2.95E-03	5.09E-03	2.30E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	1.00E-02	3.55E-03	1.24E-01	3.23E-03
0.378	0.378	2.67E-01	1.02E-02	3.55E-03	1.19E-01	3.31E-03
0.378	0.400	2.56E-01	1.03E-02	3.55E-03	1.14E-01	3.40E-03
0.378	0.500	2.18E-01	1.11E-02	3.55E-03	9.50E-02	3.80E-03
0.378	0.600	1.93E-01	1.19E-02	3.55E-03	8.23E-02	4.19E-03
0.378	0.800	1.60E-01	1.35E-02	3.55E-03	6.59E-02	4.97E-03
0.378	1.000	1.39E-01	1.50E-02	3.55E-03	5.57E-02	5.75E-03
0.378	1.200	1.25E-01	1.66E-02	3.55E-03	4.86E-02	6.54E-03
0.378	1.400	1.15E-01	1.81E-02	3.55E-03	4.32E-02	7.28E-03
0.378	1.600	1.07E-01	1.96E-02	3.55E-03	3.91E-02	8.03E-03
0.378	1.800	1.01E-01	2.11E-02	3.55E-03	3.56E-02	8.77E-03
0.378	2.000	9.55E-02	2.25E-02	3.55E-03	3.27E-02	9.50E-03
0.378	2.500	8.63E-02	2.61E-02	3.55E-03	2.71E-02	1.13E-02
0.378	3.000	8.02E-02	2.94E-02	3.55E-03	2.30E-02	1.29E-02
0.378	4.000	7.29E-02	3.51E-02	3.55E-03	1.71E-02	1.58E-02
0.378	5.000	6.90E-02	4.02E-02	3.55E-03	1.30E-02	1.83E-02
0.378	7.000	6.56E-02	4.77E-02	3.55E-03	8.00E-03	2.21E-02
0.378	10.000	6.41E-02	5.46E-02	3.55E-03	4.18E-03	2.55E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	1.16E-02	4.46E-03	1.24E-01	3.59E-03
0.378	0.378	2.67E-01	1.18E-02	4.46E-03	1.19E-01	3.68E-03
0.378	0.400	2.56E-01	1.20E-02	4.46E-03	1.13E-01	3.79E-03
0.378	0.500	2.19E-01	1.30E-02	4.46E-03	9.47E-02	4.29E-03
0.378	0.600	1.93E-01	1.40E-02	4.46E-03	8.19E-02	4.78E-03
0.378	0.800	1.60E-01	1.60E-02	4.46E-03	6.54E-02	5.79E-03
0.378	1.000	1.40E-01	1.79E-02	4.46E-03	5.51E-02	6.74E-03
0.378	1.200	1.26E-01	1.99E-02	4.46E-03	4.78E-02	7.70E-03
0.378	1.400	1.16E-01	2.17E-02	4.46E-03	4.24E-02	8.61E-03
0.378	1.600	1.08E-01	2.35E-02	4.46E-03	3.81E-02	9.54E-03
0.378	1.800	1.02E-01	2.54E-02	4.46E-03	3.46E-02	1.05E-02
0.378	2.000	9.69E-02	2.72E-02	4.46E-03	3.17E-02	1.14E-02
0.378	2.500	8.82E-02	3.14E-02	4.46E-03	2.59E-02	1.35E-02
0.378	3.000	8.25E-02	3.51E-02	4.46E-03	2.16E-02	1.53E-02
0.378	4.000	7.60E-02	4.17E-02	4.46E-03	1.55E-02	1.86E-02
0.378	5.000	7.27E-02	4.72E-02	4.46E-03	1.16E-02	2.14E-02
0.378	7.000	7.00E-02	5.50E-02	4.46E-03	6.75E-03	2.53E-02
0.378	10.000	6.90E-02	6.14E-02	4.46E-03	3.25E-03	2.85E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.78E-01	1.44E-02	6.00E-03	1.24E-01	4.18E-03
0.378	0.378	2.67E-01	1.46E-02	6.00E-03	1.18E-01	4.32E-03
0.378	0.400	2.57E-01	1.49E-02	6.00E-03	1.13E-01	4.47E-03
0.378	0.500	2.19E-01	1.63E-02	6.00E-03	9.41E-02	5.14E-03
0.378	0.600	1.94E-01	1.77E-02	6.00E-03	8.12E-02	5.83E-03
0.378	0.800	1.61E-01	2.02E-02	6.00E-03	6.45E-02	7.12E-03
0.378	1.000	1.41E-01	2.27E-02	6.00E-03	5.40E-02	8.36E-03
0.378	1.200	1.27E-01	2.53E-02	6.00E-03	4.66E-02	9.63E-03
0.378	1.400	1.17E-01	2.77E-02	6.00E-03	4.10E-02	1.09E-02
0.378	1.600	1.10E-01	3.01E-02	6.00E-03	3.66E-02	1.21E-02
0.378	1.800	1.04E-01	3.25E-02	6.00E-03	3.30E-02	1.32E-02
0.378	2.000	9.98E-02	3.47E-02	6.00E-03	2.99E-02	1.43E-02
0.378	2.500	9.18E-02	3.98E-02	6.00E-03	2.39E-02	1.69E-02
0.378	3.000	8.68E-02	4.41E-02	6.00E-03	1.95E-02	1.91E-02
0.378	4.000	8.14E-02	5.18E-02	6.00E-03	1.35E-02	2.29E-02
0.378	5.000	7.89E-02	5.75E-02	6.00E-03	9.64E-03	2.58E-02
0.378	7.000	7.71E-02	6.53E-02	6.00E-03	5.20E-03	2.96E-02
0.378	10.000	7.65E-02	7.06E-02	6.00E-03	2.48E-03	3.23E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M6 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.79E-01	2.01E-02	9.14E-03	1.23E-01	5.48E-03
0.378	0.378	2.69E-01	2.05E-02	9.14E-03	1.17E-01	5.68E-03
0.378	0.400	2.58E-01	2.09E-02	9.14E-03	1.12E-01	5.90E-03
0.378	0.500	2.21E-01	2.30E-02	9.14E-03	9.26E-02	6.92E-03
0.378	0.600	1.96E-01	2.50E-02	9.14E-03	7.95E-02	7.94E-03
0.378	0.800	1.64E-01	2.88E-02	9.14E-03	6.25E-02	9.85E-03
0.378	1.000	1.44E-01	3.26E-02	9.14E-03	5.17E-02	1.17E-02
0.378	1.200	1.31E-01	3.62E-02	9.14E-03	4.40E-02	1.35E-02
0.378	1.400	1.22E-01	3.96E-02	9.14E-03	3.82E-02	1.52E-02
0.378	1.600	1.16E-01	4.28E-02	9.14E-03	3.37E-02	1.68E-02
0.378	1.800	1.11E-01	4.57E-02	9.14E-03	2.99E-02	1.83E-02
0.378	2.000	1.07E-01	4.87E-02	9.14E-03	2.67E-02	1.98E-02
0.378	2.500	9.99E-02	5.50E-02	9.14E-03	2.07E-02	2.29E-02
0.378	3.000	9.60E-02	6.03E-02	9.14E-03	1.64E-02	2.56E-02
0.378	4.000	9.22E-02	6.86E-02	9.14E-03	1.07E-02	2.97E-02
0.378	5.000	9.06E-02	7.46E-02	9.14E-03	7.19E-03	3.27E-02
0.378	7.000	8.97E-02	8.15E-02	9.14E-03	3.52E-03	3.62E-02
0.378	10.000	8.95E-02	8.54E-02	9.14E-03	1.60E-03	3.82E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	MT-M7 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.378	0.358	2.86E-01	3.86E-02	1.92E-02	1.18E-01	9.66E-03
0.378	0.378	2.75E-01	3.94E-02	1.92E-02	1.13E-01	1.01E-02
0.378	0.400	2.65E-01	4.03E-02	1.92E-02	1.07E-01	1.05E-02
0.378	0.500	2.29E-01	4.43E-02	1.92E-02	8.77E-02	1.25E-02
0.378	0.600	2.05E-01	4.80E-02	1.92E-02	7.43E-02	1.44E-02
0.378	0.800	1.76E-01	5.49E-02	1.92E-02	5.68E-02	1.78E-02
0.378	1.000	1.59E-01	6.11E-02	1.92E-02	4.57E-02	2.09E-02
0.378	1.200	1.48E-01	6.66E-02	1.92E-02	3.79E-02	2.37E-02
0.378	1.400	1.41E-01	7.16E-02	1.92E-02	3.22E-02	2.62E-02
0.378	1.600	1.36E-01	7.61E-02	1.92E-02	2.77E-02	2.85E-02
0.378	1.800	1.32E-01	8.02E-02	1.92E-02	2.40E-02	3.05E-02
0.378	2.000	1.30E-01	8.38E-02	1.92E-02	2.10E-02	3.23E-02
0.378	2.500	1.25E-01	9.12E-02	1.92E-02	1.55E-02	3.60E-02
0.378	3.000	1.23E-01	9.72E-02	1.92E-02	1.17E-02	3.90E-02
0.378	4.000	1.21E-01	1.06E-01	1.92E-02	6.95E-03	4.32E-02
0.378	5.000	1.21E-01	1.11E-01	1.92E-02	4.33E-03	4.57E-02
0.378	7.000	1.20E-01	1.15E-01	1.92E-02	2.08E-03	4.80E-02
0.378	10.000	1.20E-01	1.18E-01	1.92E-02	1.03E-03	4.92E-02
------	-------	--------	--------	--------	--------	--------

***********************************************************************
