pin,Q,QN,ECK,D,CK,CKN,G,GN,SE,SI,SN,RN,E,FC,BC,D1,D0,S0,VDD,VSS
s65,Q,QN,ECK,D,CK,CKN,G,GN,SE,SI,SDN SN,RDN RN,E,FC,BC,DA,DB,SA,VDD,VSS
s110,Q,QN,ECK,D,CK,CKN,G,GN,SE,SI,SN,RN,E,FC,BC,D1,D0,S0,VDD VNW,VSS VPW
c153,Q,QN,ECK,D,CK,CKN,G,GN,SE,SI,SN,RN,OE E,FC,BC,D1,D0,S0,VDD,VSS
c110,Q,QN,ECK,D,CK,CKN,G,GN,SE,SI,SN,RN,E,FC,BC,D1,D0,S0,VDD,VSS
x180,Q,QN,GCLK,D,CLK,CKN,G,GN,SE,SI,SN,RN,E,FC,BC,D1,D0,S0,VDD,VSS
